,amplitude,c_-1,c_0,c_1
69,(-0.20580372905408995+0j),(-0.10436421892499942-0.14491020514275157j),(-0.7743607690167685-0.6111286943048859j),(0.28900435773359395-0.015208776114582954j)
70,(0.5907297999281647+0j),(-0.132429855547964-0.3788118540387251j),(-0.6110910952498407-0.5190305091910122j),(0.05195584834458239+0.13246905239885307j)
71,(0.3587838582168391+0j),(-0.2311336506055337-0.26238908363712693j),(-0.5143093868750277-0.7720576587747918j),(0.12181821082870914+0.3457662093670776j)
72,(0.2208500310064032+0j),(0.21205672977838363-0.2276224057490093j),(-0.24967303331687246-0.25526114707791603j),(0.5822976804206663+0.19225374077417293j)
73,(0.09588283810362502+0j),(0.03287531324624092-0.4531598660683142j),(-0.20789247213908255-0.1473612485688486j),(0.5584981941620921-0.4380105360697893j)
74,(-0.7499476403873229+0j),(0.23876834734827643-0.20463212566622002j),(0.4028183086814026+0.47489542457858797j),(0.13548084305094-0.039369512444119376j)
75,(-0.2792167650330197+0j),(0.03723704830713255+0.21329539167198022j),(0.8762678030376876+0.1876960568262664j),(-0.25538197807145+0.1643477799381537j)
76,(0.050739397936982567+0j),(-0.3695119860313291+0.2930674357318264j),(0.5140223997238534+0.6654384089743345j),(0.16527648194243316+0.28011573999278233j)
77,(0.03181333437398107+0j),(-0.07292441046048254-0.17139389190166238j),(-0.27207097572344896+0.6483622215838837j),(-0.041980712649761553+0.16235964488087234j)
78,(-0.0725926957892501+0j),(0.5550196679756545-0.15090885116533478j),(-0.7641225853730191-0.5406663592557861j),(-0.17100085911678983-0.1710120614824043j)
79,(0.5486042765538962+0j),(0.7682875429130496-0.18895301601559j),(-0.2671378568706645+0.19102561614897112j),(-0.2630675640585757-0.09576363996279771j)
80,(-0.46188340533829186+0j),(0.6653449413695924+0.28106518701279826j),(0.6186685593548257+0.28345488966470506j),(-0.4440157981243168-0.46281827986866697j)
81,(-0.37327485515760483+0j),(0.9714921546961524+0.025357469930847948j),(-0.19662251041064585+0.10360907961507941j),(-0.08936606006633147-0.12805884733003553j)
82,(0.45647761548001187+0j),(0.01784336763784118+0.1250258663694367j),(-0.481980676106456+0.5332047396751031j),(0.23429285361959568+0.29269056010444183j)
83,(-0.3134494494648347+0j),(-0.10269305660459838+0.2994073542452781j),(-0.7509315898055308+0.255793963464126j),(-0.08264374295111587+0.4005749314898891j)
84,(-0.12430008801960535+0j),(-0.06441497879276753+0.24963347073012754j),(-0.8318519825492436-0.2208726838633338j),(-0.007348545644273757+0.4136173680879275j)
85,(-0.4174988833645431+0j),(-0.09340969630984534+0.2699230991352669j),(-0.7491290933765623-0.16075819042566425j),(-0.10768477852843561+0.17296948126510336j)
86,(0.3035791939155945+0j),(-0.10004285383134676+0.17064026173771135j),(-0.7376759294803475+0.14798841321477568j),(0.33108649825531+0.07380435180182102j)
87,(-0.6122269196039117+0j),(-0.2299566537307108+0.18681714525125848j),(-0.27775832084632923+0.09282428302780243j),(0.39045172707252046+0.06335780803264161j)
88,(-0.24727777669799703+0j),(-0.15745795979270188+0.23525321621887457j),(-0.9872235280467165-0.05840623090687295j),(0.05999000874514778-0.0074590390895306335j)
89,(0.4841980638599239+0j),(-0.03488252609410655-0.1214278035015567j),(-0.9326306518928523+0.11462633741649514j),(0.2065382205160237-0.09688219643463389j)
90,(-0.3849563456133217+0j),(0.17826247629849568-0.11911165079438021j),(-0.1543092130562277-0.9111070032299948j),(0.39193876161553715-0.13836397249776283j)
91,(-0.3247429439834185+0j),(0.2768597626797435-0.11768286712759937j),(0.10522206637517885-0.8576944344303609j),(0.5624885984759767-0.17438831193385623j)
92,(0.39059068524608276+0j),(-0.3955753703978263+0.1442373003690897j),(-0.620184784401162+0.3440996670689555j),(0.22841681984829199-0.23023400764093438j)
93,(-0.14295626297530628+0j),(-0.17750510064470357-0.13737403911394724j),(-0.8039766613327302+0.20651339099247512j),(0.38052232566281285-0.4136594813178683j)
94,(-0.1203503517300179+0j),(-0.0511820522616892+0.011103067931785143j),(-0.5734393155263754+0.5936731610183579j),(-0.1825516150565224-0.30437684434920076j)
95,(-0.012192008947355837+0j),(-0.21407964959218384+0.27948229724920165j),(-0.6075172312752761+0.882528065741147j),(-0.18561940172197644-0.35562701845000455j)
96,(-0.40211779891934085+0j),(-0.13452836120846923+0.13807882647292194j),(-0.23945115208916837+0.8143162803369397j),(-0.21684122052482616-0.21922435049018835j)
97,(-0.2600068327091235+0j),(-0.1931934279723072-0.13112905063886546j),(-0.1878039474445236+0.545489968683484j),(-0.24670743890059735-0.2901606115114236j)
98,(-0.3346645425204564+0j),(-0.26025829172150233-0.13072131492038624j),(0.8281196138475522+0.32519952931595963j),(0.2682579392465899+0.14237199152303004j)
99,(0.32154371683836414+0j),(-0.1806828160221868-0.19838912751499627j),(0.5515064853643652+0.30855684545983103j),(-0.17537507108582223+0.2267600427704219j)
100,(0.47937999108261575+0j),(-0.43025159977382016+0.23776815711096982j),(0.2991323978848802+0.9227527367474451j),(-0.44105536750900454+0.08463042910108007j)
101,(0.10878715777093691+0j),(-0.22620363817300282-0.059608897181631544j),(0.177723456499543+0.5344141620487097j),(-0.484969303834277-0.0043044978898386654j)
102,(-0.04200955408921003+0j),(-0.001604264134312472-0.3152558125144599j),(0.008006977632221732-0.0343231532357815j),(-0.5513653495733112-0.6963784155641055j)
103,(0.36829275170864223+0j),(-0.25321769086984064+0.05533658760539553j),(-0.1281031463983591-0.12454106099388126j),(-0.37072082084580016-0.7713765888200474j)
104,(-0.13635767729151732+0j),(-0.42965430652730247+0.23870799499092335j),(0.04887283327774061-0.3878136861192225j),(-0.45635388007540584-0.4687545638122397j)
105,(-0.21531198902904813+0j),(0.27039287374658727-0.6810415117767082j),(-0.22504661504119844-0.1755891551744972j),(0.5057477609543539-0.27487317910786624j)
106,(-0.14698714320256326+0j),(0.7423775868619717-0.5149506827948653j),(0.0023056858990374227-0.3964894400888381j),(-0.05618724505857081+0.2478280613827541j)
107,(-0.14698714320256326+0j),(0.8150810171740371-0.2996309990790734j),(0.38988611725118194-0.32477328086422047j),(-0.13671191894050524+0.30513729642811654j)
108,(-0.5775983067899968+0j),(0.4117880074647085-0.7583394912242605j),(0.010793688535318893+0.09523237459711692j),(-0.08653321273766855-0.2718748017243429j)
109,(-0.18014585547773304+0j),(0.9196597906469708-0.29933166571901454j),(0.12451922511455578-0.20650800579090367j),(0.00787686132570899+0.04735092765202884j)
110,(0.04595169188776224+0j),(0.572019556469144-0.04097000863465582j),(0.3981615399226558-0.6802788616960914j),(0.060788742108577765-0.07419758714841569j)
111,(0.30103385032746643+0j),(0.24181189765219574+0.268674511033396j),(0.40706623278339354-0.4722685364010265j),(0.3405554029577279+0.3375037953011285j)
112,(0.6272657316317283+0j),(0.22959319944057333+0.1582340596449579j),(0.3198407765904953-0.701547223971287j),(-0.08188350693895242+0.3002339599672505j)
113,(-0.6025536462926955+0j),(0.028553563710929646+0.0804079394266163j),(-0.7082093552573432+0.4660791260786217j),(-0.007516965650293982-0.2863369057196024j)
114,(-0.18921456194194222+0j),(-0.3090122463266377+0.06498306490054809j),(-0.8112925183002737+0.33950000209576564j),(0.14891808797702374-0.27394324442967344j)
115,(0.05531464882503312+0j),(-0.43397266171046467-0.3189626985607319j),(-0.6677402503187512-0.057433191876846396j),(0.32845022388664735-0.2553363366771467j)
116,(0.285028125085693+0j),(-0.13716176907624927-0.016734184272486755j),(-0.6903418862052154+0.35230508177685954j),(0.1876268928622388-0.20242067107727052j)
117,(0.3235443093345826+0j),(-0.287653294411742+0.24826677494193655j),(-0.8177361634829607+0.36956987453786216j),(0.3346393417977581-0.014143352829418459j)
118,(-0.109215569834959+0j),(0.12163684954864425+0.06807354104690136j),(-0.845733630115775+0.6565271449310842j),(0.14565796874382708+0.10931510107515488j)
119,(-0.2173714900210612+0j),(0.335900707347873+0.08418466949029638j),(-0.3492615909990078+0.8570670320864588j),(0.15209162372772647-0.24488389957711135j)
120,(0.6298774499583212+0j),(-0.28090339525243796+0.5177542571576084j),(0.3829937273991495-0.06431813965877842j),(-0.2918099101398776-0.15119673776942813j)
121,(-0.2789719429751096+0j),(-0.09291375686203622-0.20227386910889666j),(-0.41871363481673474+0.38498292066521067j),(-0.09003526700254141-0.2752483511225931j)
122,(0.4800597336413554+0j),(0.04402024434782563-0.4303615422653049j),(-0.6482657990623985+0.5077666926596438j),(-0.4386668613518946-0.04635558600480366j)
123,(0.24898768768347831+0j),(0.13188942358376426-0.4692099903996894j),(-0.466189161401824+0.2627712093676441j),(-0.31114727143411064+0.032256127396189875j)
124,(0.6519446180714322+0j),(0.023738091314011195-0.14350645372485296j),(0.037461964696119544+0.4865080382780267j),(0.07272315423568498-0.6825234447420848j)
125,(0.013717759361767862+0j),(0.12324296233158294-0.14695914571393773j),(0.20289005473313973+0.3256386772463013j),(0.551318029668702+0.147285378904546j)
126,(0.04975963793226604+0j),(0.039851384977915044+0.025085327108976596j),(0.20762667632304188-0.9416779091311918j),(0.42619247644188485+0.043744968798016204j)
127,(0.1923593423543789+0j),(0.0005439467922725427+0.08347653457870916j),(0.7245707147129907+0.1311159021655105j),(0.018075196392481535-0.18579081554992588j)
128,(-0.09306182900518795+0j),(-0.3159895230256671-0.19862441509673615j),(0.5028029627585997+0.4383491383159806j),(0.3104820572825142+0.1320018256710747j)
129,(0.12661070973265984+0j),(-0.48481402411688684-0.14230560892379573j),(0.3480569354335884-0.43638146311931014j),(0.11891303806253042-0.4091431498766671j)
130,(-0.32453731907086286+0j),(-0.48008746745892106-0.5580041098018548j),(0.23963338646608107-0.4691658216506842j),(-0.4382997911848193-0.08114848915600403j)
131,(0.30720804411808755+0j),(-0.39943976835469897-0.49642380645726525j),(-0.30103553433750446+0.5865853907074912j),(-0.26933364401853016+0.22550655296112984j)
132,(-0.03487799972105238+0j),(0.059355979252333435-0.6317142191663261j),(-0.28796086311403424+0.17833654605382243j),(-0.40438457553501794+0.04424571777424512j)
133,(-0.09041086205667802+0j),(-0.00036604539782431056-0.6300172270641449j),(-0.16535879292982192+0.21774645377256924j),(-0.5086613749066047+0.16265893099598525j)
134,(-0.7620716454869914+0j),(-0.0728790310097742-0.01365886670111878j),(-0.3237023508495957+0.3472221888758627j),(-0.5572876497894568+0.14840060399422547j)
135,(0.6440662009193974+0j),(-0.17417284775629857-0.21757932271996472j),(-0.11920442705041305+0.9467691723880977j),(-0.4173633286401229+0.03691731584033499j)
136,(0.35798099109688447+0j),(-0.37178706123145033-0.06959334980316914j),(0.4380756174094087-0.7814115461556577j),(-0.19755496013895973-0.18951384367219684j)
137,(-0.23216286939531658+0j),(-0.07059645546443061-0.03392110636834103j),(0.47509131732340854-0.9509128702533202j),(-0.16168302899549655-0.16764985314202646j)
138,(0.5698315071535407+0j),(0.2921123659642171+0.04537999548425739j),(0.8629394244891828-0.5568230238234965j),(0.11709935067365154+0.14321928561510427j)
139,(0.2675612766947447+0j),(0.3601297450281484+0.0586202887359768j),(0.6604929678137403-0.6580487361936258j),(0.10549945149335799+0.07304441544967559j)
140,(0.24735360673248957+0j),(0.3597863583658051-0.10313756481965955j),(0.37418991516596384-0.7636050416929654j),(-0.04942337494663958+0.2727391715862333j)
141,(0.2523484057202531+0j),(0.35609347866515095+0.039017631044537676j),(0.589564203915847-0.7562523047869747j),(-0.05461135437140091+0.36907035955416834j)
142,(-0.01753673941136663+0j),(0.5328959509498225-0.10740155267015852j),(0.6032609002073541-0.33258521916513084j),(-0.010598242826740233+0.21785988722617833j)
143,(-0.07171079493652172+0j),(-0.10811372396661748-0.5413397655325493j),(0.6060874672296598-0.5905562371422303j),(-0.27267785785738685-0.19890693324174868j)
144,(0.4216209485295316+0j),(-0.12761138645430975-0.3260705442581252j),(0.6582144370945512-0.722745762925993j),(-0.21768557854157278-0.07275141451957429j)
145,(-0.717172808468354+0j),(0.40300126333876984-0.14143666375079028j),(0.06955525069464683-0.9135528022386644j),(0.3473346906363211+0.10196629540047755j)
146,(-0.5374116085505964+0j),(0.36847654666559726-0.14151039162819376j),(0.2204860114296022-0.5954900662329544j),(0.2273313339192481+0.5576248782869677j)
147,(-0.7152579162810201+0j),(0.016362129607823336-0.05316572677118997j),(0.5078180525562019-0.002733398605785642j),(0.43434213445477443+0.5025231147869358j)
148,(-0.383443933493938+0j),(-0.004867587304812321+0.028127886588148177j),(0.4712516915164201-0.6997947893874579j),(0.35810628232535563+0.22763827479133752j)
149,(-0.021052365264206285+0j),(0.0967403160290788+0.014133481276642813j),(0.7816056827509839-0.612108656046648j),(0.1669536046149161-0.22943859293971544j)
150,(-0.30954432390910935+0j),(-0.0008545956593259962-0.3852520942917368j),(0.7269369916722531-0.7702591460596748j),(-0.1911636310759159-0.21440832748432875j)
151,(0.06683552563543338+0j),(0.07720977217221478-0.2910833857790055j),(0.7677756189377167-0.3397666022749323j),(-0.3220227291705264+0.11140334310971578j)
152,(-0.49106650696464205+0j),(0.39630715789853194-0.024906511435817777j),(0.8409491873170502-0.631884981174896j),(-0.03856807655678893+0.23376186382232492j)
153,(-0.5448810214844942+0j),(0.21112569491379396+0.05454335175957073j),(0.7958132798894084-0.577285392198545j),(-0.07532729771886014+0.20839490781117245j)
154,(-0.030294036211687275+0j),(0.10150243853302968-0.0179639945344707j),(0.6958026324097667-0.5226708399014521j),(-0.24650236749281626+0.2860343000364973j)
155,(-0.3575525654573839+0j),(-0.07489932428846999-0.16038739898504234j),(0.9573670428080624-0.3919656329572565j),(-0.07764497526677215-0.2578394719857495j)
156,(0.12923582305671455+0j),(-0.09677738388600038-0.15729772174175274j),(0.8134941755835581-0.6434715614215175j),(-0.23269662846754766-0.2646474032431235j)
157,(-0.49041340188946203+0j),(-0.18943506656008036-0.23337566014550523j),(0.7311073053387755-0.44735151400561207j),(-0.22181460206868978-0.20487371484101366j)
158,(0.21888879481582685+0j),(-0.14801342077976723-0.004539916851928061j),(0.7218049965780239-0.5837521094984487j),(-0.2515080910462669+0.022404721453983575j)
159,(-0.23985307201710312+0j),(-0.07143356695958071-0.5253768428480218j),(0.6019853620086952-0.38421880052561536j),(-0.3240304243268537+0.1986495797311308j)
160,(-0.3322166755345038+0j),(0.16662757331002054+0.26822094044790873j),(0.4778500001925349-0.7822485941334383j),(0.25832524115343714-0.16540866260469364j)
161,(0.6152237193780122+0j),(0.2052008373043307-0.0016553569013146655j),(0.9603369705452852-0.14137472742369694j),(-0.04506166899063464+0.16611208376699754j)
162,(0.3925244607114311+0j),(0.0034696471244892585+0.45548350857469083j),(0.489930157445671+0.4089251816041144j),(-0.4960620381796306+0.1099529451506334j)
163,(-0.0662043016649036+0j),(-0.006381743544230328+0.4633009228210163j),(0.844676447872353+0.5323583498666724j),(-0.4890816216341729+0.11376610393721279j)
164,(-0.05758886810370378+0j),(2.1075664456901566e-05+0.4207436020335137j),(0.4963114044478375+0.7609610500397074j),(-0.47749594202117573+0.032804175036482926j)
165,(-0.3555178387022903+0j),(0.017387369366747868+0.15286125387862343j),(0.5621524055778389+0.45917015114958515j),(-0.3091234571409089-0.2727001071872708j)
166,(-0.40392522858512436+0j),(-0.05996565791961378+0.027734900807127733j),(0.4397120253661497+0.657343573217478j),(0.08518782106201533-0.07966790851318822j)
167,(-0.6926650736890065+0j),(-0.32234486241251825+0.029080640285390646j),(0.6324918214057096+0.43650863372979976j),(0.2899653386983493-0.12625877454055057j)
168,(0.2819747406017484+0j),(-0.2236809647198228+0.0863390838588336j),(0.9441982819228156+0.23358345066593605j),(0.12383685485115402+0.09817709747282531j)
169,(-0.29195423624399647+0j),(-0.26740675715816775-0.04476427443106995j),(0.6556976588702961+0.47053553724386593j),(0.16058976483190474+0.24335479338478122j)
170,(0.45056600529120217+0j),(0.02405508897842862+0.15702946621939037j),(0.692276221123653+0.21295630405203486j),(0.06782608654207241+0.22776121652987907j)
171,(-0.3910257823122161+0j),(-0.25629602046769706-0.04367772748516498j),(0.8196510217596565+0.44314880267114226j),(0.10661776359286429+0.1994973337802442j)
172,(-0.01813675689682498+0j),(-0.08146694939826524+0.03155459865332763j),(0.6287673942760104+0.8259303373621485j),(0.10526423645272472+0.05121249705113459j)
173,(0.25469709493974+0j),(-0.12421760733811535-0.20870388502535997j),(0.20675747879594972+1.1430733837978626j),(0.04093740980745847+0.5319788147037077j)
174,(0.09953950953280202+0j),(-0.15210846472160539-0.31029208062046226j),(0.32576557335831213+0.3322671262006867j),(-0.06144305862721227+0.4989608665829681j)
175,(-0.02197913176399974+0j),(-0.4416025613768755-0.041720500218199744j),(0.21513955589739614+0.4686987065102802j),(0.26955440721039514+0.5892754079048096j)
176,(-0.010877610758817158+0j),(-0.4459958027563544+0.43881887341577486j),(-0.5670105812795219-0.1464958128630569j),(-0.14019111356995848+0.18277687181854338j)
177,(-0.18262112098405558+0j),(-0.733253647773927+0.14722295146810369j),(-0.1413135882620253-0.634802269999302j),(-0.15943694529461944+0.19625420012161301j)
178,(-0.4757480342392285+0j),(0.022226277637239444+0.1312725272584371j),(-0.15784583586503387-0.04788422828912392j),(0.37927430386659755+0.7075492697181052j)
