,amplitude,c_-1,c_0,c_1
39,(0.6152825142509535+0j),(-0.25785827124554-0.06275310668111274j),(0.8492884181246965-0.05691119741351078j),(0.39754852340748853-0.16397331214961114j)
40,(-0.004605574815164881+0j),(0.252418863913298-0.2975743850728755j),(-0.3637476032549652+0.8126230372547419j),(0.10128909977607865+0.4214418378508027j)
41,(0.6579692951250526+0j),(-0.6714209464975831-0.025760528016972373j),(-0.0644365443042368-0.032029081347828225j),(0.1656205159761161+0.41677570659863283j)
42,(0.3262792507387581+0j),(-0.12208169242540591-0.03182746216395242j),(0.8864328363093703+0.4454643933317892j),(-0.0553266244237191+0.24566560838490012j)
43,(0.34735268724787766+0j),(0.12192201481046884+0.2782435835298916j),(-0.08700892158332274-0.19026213643936463j),(-0.779498286645433-0.3018991397027313j)
44,(-0.14560186263305652+0j),(0.019873802556600748-0.1940911612256174j),(-0.3502947397185689+0.9064312298819905j),(-0.15712341054747825+0.027961833751743735j)
45,(-0.09019036154748578+0j),(0.3330537914278917+0.17848296847005443j),(-0.7203736528846018-0.008544229795622808j),(-0.12309687402331944-0.03512396951529561j)
46,(-0.3092983293062393+0j),(-0.0824699282077647+0.09432980761817056j),(-0.14652232072978333-0.7365196371691622j),(-0.18868551210907386-0.44119221257064223j)
47,(0.3159319633942649+0j),(0.011343947235395668-0.2397450822630365j),(-0.5734805141727788+0.06716948937568099j),(0.05115508012482692-0.010568848138502316j)
48,(-0.45388666764676044+0j),(0.3127978128779806-0.4846771020231518j),(-0.46142858144104526-0.23522813355120953j),(-0.4469058291535732-0.12020246260537899j)
49,(-0.21558623089765228+0j),(-0.021284947291048698+0.7943237037964814j),(-0.549377360928166+0.5102240880026322j),(0.05750957483113986+0.014774819931083677j)
50,(0.5345933554317275+0j),(0.300274356809457+0.42765921812545366j),(-0.6679343789267527+0.48604634833223975j),(0.04199944698681979-0.005967644527277216j)
51,(0.42499590239648455+0j),(0.2517071266086203+0.12245695830200107j),(0.6030880066373049+0.04666859640512286j),(-0.5413364772784183+0.25154658330677j)
52,(0.42502327138261364+0j),(-0.35822106297957923-0.04428612935721916j),(0.19237395398725549+0.8233912355305986j),(-0.3531815768795323+0.04105290918322245j)
53,(0.23182871370371344+0j),(-0.9105969241548322-0.22608288994968564j),(-0.07035623995631686-0.13170493607200243j),(-0.26105002429603735+0.1882707581919077j)
54,(-0.14510440095270938+0j),(-0.00046908777874268837+0.6781303011119391j),(0.5445862596374537+0.051653220921252144j),(0.0687090006258864-0.16087503346205528j)
55,(-0.014624808585565752+0j),(-0.27547700396928326-0.5538591008720203j),(0.4820885590871915+0.348792811249683j),(0.19456754182472122+0.038738589219030756j)
56,(-0.7385238190406923+0j),(-0.32045514927292723-0.21164863253417857j),(-0.5897703629300717-0.3144369631191299j),(0.487168971962876+0.005343204833469312j)
57,(-0.24082692552755147+0j),(0.39918635365078303-0.38233550895530427j),(-0.3265705649825659-0.17224207429742963j),(-0.060534166043491766-0.09744280416734118j)
58,(0.3369387330507563+0j),(0.12353006028754615+0.6246728660481391j),(0.45687723992515505-0.25652087711515703j),(0.2559971380966653-0.04796462644725909j)
59,(-0.19290508615490687+0j),(-0.3050086094450509+0.04987050650589078j),(-0.8579323549948323+0.27249633180463906j),(0.38350859827288286-0.08744514645112714j)
60,(0.5973988251439688+0j),(-0.05593045075328375-0.09925449881107429j),(-0.4236883042294648+0.5476376693559827j),(0.27214035100510364+0.17090581011996742j)
61,(-0.03265114563510452+0j),(-0.06633503088783374-0.21448308783331932j),(0.36268844531812744-0.8936644188594332j),(0.1398580487675033+0.04281237533712681j)
62,(-0.38623540144427315+0j),(-0.3548032500378242+0.7316406843254794j),(-0.007233440738492414+0.1355452764411471j),(0.15257538359877157+0.17935214773032632j)
63,(-0.5010548621377139+0j),(-0.15914934031855213+0.35414952230357394j),(0.8850535440269305+0.27874650456757255j),(-0.1612404288272502+0.21804266986173224j)
64,(-0.5677325233092371+0j),(0.07484261787314836-0.3518919677932903j),(0.610413836251991-0.4360275710505461j),(-0.011856804609040754+0.2349894683456346j)
65,(-0.5343197559188777+0j),(0.07676522987213892-0.1659472898485534j),(-0.047463450629796455+0.41629383189059893j),(0.7726053812292039+0.4245186349592415j)
66,(0.5248790037363392+0j),(0.4072446273177079-0.10225732379747968j),(0.07907992933400632-0.44457977626452727j),(-0.36092551170348663-0.049943689433717645j)
67,(0.06502683884536004+0j),(0.1920598120420278+0.03572605502205939j),(-0.17903605935216027+0.936125455800303j),(0.07985721822490063-0.03575102877709083j)
68,(0.7742051906541939+0j),(-0.07187051202346136+0.31182648930700196j),(0.6584974089538723-0.08983583301160036j),(0.03098862258518234+0.5954680663402502j)
69,(0.3732426115866237+0j),(-0.08015315473238288+0.009272149868660401j),(-0.023580486366379882-0.8627100313113556j),(0.4441325797556779+0.006028587490426937j)
70,(0.3868208016881678+0j),(0.10675409531220449+0.3125941879174966j),(-0.8653831248242547-0.2966996563375594j),(-0.2666423436397557-0.00945107123495137j)
71,(0.5574747279469876+0j),(0.06417575387870139+0.5035672458640326j),(-0.30954642068942234-0.5183790796580413j),(-0.25779684210562165-0.29877800132273935j)
72,(0.37685230308246426+0j),(-0.4182600887782085+0.3376530818740443j),(0.710584260431657-0.2050426240612027j),(0.2594323943078909+0.24549423882503751j)
73,(0.026195308560107655+0j),(-0.21429717751662627+0.37538833822797424j),(0.69108780117574+0.4286179318367443j),(-0.12887608652302157+0.24888514747745852j)
74,(-0.7749587017701322+0j),(0.14047870686117145-0.11418357420795025j),(0.8324750192315546+0.00907551824115932j),(-0.26104352691717275+0.0035095002372556305j)
75,(0.2814030072782968+0j),(0.10677575028422032-0.1604591698740393j),(-0.6121550798538947-0.5214666859600203j),(0.2899709841936188-0.03780455754292966j)
76,(0.29639704578211373+0j),(0.5614483295119637+0.5008512647222985j),(-0.4410159094900892+0.36900105234410047j),(-0.2504590716755403+0.49988090579916666j)
77,(0.5339787129629371+0j),(-0.0025987343982284+0.3827602458830708j),(0.23962785907684608+0.911550858924632j),(-0.18197029514000387+0.0558821319568909j)
78,(-0.20854903530955815+0j),(0.29362410940382067+0.17987373288464062j),(-0.27964453292224295-0.09551219184662896j),(-0.32955119895385715+0.6944227846372304j)
79,(-0.45827323059948577+0j),(0.036217806869335414-0.2669446023430073j),(-0.2497175757478802+0.8448158579968974j),(-0.2569749969790174+0.20140874771811573j)
80,(-0.11326217951496187+0j),(-0.24498261940970967-0.44921598305367677j),(-0.7901162587762354+0.48254075848746897j),(-0.22041348622932946+0.23336855636731937j)
81,(-0.300657525042758+0j),(0.16308040711187854+0.01590528195628549j),(0.07004557383617738+0.33834118637528904j),(0.7747385064148553-0.3457716109829995j)
82,(-0.007827444396817262+0j),(0.007846211127409334+0.01892534999879991j),(0.2593636810211363+0.9446054206376512j),(0.09579438060065115+0.11830408892159254j)
83,(-0.21914318239237962+0j),(-0.3090578530268121+0.3901572396382317j),(-0.49876319951870374+0.4046247749918829j),(-0.028838940328970664+0.21331774224894173j)
84,(-0.2120929017592114+0j),(0.046094048799277504-0.16174046384896096j),(-0.6545286810231209+0.2575618133635404j),(-0.23733949023088902-0.17578375025394988j)
85,(0.5405131542194527+0j),(0.08006750967968287-0.19040420450118964j),(0.21161025520794607+0.18995679731175102j),(-0.02373131551659586-0.5915340558132667j)
86,(0.13749492124093063+0j),(0.24396377533979427+0.041196858428193234j),(-0.898197551552585-0.3444832812772669j),(0.041148148418528596-0.21887294746615035j)
87,(-0.2942858443439775+0j),(-0.08968742044878002-0.21156708817108294j),(0.595990431628936-0.03182070199312138j),(-0.47853059251722435+0.17764817276008654j)
88,(-0.29628259957994363+0j),(0.17619332436932783+0.4166647038136128j),(0.6148266321715423+0.029671919265338846j),(-0.4429182080829228-0.04560998054738873j)
89,(-0.10768824294575119+0j),(-0.05470287069674759+0.165125131071056j),(0.6809425233423745+0.11451072367125371j),(-0.50313667387705+0.1575474853964912j)
90,(-0.7464247254460199+0j),(0.3386534208690446-0.21584598225670656j),(1.1290506495011006+0.15257101047831823j),(-0.22978691304403892-0.2924362998996985j)
91,(-0.4251040670237672+0j),(-0.23246017238832453-0.00846092794319489j),(-0.8577404694505579+0.20645717396374358j),(0.37879504947775855+0.011669142439518262j)
92,(0.04455195538429424+0j),(-0.6256526220535317+0.19582683025358988j),(-0.6116925079225036+0.2960045416201992j),(0.18132374534449844-0.3918824884038237j)
93,(-0.1789534686500227+0j),(-0.3356597508202474-0.05420318857214165j),(-0.638593758940319+0.6142207051702929j),(-0.14835147692984896-0.39262338703672894j)
94,(-0.5315510458017147+0j),(-0.18245402233830296+0.014131688811352561j),(0.758401683189101+0.36289460280008007j),(-0.23804367181441854+0.4179495372029177j)
95,(-0.6231818496543329+0j),(-0.8191346128035801-0.3427995649955088j),(0.4375806233360126+0.11977500405404573j),(0.37307777646182194-0.07372252137305188j)
96,(-0.19768254324332274+0j),(-0.17566864879453267+0.25882234669306814j),(0.35260660687243944-0.18510632851962966j),(-0.2838033541937233+0.3941952431514416j)
97,(0.010837327617912451+0j),(-0.14934467174682214+0.06254875463258872j),(0.7484820327405464-0.13400090366011638j),(0.3818880755183222+0.2903038551344457j)
98,(-0.793619986952059+0j),(0.7350404125251153-0.43706120063801596j),(0.28156907684824484-0.29498076210968033j),(0.14820144033183816+0.086814994660928j)
99,(0.7907231617857692+0j),(0.11908862503421244+0.014638751907584291j),(-0.08927101311017821+0.47835152891883354j),(0.7978684819085402-0.2669805429475497j)
100,(-0.3841982277463564+0j),(0.11964782406215342-0.01941089594178786j),(0.7251271431232436-0.2697921485595725j),(0.30618262147544734-0.10469758961505234j)
101,(-0.07429538178252815+0j),(0.22090762422183238+0.3460948962775102j),(-0.5368582680636953+0.5763294017677639j),(0.07046235179357813+0.19632656569942036j)
102,(-0.35552792265119987+0j),(-0.14202292807929243-0.7575133580895808j),(-0.3028935613748537-0.8178718900647042j),(0.21663595819027676+0.39970655039751496j)
103,(-0.46143438993440367+0j),(-0.4866183433427685-0.4560079342842449j),(-0.3463571153927375+0.6724432098397446j),(-0.36208850121074465+0.24548402676184536j)
104,(0.031612130500517366+0j),(-0.015407729311699689+0.4476229676870909j),(0.5737315507467373-0.22674416340496872j),(0.42401526119510907+0.34865956875007936j)
105,(-0.3493487666262447+0j),(0.2747911803328176+0.14500390781546474j),(0.30716910621407517+0.625198393776179j),(0.21842850969086713-0.29241569523056404j)
106,(0.2528861335836443+0j),(0.04742445034651291+0.06718629739264712j),(0.9598222231193232+0.07186988046161946j),(0.26846886281563487+0.17987382906313087j)
107,(0.027537262359903614+0j),(0.06500825310944155+0.0660186854201496j),(-0.028476016476083752-0.7349925702876687j),(-0.10774740905399716-0.26178567895005406j)
108,(0.16915927095409333+0j),(-0.14266672115650858-0.4709490778968217j),(0.911063719333355-0.2715723302879038j),(-0.19552485477994236-0.034400104357710806j)
109,(-0.18280218793291642+0j),(0.2704141157376784+0.45884306778224043j),(0.7369168774124083+0.6335816242123906j),(-0.1553995727088504-0.10804473334115862j)
110,(0.035710469447460313+0j),(-0.407416257238308+0.3580390255570325j),(0.17556952127100803+0.1739763066299009j),(0.24111022692822598+0.39275086340295823j)
111,(-0.270072163464004+0j),(-0.12388452466072983-0.35486746428125576j),(-0.3623750684375663-0.7824472022715151j),(0.08124878312890829+0.3758453274873655j)
112,(-0.3237777809144391+0j),(-0.09594331964597118-0.9280623431762994j),(-0.18781246942341978-0.03611719123216817j),(-0.27651354044248116-0.06635336829449406j)
113,(-0.41978724416640145+0j),(0.3470503003246727+0.21930280577282069j),(0.6087043983727554-0.11641319389960775j),(-0.21638149479053523+0.38747282004786965j)
114,(-0.5226582544339252+0j),(0.30213102614785503-0.24540013499730604j),(0.6324469747866396-0.0941040079259754j),(-0.40453982420780704-0.4087201800230391j)
115,(-0.1460200598084767+0j),(-0.10523993595237074-0.5966402224829286j),(-0.3418805275172218+0.32736323664871375j),(0.17126401044568362+0.008895410371603484j)
116,(0.5736717507610768+0j),(0.21229689984096983+0.017617178782644155j),(0.7480988575385752-0.24921579776800135j),(-0.1002336910402952+0.014440775519729523j)
117,(-0.2538609227943892+0j),(0.23724764109564836-0.04928227686190013j),(0.21418798059690491-0.06138157834936515j),(0.20024103672749743+0.6524025892505338j)
118,(-0.058091878185674406+0j),(0.031142395565898914+0.7055538733759957j),(0.5751685330062766+0.25492086116034945j),(0.0016579046698941067+0.14351662430330794j)
119,(-0.24238311574295762+0j),(-0.04567231069820521+0.10839426431540415j),(-0.16230282566448506-0.9025574362096904j),(0.0012621969199225203+0.13156401440390453j)
120,(0.3861321414650303+0j),(-0.14639755543468766+0.24540341923470738j),(-0.4332576589747362-0.7122483467492344j),(-0.3408332707273816+0.041641033616619944j)
121,(0.4071702252939519+0j),(-0.09549760700588814-0.29463378488228104j),(-0.6556806213505695+0.7292254638383379j),(-0.14526862475159055-0.18373828856966612j)
122,(0.021267566520222533+0j),(-0.38292970669687415-0.44511702397310265j),(-0.18920168420953995-0.6725889525194941j),(0.0160573639714785-0.01855597105303808j)
123,(0.22810919177139427+0j),(-0.5306029729237409-0.2772302028139506j),(-0.4676729028124518-0.23479632215717716j),(0.19785241902474804+0.26369193118603457j)
124,(-0.3558343488465374+0j),(-0.2894950251929988-0.12338200371621262j),(0.8292632165340401-0.016173139506507766j),(0.16761033594716357-0.01316089147101164j)
125,(0.7651357266682998+0j),(-0.1555472333959681-0.2557812533498635j),(0.04454750839287869-0.5623320174472886j),(0.004464711345995808-0.005013277260992488j)
126,(0.8252487148021834+0j),(-0.1130476973835637-0.07491632360811074j),(0.48491647320896636-0.8260861268172885j),(-0.02533727125625157+0.035028399545226324j)
127,(-0.6843880817510175+0j),(-0.09419738381530698-0.17560098290980278j),(0.5866807437627847+0.37768122851456487j),(0.3163609841659458-0.3130279460567741j)
128,(-0.46465427984783714+0j),(0.08178230848042897-0.5107456866396416j),(-0.7379884554721009-0.010131644823530572j),(-0.05700965616197187-0.30048818542066524j)
129,(-0.6513616302822903+0j),(0.4373408054170289-0.2128175792331694j),(0.0005470288686912884+0.8116527747775593j),(-0.02364485976928831+0.052426350114930076j)
130,(0.23005068321034872+0j),(0.13531265423194022-0.05302947727437031j),(0.270801729928669+0.937524361945721j),(0.19876092693350675-0.042676210124468525j)
131,(-0.05796088331480043+0j),(-0.16293294165480518+0.0805798292820788j),(-0.33349336347859293+0.15319735081233912j),(0.43971088307134976+1.090829919914651j)
132,(-0.43439956321329914+0j),(0.19168161753776805-0.10407042073581732j),(-0.9863069870731215+0.4125889597619329j),(-0.07425255363128598+0.06502272996846287j)
133,(0.44994651396720353+0j),(0.2683325999623367+0.37975381243135187j),(-0.8808613452969706-0.29344933587169075j),(-0.3080941388863162+0.07060323583828082j)
134,(0.03511496289114702+0j),(0.10237454285427018-0.03796198515940816j),(-0.7453302406660295+0.30482167642531294j),(-0.11706606599054287+0.13912252470488712j)
135,(-0.16866827185623268+0j),(0.2724074304068331-0.06960798246437493j),(-0.02135822758076067+1.0561265760351954j),(0.30298932504067233+0.15060196653971375j)
136,(0.7659671556178562+0j),(-0.30294145867805755+0.17251479781272713j),(0.05275789357477598-0.39404041362755415j),(-0.020466098291455903+0.5013313751126758j)
137,(-0.18571445961265393+0j),(0.17272362238507183+0.05910250612202947j),(0.05498140924611275-0.5399259800951525j),(0.6784315586375098-0.3149219781047552j)
138,(0.33504947465077173+0j),(0.310467298959051+0.35009622103623983j),(-0.6819151402465293-0.25935842285241495j),(-0.005286667625891195-0.07638241664524098j)
139,(0.32395700902202806+0j),(-0.2213838956189522+0.4773057301969831j),(0.4353482952488781+0.16510145140591526j),(-0.31322444203838035+0.4324744514131033j)
140,(-0.4272952441339847+0j),(0.05924561134706578+0.3872249576175796j),(1.0337852356162391+0.39435432403819526j),(-0.03993172562464603-0.006686457060341322j)
141,(0.2608180768276708+0j),(-0.5053595640572225+0.08932357890765613j),(0.14397945822205788-0.8684836031794463j),(-0.2868296103972351-0.09936039199319617j)
142,(-0.5593949514874972+0j),(-0.028684647810901076+0.6512286626862108j),(0.2851237261770654-0.42046635637355323j),(-0.3680075184207606-0.5937974417675417j)
143,(-0.0011367776752657655+0j),(0.31247038501458957-0.21293746529940905j),(-0.6263399059612399-0.4909842936384681j),(0.05886848621729927+0.127866176275727j)
144,(-0.33715793304182734+0j),(0.19094529072495237-0.22920071173581094j),(-0.49570250640648517+0.7136506092378123j),(-0.09988338266806263-0.12665685470988736j)
145,(0.08109181729172943+0j),(-0.26011667220887513-0.04155857562896115j),(0.224227238929625-0.055535272879972286j),(-0.0470396619609054-0.22168961631112402j)
146,(-0.4813390395080798+0j),(-0.0154497885518938-0.055776051618250874j),(-0.22882576545570543-0.4356267290765369j),(0.7719759714536454+0.23367546803823636j)
147,(-0.5394289651677731+0j),(0.28116241496194144+0.36840132619826516j),(-0.48702465828532115+0.4581739239209177j),(0.16807159445176623+0.21877787334434667j)
148,(-0.5717125325489905+0j),(0.0979828288504493-0.5687283159137769j),(0.3910942399253274-0.09449422903277954j),(0.0023898997359869736+0.3632651930926212j)
149,(-0.7146714275866753+0j),(0.25070799265315397-0.2592184424048314j),(0.3023208178275408+0.5981260066923245j),(0.1482411315295915+0.20096507106987194j)
150,(0.5182727346820131+0j),(0.15142063579866566+0.3906871929389744j),(0.0871604309197571-0.6088412588810188j),(0.21770270461329277-0.3606166439661966j)
151,(0.5038988658736541+0j),(-0.11580897904448959-0.4732614703991591j),(0.19686720087365733-0.016982697643946165j),(0.3110951700134521+0.0868982771782987j)
152,(0.15427392927072875+0j),(-0.04158377717893327+0.21916672373620336j),(-0.03049814718077255+0.9006495180025649j),(0.22078554380367646-0.14019140258168522j)
153,(-0.39606066010204427+0j),(-0.10479459010408021-0.07241067742687107j),(0.49222640422738856+0.49656175837114214j),(-0.024466351841134062+0.28780148011656237j)
154,(-0.5052603322583431+0j),(-0.1494656024457879-0.18101888381611803j),(0.6959791990601917+0.4794720219258357j),(-0.054764519879303655+0.01219617082386904j)
155,(0.020124081575674357+0j),(-0.33872765153048695+0.14651637083958474j),(-0.5175562290288682+0.44384590891392867j),(-0.058489862542562054-0.30510010583725194j)
156,(-0.2580651794998645+0j),(-0.28819369878539397+0.3511023949731906j),(-0.6312158512137972+0.4453219355465276j),(0.42421124403866617-0.3279249032371349j)
157,(-0.0937843386088284+0j),(0.08479368337045365+0.11651543718895378j),(0.8869950922041898+0.2969487097458797j),(-0.10287529402055073+0.1609132953324445j)
158,(-0.37582696192225434+0j),(-0.2125612618752412-0.15097972362307274j),(-0.8038113553484612-0.2937681681717365j),(0.0443072112895222+0.00357148429296969j)
159,(0.09974898976456813+0j),(0.25072705548924745+0.03866109367297408j),(-0.5357089325776757-0.5217176869865913j),(-0.053033669190147875-0.33094844001496304j)
160,(0.2990863371543198+0j),(-0.9863491886816148+0.5657546151075714j),(0.3138160398952106-0.04007860420428008j),(-0.058050063420522574-0.10239779332206865j)
161,(-0.2839852505089227+0j),(0.46933033941705254+0.08862188561939488j),(-0.643649935294332-0.1126210200944762j),(-0.03572466335154588+0.3697337798255771j)
162,(-0.10440006383497058+0j),(0.30608847832171177-0.746281021852553j),(0.27795014147259295+0.10576739338287633j),(-0.05069232783047661+0.04648938994231694j)
163,(-0.6790067067617708+0j),(-0.356184848398761-0.2647167630985756j),(0.1609688186124692-0.7607672756800774j),(-0.33067417483742856-0.10959599511279712j)
164,(0.009095890526621297+0j),(0.08556822003770688+0.14870273657239524j),(-0.18344464598849908-0.6482603107069875j),(-0.14455165671299441-0.4449079206292489j)
165,(-0.359537295409727+0j),(-0.15446808363865322-0.21324981720715114j),(0.6019952408987982+0.6134437259831437j),(0.18018386713678602+0.11993505229960448j)
166,(0.029481651023029215+0j),(-0.6913362558524002+0.3084087791020767j),(-0.320490091772816-0.2312690276911154j),(-0.05113436032370658+0.25133757966234227j)
167,(0.388763432871193+0j),(-0.07390654995369916-0.07326252102917316j),(0.15243357941916807+1.0510861270449423j),(-0.11365713559738747-0.0785931903465036j)
168,(0.2291108183969825+0j),(0.3814596407780737+0.40529410256309967j),(-0.5552355357147487-0.06330312753552664j),(-0.153509799189514+0.3549065444293058j)
169,(0.042977947927723165+0j),(0.3072347152458598-0.07479416944271668j),(-0.578073520533819+0.47559296998216294j),(0.1931145477897572+0.09035128274656096j)
170,(0.37211715083958635+0j),(0.5204612037578578+0.17146786736361022j),(-0.4596068947912716+0.1350910442666447j),(0.37283365935544993-0.5379593425529917j)
171,(0.12481801443870107+0j),(0.2606122188754643+0.3793686058620979j),(-0.9952000016461193+0.11391758890072397j),(0.07031449145809025+0.012971961931167376j)
172,(-0.7969608926995171+0j),(0.36412774300457595+0.010917653219428586j),(-0.05278264602786142-0.7284761471240488j),(0.04391431482911157+0.21697071699121434j)
173,(0.5738987852113118+0j),(0.1395652997251477-0.0252595770836386j),(-0.18311781018535286+0.8193672034131027j),(0.14042742920724863+0.10802869114854603j)
174,(0.12797140033000243+0j),(-0.100176758282472-0.05842235428446557j),(0.18309090783971904-1.0258274278810204j),(0.006770649778697277-0.1452952082613389j)
175,(0.395276653442557+0j),(0.11508442663766089+0.697541688801837j),(-0.16284218676703144+0.2873207185222154j),(0.09960388833095668-0.12426164588312799j)
176,(0.593465137418757+0j),(-0.3365974938502464+0.20100815755284973j),(-0.5268642286751304+0.07751421808912647j),(0.3698595029323002+0.15141254746536925j)
177,(-0.5622384922690404+0j),(-0.407785492461448+0.16294327849152856j),(-0.08687833677197468-0.09662733285533964j),(0.11927540328229269+0.2068021441388398j)
178,(0.10140221092401136+0j),(-0.2351749888297518+0.1601388678606061j),(-0.567432943078525+0.47599072411446164j),(-0.13916646995632515-0.04633033074151554j)
