,amplitude,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4
21,(0.01922871720378161+0j),(0.013593810884380601-0.025187255381995795j),(0.014088374026935076-0.10572075920265168j),(0.1569107676098121+0.3088095486654093j),(-0.08729828673595558+0.4471258852990588j),(0.2010500918727241-0.144323273895249j),(-0.25696581997163215+0.6374199021459681j),(0.24581570859240934+0.08303031601241787j),(-0.10567544144758644-0.020787991365259932j),(0.010220129679865568-0.3100580315318848j)
22,(-0.5766798523048496+0j),(-0.08563319471954894+0.13736629761300623j),(-0.12117323495073117-0.06133995453943336j),(-0.25435369909060906+0.3038215256810097j),(0.030933560880467753-0.4841864315766323j),(-0.29306793466084136-0.20692551391461314j),(-0.2063505418804891+0.667067288448789j),(-0.2666142987117883+0.2086576667480185j),(-0.12127074734508543-0.11200798950323726j),(-0.06087147580552818+0.0237523389897695j)
23,(0.647123667409218+0j),(-0.15849720219940472+0.02204368938820425j),(-0.18813434795185308+0.11034542055441729j),(0.33544409613595505-0.14526454790036628j),(0.4757031910166122+0.004225366598079788j),(-0.19304023221858546-0.18569792011273076j),(-0.18935398484522684+0.09627213387978018j),(-0.00421088470205376-0.03356543069458992j),(-0.03537288255991227+0.3470721903951153j),(-0.20443263041484294+0.02622983729733948j)
24,(0.36434912126359525+0j),(-0.12311794956813162-0.07451257164142261j),(-0.15770984313781147-0.015296720780239935j),(0.237050585644706-0.15896791511974012j),(0.09835144807462572+0.0777983337512406j),(-0.014033374466580734+0.3429908858385569j),(-0.1822694000219724+0.30245307762715057j),(0.46004955183634355-0.21013928053033573j),(-0.09971735413412569-0.04543307983261809j),(-0.09481109177164605-0.08384707198818858j)
25,(0.009344795510568493+0j),(0.0188253019348164-0.03282962836224435j),(0.1232031987773666+0.04183128559197393j),(-0.05686691692292307-0.25956760209585483j),(-0.12646068314909376-0.17034037366025473j),(0.49918115462816204+0.2071175559308279j),(-0.07485145920824701+0.2875530908187065j),(0.14134925658266392+0.07730144237347832j),(0.13240464594595586-0.1318651249584843j),(0.0457765980671902-0.08158152611521498j)
26,(0.46318854402033693+0j),(-0.002978618356692192-0.078348099872145j),(-0.037231195468045444+0.07650232869706958j),(-0.08746541133180874+0.11111247645307876j),(0.38672405941706006+0.22886274109288826j),(-0.1994778367655135+0.25165455790447555j),(0.2832569689589352-0.3840904766521828j),(-0.2327230070362204-0.33459388560704456j),(-0.08076819381843488-0.0450122185840858j),(0.0098602808486625-0.3035544240311611j)
27,(0.3349579984280424+0j),(0.05994010603491436-0.0484090940314965j),(-0.075524041131885-0.07478966682560037j),(-0.3330677326753849+0.04746665682978572j),(-0.15945865823236513+0.11877818913928012j),(0.5129973887924291-0.12123268078056229j),(0.2124144684154899+0.08447285450439149j),(-0.18581119192194-0.0429268645887364j),(0.07809179738776467+0.12392001649627207j),(-0.11681666720700445-0.13461436457123463j)
28,(0.08387963762989564+0j),(0.03292522822593161-0.015033957600394453j),(-0.0390476885417397-0.08246327055933167j),(-0.3043549708327785+0.3119027246816461j),(0.1051026028436577-0.07013473196309526j),(0.4049640319501201-0.31216534942551594j),(0.06173618822007404+0.6387998430428052j),(0.05112458935760622+0.30523131494080497j),(0.017621957442167185-0.08226045299521098j),(0.02243164581206794-0.017709011943843223j)
29,(0.08387963762989564+0j),(0.02403705858641953+0.07279136343589238j),(0.010278244730527693-0.06003422089959831j),(-0.09189789843704291+0.10111209069578998j),(-0.19561399616999886-0.08068063392549321j),(0.8476627408967745-0.5963086555445956j),(0.08001112543007662-0.0020926262123159983j),(0.02276945237345156-0.14634333180322115j),(-0.019043440105964874-0.1641144531864168j),(0.042847247704100005+0.055251483736828054j)
30,(0.11117761058915189+0j),(0.00978707309818105-0.0664438377096597j),(-0.1950450039122001-0.033561652984915424j),(-0.19546826443308551-0.14650303807502693j),(0.048895492686857+0.3682924984051187j),(0.15225608781021882-0.5340795365868807j),(0.12684155182137025-0.35000111758218866j),(0.22507639656601178+0.14811624288997294j),(0.13786446907143596+0.0876527017920948j),(-0.07549991892001597-0.020548923642848226j)
31,(-0.45448420271054585+0j),(0.011576941885593148+0.029849364611608906j),(-0.1248704042433736+0.22429895655795867j),(-0.03483872153475577+0.27773969062066123j),(0.36141220159829235+0.3606683771042303j),(-0.41039260401136135-0.3866679089175329j),(0.31454379964208035-0.22121725193893294j),(0.01902013555311552+0.0039407144560526935j),(0.0034394706065745614+0.05091580569224413j),(0.034904644356808595-0.22650473329909943j)
32,(0.08669509360893624+0j),(0.11711129044312417+0.005805320156480562j),(0.14532703939067343+0.09458712604575936j),(0.07488127259950694+0.14650969996280092j),(0.4031396071600863-0.06884771440353993j),(-0.17471128037352004-0.27437046349539174j),(0.687043337670016+0.10406925675759574j),(0.40164796562786786+0.04752822176992501j),(-0.1818668728333836+0.08095141732916795j),(0.1584732254852768-0.19386031263624817j)
33,(-0.49301849279535376+0j),(-0.06044718893858207+0.043287200535530396j),(-0.024028588301533357+0.3052051834199264j),(-0.22739725709081604-0.15388759104455318j),(0.15399252296669036+0.03262869681561867j),(0.2830510967313609+0.18546184971300203j),(0.34742327137579154+0.07354199357906087j),(0.028126323379531713-0.2578991149102632j),(-0.09668215013116724+0.1450567051481284j),(0.1221560806824922-0.02347139505139674j)
34,(0.08964188638646886+0j),(0.03251879225787754-0.08803361800782564j),(0.09498113195451069+0.23801575407842834j),(-0.15795068637644108+0.13629050327642575j),(0.06155046657287756-0.13335381107602995j),(0.2979650203640889+0.21814052003318912j),(0.11340833818690293-0.0735396476098894j),(-0.22198653325957726-0.4519677121841107j),(-0.26629970919995727+0.1885398824246271j),(0.07253204514275216-0.17644009547489908j)
35,(-0.39433808376414425+0j),(-0.08142821081333598+0.02752172819158905j),(0.21695847867498214+0.22761978653700649j),(-0.2440883152885093+0.18622354090133864j),(0.09773878449055697+0.19950132292513123j),(0.6075541032318497-0.11206109232766118j),(0.006879567506964349-0.07498152712896203j),(0.08590869164056275+0.1538035552371153j),(-0.024041204377649464+0.18519057198973j),(-0.24501235199946506-0.031222222408655152j)
36,(0.11809333162127467+0j),(0.08168349530731688+0.027114685621085953j),(0.0699874244246725+0.15291336826834045j),(-0.015181981395717803+0.23899092520346926j),(0.15360956315930505-0.21612667876098512j),(0.2489118159246126-0.3084109713443148j),(-0.18442586518264523+0.5804032475822933j),(0.15780142473018444+0.1233935132406701j),(-0.180310328992184+0.20954956102371092j),(0.16411771206845566+0.042634678936982j)
37,(-0.055828034569538346+0j),(-0.07512197596271296+0.2203185062748213j),(0.08153509542283575+0.06387325109526748j),(0.007103077031310467+0.011115239828708962j),(0.3563519245947632-0.6751992928703326j),(0.12102925142317401-0.12082098854145766j),(0.09850604648582974+0.3722260737107189j),(0.38229915260720776+0.06850670706919049j),(0.023324562801707156-0.0026974572974808883j),(0.06299789244361081-0.08512587213337706j)
38,(0.9091823536639341+0j),(0.1268759435312069-0.13346190022221652j),(0.08089828415644956+0.32026790542262207j),(-0.3729893722810326+0.08308255306481402j),(0.20287072846170837+0.431058298814744j),(0.19867652582291276-0.2573250149306717j),(0.1870834018297654-0.38298452684160633j),(0.21053288216203359-0.06433360709647046j),(0.14692628194706064+0.10184016404127241j),(-0.022707782139430192-0.09669822627671348j)
39,(-0.03749511461974919+0j),(0.10548243567163587+0.010060910444254962j),(0.10494873803205977+0.11134030231815675j),(-0.16585984024886227+0.005451088278732356j),(0.008126666657302528+0.15503841946512845j),(0.5482302804313255-0.5142938044107394j),(0.16088574790346333-0.48838744066666845j),(0.17270603059093992-0.024638830107234486j),(-0.3106224015987509+0.051092032077190555j),(0.0020695645377261634-0.10260939662810958j)
40,(-0.24632468970705645+0j),(-0.02966992855170921-0.04408967723490338j),(0.0951388472471104+0.15892467960934462j),(-0.22757987810417632+0.2071518457333906j),(-0.042816075901473745-0.06295048194368495j),(0.7528015883919075-0.11428997019556468j),(-0.28506293479300937+0.20585301477566673j),(0.08718999912094619+0.25062743457705156j),(-0.043919498834884434-0.1189057287396503j),(-0.027880011145963772-0.1375839785467266j)
41,(-0.09213230828666974+0j),(-0.052421125481058616-0.15750203895676568j),(0.0236882743573806-0.08406009353462386j),(-0.3281344392960805+0.07503654677737287j),(0.00509113720170833+0.18297701300655259j),(-0.17309041981872691-0.48361203924146223j),(0.0580089021069749-0.3877074347721607j),(0.048284620196910544+0.21205668551953327j),(-0.07348851103009775-0.05445584393532866j),(0.017609740205376118-0.24771865191846226j)
42,(-0.33614593040862667+0j),(0.2326547567399416+0.0659168864063032j),(0.05100760757812751-0.04765630699501947j),(-0.24030812200710155+0.14646703362837718j),(0.23760143493930214+0.3588637328095762j),(-0.012571592065964622-0.08598743908606332j),(0.3904984622088739-0.05779365570168963j),(0.1520396229884549-0.1924043156677143j),(0.025234677268337224-0.02368775287528538j),(-0.036901122613197994+0.1500814164412586j)
43,(0.20069483605834942+0j),(-0.06504246054649573-0.10891232393979117j),(0.1588904220645094+0.31649362614278803j),(-0.02274707874016209-0.4203555240717673j),(0.01200353607338209-0.07910967171755615j),(0.62493710580722-0.09661030216567693j),(0.40291749450306075+0.0930264359486618j),(-0.27604929063052425-0.15761641437881643j),(0.11171806155856459-0.12474208334052661j),(0.20346925235509225+0.12445993852929868j)
44,(-0.44379593833950626+0j),(0.07768951601842804-0.22128953605445542j),(-0.11486057618549134-0.22803592178745924j),(-0.09600887129548766+0.2641603255165157j),(0.10689577779632453+0.02331355503317569j),(0.1993442339545904-0.04725799208295728j),(0.42644901802964585-0.4044624826661354j),(0.41121933095213997+0.06018748675743107j),(0.20335185892976335-0.04295492025575395j),(-0.05345427827131781+0.11158657544126385j)
45,(0.7770547389939554+0j),(-0.056623466750705544+0.0204594626800529j),(-0.023620153486590356+0.14877931510222542j),(-0.0643873757707818-0.0006521646289555077j),(-0.22150557815048152+0.21574640152437835j),(0.05705795587526255+0.12485928271536625j),(0.26064036896861914-0.5001087897009211j),(-0.3693157037760224+0.1713535841174268j),(0.052898994411941576-0.11350399230423977j),(0.09855924019434531+0.029960108504311876j)
46,(0.016604845372867327+0j),(-0.11349380845650775+0.0345242081762842j),(-0.07395405128439614+0.045277028837265254j),(-0.29206209843247466+0.4317757576589476j),(0.15619262433135192+0.1803115395624028j),(0.2757588051981557+0.01049262201545282j),(0.21811650014705447-0.6231851820443336j),(0.11266670717342006+0.048147660744576354j),(0.1750608114646042+0.07187340117391272j),(-0.10071252091297385+0.03912108756039333j)
47,(0.33633005596135446+0j),(-0.01437466021729997-0.11881864692424524j),(-0.2352704586611999-0.020078015010358424j),(0.041260094211278936-0.006539129379700494j),(0.3744133915875483-0.7114645382361645j),(0.5749537053782631+0.25098659884136243j),(-0.00953371422467196-0.20704743334295553j),(-0.015570969949010733-0.1464729639188193j),(-0.06606511570258405+0.06581581161539085j),(-0.1318075960257578+0.17592204576207995j)
48,(0.5081956075273478+0j),(-0.08377055308728656+0.1489643053004799j),(-0.22328610917311792+0.2735654691745009j),(-0.039969953209801-0.10938306644810908j),(-0.032973634485383006-0.3604512999281336j),(0.7362219555773193-0.07729340943304563j),(0.2632021493830295-0.2920167260468904j),(-0.16348348029165213+0.028177127317910833j),(0.09064860324571847-0.18614358899189148j),(0.08099678092942594-0.020970055370718797j)
49,(0.13087148416671435+0j),(-0.17372615306641118+0.02378186778744682j),(0.09958779896654765-0.1626517092562116j),(-0.020321464095689246-0.11643060371274601j),(-0.33680706465891297-0.3629495073401334j),(-0.4011879773191508-0.5506695672184811j),(0.018300809681211012+0.07428980078617153j),(0.2555743121555515-0.2508128432066846j),(0.06576649106732084+0.20538809522616308j),(-0.17384888783649133-0.0740930272556826j)
50,(-0.3685623464160886+0j),(-0.11042533063366762-0.10922882042094635j),(0.09950170185379006-0.028107450830066924j),(0.20858115776187855+0.09163878688195912j),(-0.09770439572225834-0.35856340739099646j),(0.299131749067167+0.10996796080811129j),(0.17155123837060254+0.5031084387854211j),(0.2852451085869135+0.27109879993511776j),(0.03244133183395252-0.13836627811181046j),(0.2297511136979757-0.01968727023133906j)
51,(0.31099454215725486+0j),(-0.04562162829439495+0.000648852782895816j),(0.16853621476099237-0.0019121853503275086j),(0.03910594397324752+0.14041672292658844j),(0.02199548090243143-0.16701091245366195j),(0.1369069628050082-0.067510394592449j),(0.3099606121593898+0.3484941719629273j),(0.5262882893547257+0.28336766716275835j),(-0.16208200182474158+0.11485479243341101j),(-0.11641823673521509-0.1062936269309798j)
52,(0.3129847437034199+0j),(-0.17185715527223613-0.08776374434116302j),(0.07399201290287438-0.24467162750246757j),(-0.01704920550828134-0.39996902603873863j),(0.0380671248350089+0.2344049478052851j),(0.6584474195072132-0.3885224970054255j),(0.2779941523560398+0.17175860301383655j),(-0.17253480789494668+0.019540903643396258j),(-0.30030870121357034-0.02836574336925661j),(0.1678204331099976+0.0246920557768594j)
53,(0.9302142224336198+0j),(-0.01626889854606902+0.036221159840194445j),(-0.06064253497830041+0.1137740783853653j),(0.1675710365130566-0.09939928984819478j),(0.14644067427909524+0.32191970411008264j),(-0.10493872902377982-0.21264339554978162j),(0.17322896769801283+0.14955046454122048j),(-0.033233055282366634-0.30931601008304005j),(-0.024092202850923165+0.17065462187154828j),(-0.11549989321921449-0.023512413329477067j)
54,(0.33951103709838826+0j),(0.0505683060896888-0.013045136348734884j),(0.2150184081768186-0.10327699059481307j),(0.3159052395365667-0.29284440885686414j),(0.4000458160706242+0.1468214593393272j),(0.03124701895121866-0.4641385630120437j),(0.008174001938083382-0.0995102033637692j),(-0.22064328411361195+0.34719954671743336j),(0.01945881639347008+0.0863962382047586j),(0.03238470348195001-0.13392182359397278j)
55,(-0.4447577191595402+0j),(-0.1727309189694958+0.12612138041081997j),(-0.07108608789478976-0.1323377464630837j),(-0.0026692033378648977+0.04107303237629149j),(0.026305059748025952+0.16508093043017932j),(0.3117641253758786-0.381183224228j),(0.26441361550393866+0.38420597009698193j),(-0.41110638866661187-0.1013763590619546j),(-0.2111497924874492+0.031122668484499426j),(-0.030802091602946335-0.09581618805371567j)
56,(0.22330770657943128+0j),(0.038265020198534797+0.27718358901188717j),(0.18529954947410732+0.09258439968091542j),(-0.030480514727062247-0.08308489707196329j),(-0.27338128126214245+0.3395253265047682j),(0.6665475074609507-0.19162108012590381j),(0.03957607537621476+0.3352384322125501j),(-0.026953511925469027+0.18944842147758006j),(-0.09466265855420071-0.044192015785508264j),(0.05931766889083778+0.07456937516012159j)
57,(-0.24162711860778036+0j),(0.08845725740905436-0.0739054761807577j),(-0.25610938743643435-0.1080976881354905j),(-0.20025341231029023+0.24414186312925384j),(-0.09037592302194807+0.09202525923746899j),(0.5484766016561643-0.24035314298959037j),(-0.17107572777418595+0.27042462338916307j),(0.27526057926475433+0.2078767615681206j),(0.19245789024961749-0.07100724430632586j),(-0.10541227625553+0.01139611592143476j)
58,(-0.6501226988488036+0j),(-0.013709600918687802-0.141411763511239j),(-0.09678226669956701+0.04359165294503699j),(0.0644667280606725+0.24717839768816938j),(-0.2738855138374101+0.3889193852661609j),(0.4540114455030011-0.02761686560737847j),(-0.24359263184264857-0.0489962816039289j),(0.23371069388314492-0.2786471280835321j),(-0.0633084356990193+0.09423004219468079j),(0.01443092512220319-0.07336502050069028j)
59,(0.6491422994221994+0j),(0.07105887337705823+0.07266453763923686j),(0.059943843936490035+0.1715356767266191j),(-0.034199963252299445-0.048333499639121244j),(0.08854612128682164-0.4316600224732516j),(-0.2708649489102395+0.0958433647758628j),(-0.21445936491573156+0.26920377853136424j),(-0.11175973953440692+0.19396690624832774j),(0.10422583506448752+0.20638065202499678j),(-0.11651863710492226+0.12473240292489685j)
60,(-0.33953651065872176+0j),(-0.16669632824716882-0.15750231196083442j),(-0.01421800697807285-0.023206761315207144j),(-0.1295178676027708-0.3600508487593481j),(0.07164299628140772+0.16400350438943104j),(0.2843203376210875+1.017311596289862j),(-0.12978013127580934+0.13953427942590255j),(0.06464416324888582+0.1316912600843456j),(0.026417664018323204+0.11307566098869783j),(-0.04300171958739454+0.14990908465446628j)
61,(0.07730869386964201+0j),(0.18031934011884918+0.1525503114998293j),(-0.191884284600052-0.05506845283208092j),(0.11476436900014579+0.038587923555650355j),(-0.2156665068127329+0.3780001780478116j),(-0.04236788630979069+0.8600119690464186j),(0.1227208146592127-0.3185800934337918j),(0.06079244070817725-0.024528646498007272j),(0.06797840166658808+0.003936835779172351j),(0.034417060984901215+0.030470003896698256j)
62,(-0.01059083255315374+0j),(0.001597335393248452-0.0928513819175959j),(-0.03640748883432186-0.04766341787210263j),(-0.27795580787629115-0.22030289103102788j),(-0.3124969778605685+0.36234821682825363j),(-0.2687841870969395+0.2229028837483662j),(-0.09926066181064219+0.11238618254272048j),(0.06484241044957381-0.3025128991456321j),(0.0734031162703374+0.1666831697464946j),(-0.15160758194821555-0.21690460954261875j)
63,(-0.2519370937595892+0j),(-0.02368129629237853+0.05131982557081771j),(-0.001293823245814077-0.0031972502885041637j),(-0.3042311203117842+0.24067480019152204j),(-0.009965154360439165+0.24017606839076439j),(0.6839418745761782+0.2080931629937743j),(-0.4321618717604398-0.10075223197668788j),(0.028162470638605788+0.19399528577063158j),(-0.05278918876624125+0.007184286694901162j),(0.0414441431573418-0.0998766391874429j)
64,(-0.6480699791917267+0j),(-0.07467025464401762-0.0652730426220835j),(-0.17198037147877387-0.11427278720555051j),(0.02055113486447703+0.01580219538624685j),(0.14522049850234656+0.16202532232326614j),(0.6237834957390419-0.07288945491175382j),(0.16323395191226708+0.36076297144026714j),(-0.13688608331874347-0.0737236586869168j),(-0.21667628153377738-0.03700107587770725j),(0.06547184569065989+0.052089642217199444j)
65,(0.07216106009353748+0j),(0.0786458127058532-0.17941315267761979j),(-0.21702024967920513+0.07816976532513728j),(0.11802106530858596-0.15584526337449808j),(-0.11933292675867851+0.018635722701353694j),(0.8345521012833761+0.21387618192781616j),(0.4520893448573996+0.0041035861538118446j),(-0.13242434542229398-0.061224149240059714j),(0.013462892088210082+0.0002661268896955449j),(-0.09379010499441996+0.004816822103767604j)
66,(0.6873737583778593+0j),(0.07545016694607594+0.22460781903506044j),(-0.04650039369119508-0.0700476873008401j),(0.06448258711453984-0.10342071759924029j),(-0.19780504228998905-0.1899947499557459j),(0.2160042832921767-0.4805406252928942j),(-0.27446789300178903-0.018027825944189224j),(0.22075049432180618-0.09259331928795118j),(0.255708287973981-0.04164959547911084j),(0.03291407609176082+0.02263354275363967j)
67,(-0.3103073044899554+0j),(-0.05043279431998621-0.006489549988219975j),(0.22841456197292292-0.0012021712297489908j),(0.15166458985205733+0.2173090186323618j),(-0.2535445715853631+0.034155221290238874j),(-0.32324136385664787-0.6001180041486656j),(-0.42106804941012266-0.05816142467987319j),(-0.14832400635463094+0.17978529480009917j),(-0.16408066216307537+0.04453661596253632j),(-0.03592106659943292-0.008246281544935676j)
68,(0.7894734640349008+0j),(-0.12713040837378753+0.0029834793166988j),(0.19030067256722782-0.20561286721664673j),(0.23729303130716956+0.20801378517654884j),(0.36993703751765866+0.2678817317476687j),(-0.5905318180518679-0.45373179452410783j),(-0.002400628696417697+0.23431006675965657j),(-0.15420041899557663-0.07280798615128492j),(0.18999752047651894-0.06698122242608254j),(0.10901326261329479+0.2645953130520809j)
