,amplitude,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4
14,(0.22668214890516114+0j),(-0.07094064488510858-0.15920774671362042j),(0.07889740841624465-0.06672461741614694j),(-0.015656425986303502+0.06272935570441318j),(0.48219036683886435+0.0552426850635352j),(0.10864481522959472-0.39761505291246557j),(-0.13165995627904295-0.1776904139398824j),(0.27537834336916595-0.15285546108721393j),(0.058991784065965065+0.03355553307083856j),(-0.2321502479086035+0.17977711627273052j)
15,(0.6039791005705967+0j),(-0.18346536552317783-0.3781570277519202j),(0.25325761542910047+0.015675972631102847j),(-0.08059028203137082-0.07829485649855551j),(0.4366236675135889+0.2781332701022742j),(0.0291139243776126-0.1890904382630576j),(-0.03687907526198647-0.280317806895672j),(0.20196207736568256-0.14239863758547217j),(-0.006355516082422364+0.04592867225190443j),(-0.14402600345636218-0.06732412315299871j)
16,(0.4493735519984714+0j),(-0.02656292096264026-0.22922249115231005j),(0.14659823705006425-0.19408875673545856j),(-0.09349006063530917-0.3013479624211662j),(0.5337149120194832+0.3339193449351142j),(0.12774593505408852-0.42857322456542624j),(-0.0199489195021669-0.2083505593283064j),(0.0771521170773597+0.04640600726655362j),(-0.08578661502265714+0.12088412102056839j),(-0.0679293230317359+0.013421525654477072j)
17,(0.7277775670869242+0j),(-0.02864849410703299-0.24309025870624967j),(0.05427467977410528-0.30397831629381816j),(0.09022987301547172-0.26750695390074575j),(0.6229464532558066+0.20952586406440146j),(0.12455559131676629-0.3890337557854637j),(-0.10038924323332524-0.24267779980798465j),(-0.09086028925507325+0.09140409779584298j),(-0.16708968098101823+0.11409936038620867j),(-0.1356738349213055-0.09280891133865064j)
18,(0.30419780067993585+0j),(-0.07347335887336874-0.11207005119484337j),(0.11595179997024044-0.20404016388608193j),(0.06140657097175249-0.45217642903953775j),(0.4662786399969813+0.23676843607757872j),(0.18615815774458971-0.3066108856035986j),(0.10862832337722167-0.20240585631461372j),(-0.14614663648944773-0.022610504952748585j),(-0.138194877022141-0.10587427346428721j),(0.0709447977088681-0.04596021609893167j)
19,(0.585495564669235+0j),(-0.024080372170430197-0.20206274776833238j),(0.281379603608721-0.22460832530758418j),(-0.014703861470702576-0.3717379880296457j),(0.2600851392192111+0.1408673556384136j),(0.3560179547874471-0.3490622858036375j),(0.17124828532176004+0.05004651167995642j),(-0.21054180451780988+0.15635906101649963j),(0.03422337890213582+0.03608498103960861j),(-0.05268284244428728-0.14391290969080842j)
20,(-0.7004113803818399+0j),(0.10065935796818304+0.2072967534199408j),(-0.012466499136023898-0.27972440012816296j),(0.0018008403226551645-0.04352010939263473j),(0.20085661259417775-0.1283594158982873j),(0.11208093971579935-0.17432968544273164j),(-0.16074113385139482+0.22086783454006534j),(-0.4262234605002867-0.014495149021040795j),(0.08267675985558753+0.18452862871699927j),(0.08954549666726014+0.056060370206831515j)
21,(-0.42930197740098125+0j),(0.01780257320830584+0.04557237143610479j),(0.0736452757407858-0.3307333042693341j),(-0.24498858036936275-0.17593605417972838j),(0.28967964278001107-0.018019458016007222j),(0.07879426137558415-0.07230045368874564j),(-0.2372292560870462+0.23815896978473355j),(-0.49835611502136334-0.13092472049146353j),(0.17875942132081887+0.3171353834467066j),(0.10074321497967978-0.039420538919841944j)
22,(0.36798454770889516+0j),(0.07092624657685989+0.12800466062032315j),(-0.02579618256619273-0.11649282568462013j),(-0.11313622687838862-0.06726363911269184j),(0.5052157989571612+0.09734558773184804j),(-0.10928120078543613-0.07917618508462752j),(-0.38482299939485604+0.07871470272271747j),(-0.14513009919125305-0.33355958760506743j),(-0.08642348593039788+0.17025762435454692j),(0.06732396788585772-0.021832885391036533j)
23,(-0.2903691175273395+0j),(-0.08152480925705506-0.1423696301651495j),(-0.24303543042031853-0.07608685558694164j),(0.08808482441050128+0.08866211934239807j),(0.5021354188340579+0.11198866070657783j),(-0.158373388998666-0.1759471998318862j),(-0.26336659484322456+0.20261731127574995j),(-0.166397008280429-0.40234809177218117j),(-0.18957739219658612+0.19636963168048904j),(0.044656397810152654+0.10265736085430072j)
24,(0.22001061186285326+0j),(0.05924039938483034-0.0244043141485819j),(-0.1151317470346421-0.25702848921674726j),(0.1382533000835418+0.17151901545318785j),(0.6061954287772066+0.07888665453097417j),(-0.1181938945573349-0.1362081202025635j),(-0.386696113177248+0.2360025502310299j),(-0.13835683653127803-0.07672614255422286j),(-0.11974318781906892+0.1119634028281404j),(0.07317517905778625-0.046342736584841386j)
25,(-0.4138916055359909+0j),(0.19840783741642076-0.06234492343976329j),(-0.2477660406371952-0.1607020065078552j),(0.05002040548013137-0.05050185698216715j),(0.4587453955158306+0.2991160447423266j),(-0.0955596915300798-0.04212315745793113j),(-0.3013967378815995+0.1837769818011116j),(-0.010083018877338678+0.018565899073987507j),(-0.04807088363385961+0.33837061312724304j),(0.008158832282200518-0.07737148967484472j)
26,(0.22753680110682212+0j),(0.06338512541447222-0.006708505435722156j),(-0.1316087602783017-0.03252060486987472j),(0.1109137769093521-0.1259058848137681j),(0.4310228878242875-0.03060863845827401j),(0.17025908005891666+0.05148661869469097j),(-0.25254408383994537+0.1831847424914989j),(-0.008128486435329221+0.09815160474050677j),(-0.03802764939123186+0.2725728249026566j),(0.07329901841554505+0.055643997050532724j)
27,(0.5621929604418957+0j),(-0.14225032623947093+0.11291150737145084j),(-0.2474905318880781-0.11279274986132501j),(0.14301819425018314+0.02952719513726819j),(0.6146572907909033-0.20495241277584803j),(0.2633863329179697-0.0838343963006809j),(-0.44523245468621386+0.17685810156667928j),(-0.16046353116830508-0.2741893928973471j),(0.1126806730993019+0.03762407300945489j),(-0.06564390811037094-0.04879281524578483j)
28,(0.05695671963817467+0j),(-0.08455175050342645-0.057845593241536875j),(0.017510792910668024+0.14688130954507816j),(0.0560632342537382+0.35786678535221766j),(0.5354258024147195-0.06565502577109027j),(0.18652471890952832-0.2964865111746667j),(-0.31260822760849377+0.32494227332728076j),(-0.007616002709417327-0.24868780303564486j),(-0.09895072540362691+0.009214827708542803j),(0.007838276629836032-0.1336970382515844j)
29,(0.053029354235262616+0j),(-0.0108304702905523-0.154789680327114j),(-0.08004692764457096+0.07120844921185326j),(0.10526446722354994+0.15298776211552645j),(0.360070576544709-0.08270846103616869j),(0.3009018881351451-0.4985395421149276j),(-0.40534534126859967+0.3589385459756521j),(0.06839199933641715-0.08941217365836997j),(-0.05655161131759621-0.02017842431829373j),(0.04458449438368722-0.031481621806097634j)
30,(-0.01582734817776707+0j),(0.1676984204815829-0.04025512288651358j),(0.03063246329726471-0.21094506862376572j),(-0.05816981550073582-0.08174025656361232j),(0.14694784816729775-0.298324291390352j),(0.22089196725297236-0.3846549197595287j),(-0.42721514750333334+0.5353154069520627j),(-0.31482617475144037+0.14326657071268345j),(-0.14385553607594445+0.13080030668264506j),(0.0838083998960934+0.1050682956427832j)
31,(-0.6436174166728541+0j),(0.022635732045161262-0.004648938408474287j),(-0.0509020474455628+0.0061859929842620065j),(0.008848866859416986+0.08570690805140288j),(-0.05884132901455638-0.1365048280002307j),(0.5160470100574681-0.5709893412090628j),(-0.2847328586061114+0.2892858650811407j),(-0.1789312695062906+0.34463316203138067j),(0.12827114794152258+0.06782842626511476j),(0.09341492390776202-0.14880483579833753j)
32,(-0.5526927908491402+0j),(0.024010057793167745-0.00031468431116483866j),(-0.09642440012291853+0.06323227120604177j),(0.1612824050660231+0.14756011988828557j),(-0.035589848206896715-0.13185248109536718j),(0.3016055393544107-0.43897763111684895j),(-0.2249121169556743+0.3018886913456103j),(-0.1788803488562192+0.34570361975161606j),(0.1646938723478888+0.08480810651542989j),(-0.0031312876615434276-0.15184436015070715j)
33,(-0.14621905529206597+0j),(0.0433120582576282-0.010366366172668116j),(-0.18848424068511013+0.04074522426501628j),(0.16220742993813075+0.1282080294518751j),(-0.004234970866858638-0.1993518263621079j),(0.2414107415786087-0.45126398205224827j),(-0.07200179578468893+0.4456660683960625j),(-0.17685193020349216+0.3290839996723077j),(-0.025908593766152246+0.2703319591126817j),(-0.07536896208102326-0.04748297500117106j)
34,(0.6756055898836262+0j),(0.09497634184152631+0.01703652915602473j),(-0.16135305220520826+0.055862152570459324j),(-0.08977932976297126+0.008517652399289484j),(0.2285960274466495+0.07597495504573414j),(0.2640890840953943-0.4732741234415358j),(-0.18983702473763792+0.42857325440068217j),(-0.3145159927243435+0.17815160590729853j),(-0.1905516253942323+0.0012229202338495016j),(0.011969639052041913+0.06645001862294247j)
35,(0.0377905491851922+0j),(0.23080598867890006-0.13060060547657656j),(-0.21799061742963877+0.10552962397061445j),(0.006480820346087331+0.1682134537720607j),(0.14464410345718898-0.002844719816516482j),(0.27788501705421254-0.3458867154066282j),(-0.1707210919146339+0.39304930998578785j),(-0.368673812241702-0.1244386689650191j),(-0.06960853338458675-0.06699179178741778j),(0.01725546062863248-0.017179215904521067j)
36,(0.3026757328532503+0j),(-0.062035423117198646+0.016782693400446927j),(-0.19963017687186624+0.07474190953136586j),(0.1364974253613196+0.2298248266940301j),(0.08877183249578306+0.3104023184827944j),(0.4239168113905599-0.13585351643514618j),(0.16462430806816694+0.42936285837423893j),(-0.09487678799383199-0.15659446530692214j),(0.05088113158966649-0.08562770893595885j),(0.1437084825276369+0.22815606113996706j)
37,(0.14378721269949646+0j),(-0.041730541377744894-0.13705149033989877j),(-0.22006547412599536+0.0799906318602979j),(0.13138894562065664-0.13075248319252297j),(0.07230540339444783+0.19422604806926225j),(0.3439744714122916+0.17283896651607858j),(0.025641659518469067+0.5476564805097756j),(0.30205680541722174-0.3166054394525378j),(0.027344012455298296+0.08365356410133595j),(0.19353157383244873+0.05659344541650496j)
38,(-0.20129523046421932+0j),(0.02734034832865903+0.026200684332910715j),(-0.09567644359113095+0.11367073938537138j),(-0.12310358405229166-0.1797413549326067j),(0.05928627545886378+0.03673363553988276j),(0.20068745492540585+0.31366287558877826j),(0.3511679771695632+0.5658432679837162j),(0.5364235358720433-0.03389140576391943j),(0.07993060920329598+0.13080958093388487j),(0.04913958633243134-0.06997394285484573j)
39,(0.05211348700608996+0j),(0.020438565666603015-0.09349244393206387j),(0.0484466326980245+0.21429126166549894j),(-0.10430483831868245-0.20590513316503023j),(0.01085435073734102+0.18809698185561732j),(0.3837229685730813+0.411130355457982j),(0.03879757484136365+0.5146262258948068j),(0.2215090069199129+0.06662008410136994j),(-0.10348650455113434+0.03083200960249407j),(0.14144579587886147-0.07402449458212591j)
40,(0.009448663053586048+0j),(-0.02848276328178176-0.08098794443017791j),(-0.10763085627503056-0.03143376096792664j),(0.09170815102354672-0.028492595755443842j),(-0.04979366122598104+0.021220504525411684j),(0.5584130189658679+0.3584716491602681j),(0.06075060195680646+0.399047637606953j),(0.09670309112756367+0.18425245794204115j),(-0.009948144665363676-0.012362757832881086j),(0.11250118080481737-0.03032144449160764j)
41,(-0.3699310024808302+0j),(0.021803935773454942-0.006613039242689186j),(-0.14382223122628307-0.08930824290202916j),(0.14733850829226258+0.012977851024904674j),(-0.1022068868904753-0.2881191194116888j),(0.4527334048523227+0.20817331413881549j),(-0.0722957410629996+0.4779267427462443j),(0.08019344258158541-0.04078085033707418j),(0.055073475109559844+0.06309108080244746j),(0.19746716856003502+0.1220145963930863j)
42,(0.26280549102454337+0j),(0.1294095122003591-0.041421791556310775j),(-0.1400271345085569-0.04316197174790929j),(0.15783747773184634+0.0573168187496876j),(-0.008632792288240307-0.37911240723967016j),(0.37954038947454977+0.4971189201652812j),(0.133201741440664+0.4868081359589217j),(0.12251347884304538+0.02519946949750254j),(0.22064858723612665-0.12075304077406505j),(-0.07043639240118879-0.04247662681818104j)
43,(0.11079408390902576+0j),(0.07425931942608228+0.014774831009438707j),(-0.24703582169236504-0.09865752677842576j),(0.01791589285110636+0.16059362722007148j),(0.0515180359698711-0.3467733276853665j),(0.3048116130398678+0.7421439234456573j),(0.15861656855976947+0.4499547550265516j),(0.20988854647873662-0.03592167153161904j),(0.03729711657430218+0.06760996518211589j),(0.025536759856325995+0.26340245350877806j)
44,(-0.3378653955695782+0j),(-0.04774374226908171+0.0172516798127985j),(-0.2075248632402509-0.07981204616319622j),(-0.06819137801604429+0.17826855628547109j),(0.156399421729367-0.37708252931279296j),(0.5706547011841364+0.6641290578415299j),(0.16757888395479104+0.39808236200264646j),(0.20459219608426416-0.1061045932626197j),(-0.019173138065448358-0.06914474311357705j),(0.030107543280113593+0.2196504446403365j)
45,(-0.04033881544552265+0j),(0.011593023622226788+0.13555205301115814j),(-0.07210258024112876-0.0655173018102224j),(-0.05960336310631449+0.18713605594169908j),(0.05034583786026278-0.3330235109433653j),(0.45494215605961846+0.12342729778699815j),(0.3495801945764306+0.43040222951553936j),(0.21972104873188186-0.12857639142804114j),(-0.10231318304602104-0.008288464472729648j),(0.14497352218765186+0.047360207959064565j)
46,(0.2696775272566073+0j),(-0.008321078954920251+0.09751344842822185j),(0.0686601427805496-0.17976128549184453j),(0.0007877452390963186+0.27024605596535123j),(-0.10595376962806069-0.37083235882875487j),(0.4530741786431938-0.0310775528479696j),(0.2403396251654156+0.549977573646042j),(0.04305598496353186-0.18023402989923976j),(-0.04851862978903983-0.06341090257830145j),(-0.02673352108709197-0.056435550600647144j)
47,(0.36303605544402223+0j),(-0.18935842974116018+0.09098280906224011j),(0.16890565612367972-0.10962006019490271j),(0.06233906451876614+0.13040363860794715j),(-0.025709155732001627-0.4413542360634627j),(0.3153477690826842+0.3614308102545729j),(0.3519025568845011+0.4070570787913315j),(0.19802846836263294-0.13914732888882672j),(-0.1331367564445317+0.05043785164510767j),(0.02999259319983951+0.008001413179772137j)
48,(0.14294517608471247+0j),(-0.21605584467984773-0.04007008210535885j),(0.0052469210297868-0.15094915920420343j),(-0.15997049986265238+0.13632774591208263j),(-0.12663900368281966-0.2640960268666123j),(0.5236070926483184+0.30418605378362673j),(0.5112820428692391+0.3709520986888493j),(0.21476607612749948-0.21777239900451537j),(-0.042030474188371775+0.017292735757597814j),(0.02797751332090051+0.030594437543230657j)
49,(0.5820332589297306+0j),(-0.11317648214625271+0.010701732852066471j),(-0.3126348072615373-0.15738220384795715j),(0.28483189274472503+0.04369268997612554j),(-0.01408052906766875-0.4330340533971788j),(0.49739762810573673+0.026678365817477703j),(0.3111877357810763+0.26593304715958294j),(0.12815974740744246-0.1139725371643072j),(0.05458816713030021-0.24791251534704772j),(-0.0589354543884012-0.03822359040409575j)
50,(0.22699752412909757+0j),(-0.08887996420403961+0.09554552166316671j),(0.09788064160125018-0.1154039147634264j),(0.2875010270810467-0.09775696128784743j),(-0.24225783128645498-0.32595880366672086j),(0.4862544754948041+0.09574278748444626j),(0.17631830040664126-0.1552047763303094j),(-0.027878877525903543+0.040282996820424806j),(0.004464586219843157-0.1241745727383744j),(0.08688148666218688-0.14308378494291252j)
51,(-0.683939333722775+0j),(-0.20268160048136655+0.19111173267409903j),(-0.03916142472784464+0.08109610318014418j),(0.3323239733970582-0.0650929406524561j),(-0.023693559451008435-0.4146435594937904j),(0.4867658261493238-0.18948128398935307j),(0.07544167641191774-0.09332931072532041j),(-0.11268242483384891-0.07875302047123847j),(0.22917954666041737-0.0967611408097227j),(-0.11602255685844547-0.10740332201777177j)
52,(-0.786720991125198+0j),(-0.060181916119006695-0.12765427586514494j),(0.1098385605055005+0.07497337717259486j),(0.06204477301054053+0.13530608919980827j),(0.2490641595202936-0.44284408602066044j),(0.4044714815870187-0.09974596701287376j),(0.015064415838369864+0.07592448864746787j),(-0.1319699921722831+0.23666106385384886j),(0.20377316400792542-0.1196710253620166j),(-0.027149928967533637-0.06472552614924684j)
53,(-0.16530674389967726+0j),(-0.15071231945571306-0.102926824779664j),(0.20664525452795263+0.17270649543877398j),(0.11815459630160766-0.04479019239889845j),(0.314414985554464-0.41058284202708073j),(0.4561118433796321+0.016538479196083103j),(-0.41372410909844687-0.12367422889795943j),(-0.16549329030758306+0.12097706649009396j),(0.05074395762739492-0.21226318074257844j),(-0.06609698260424166-0.12465741184806309j)
54,(0.0677558260031228+0j),(-0.0668502061549287-0.11557436183518063j),(0.186099534246274+0.1446904639886414j),(0.10407575798879198-0.22288106145034497j),(0.09647522352003442-0.3386256989237443j),(0.5839281404791531+0.2027911226911789j),(-0.33722963343232176-0.3025569444881246j),(0.013605156732449303+0.14475932291837262j),(-0.16109675271754123-0.1043399892243456j),(-0.0446058085397121-0.03288326544843886j)
55,(0.22365220979150663+0j),(-0.011665042957567531-5.629071018004028e-06j),(0.09331494337745985+0.06432313123191503j),(0.15442917263361192-0.2264766640791403j),(0.14811911744969908-0.30233653022493295j),(0.3538221936607816+0.028448323342379025j),(-0.4712948594573297-0.22502467883737745j),(0.013099894136418563+0.05495997733685749j),(-0.2937871555596223+0.004686158199264431j),(-0.07067788207163413+0.09365942976765808j)
56,(0.033238956158528676+0j),(0.06155484871334923+0.14663080067282236j),(0.052648065330859604-0.08249630260866266j),(0.2849836150685529-0.09692082318442499j),(-0.008727781911547397-0.1495369831735025j),(0.5684815479082601+0.18220875895465197j),(-0.2374346674448149-0.0811487646225203j),(-0.255778716229772-0.09923102343334848j),(-0.24600672947901153-0.1718719360081496j),(-0.04812864322801639-0.03673612447238293j)
57,(0.15118086899469496+0j),(0.08924901823263666-0.015853979914416526j),(-0.005058361032110265-0.12166183879080167j),(0.29900943824983667+0.03069443891691758j),(0.11036978732138525-0.4035265644387586j),(0.4637299091188938+0.297227091654258j),(-0.39153341804442565+0.004976494801575609j),(-0.36129342442611606-0.10000428826198116j),(-0.0460208049999333+0.07293565032897992j),(-0.08305824398854851+0.0021839513075615005j)
58,(-0.44050268773759665+0j),(0.10863225515941077+0.11515885459053166j),(0.17230584517591999-0.024960104119694026j),(0.6619652074366889-0.16314058468660697j),(-0.04340584237552854-0.5261023326632327j),(0.5236989852786199+0.31853775626572745j),(-0.31133873758530745+0.04673265652350139j),(-0.33152872277045387-0.26230176765236546j),(-0.009307010257559964-0.011200058144522289j),(-0.11749148579008353+0.11186710301524035j)
59,(0.19679272915026175+0j),(0.021002750814334795+0.016377726890416784j),(-0.00554417562046141-0.13600331974640106j),(0.38617276059232536-0.24646701749666933j),(-0.0066632414588381-0.508926730511663j),(0.47133506890285515+0.2622956366869455j),(-0.17921673802665816+0.16505426613479404j),(-0.23622047884918465-0.27056306439836525j),(-0.17672918748577437+0.045877106507059756j),(0.09943541641029693+0.11149010159773118j)
60,(0.07975112092631048+0j),(-0.1114665471181913+0.019136838148640492j),(-0.037770957919923076-0.018199558462558448j),(0.3329049439268406-0.0446123636102452j),(0.1398873728384813-0.6129352190561009j),(0.27442044721103714+0.19232634581450847j),(-0.3294518353886453+0.09743232602149922j),(-0.4041495088121696-0.11175763094397409j),(-0.14710430371793173-0.051296427641018175j),(-0.1264281730428968+0.1636293926508186j)
61,(-0.3734334664175575+0j),(0.05635769171875647+0.030621651414293787j),(-0.057026003347580914-0.13964533229782417j),(0.11937282071566126+0.1568531733920424j),(0.2601005545353362-0.5355317749344394j),(0.25347071915243186+0.1955412970453902j),(-0.396039518361821+0.022394237456913386j),(-0.19795885013545447+0.1592244301548373j),(0.08486189811871435-0.15770328923715327j),(-0.036428982343135706-0.2265930563772855j)
62,(-0.12775024017211534+0j),(0.18161617736599098+0.06290784668750155j),(-0.11991208609637594-0.09186599826147562j),(0.10681525269671052+0.1463048179377487j),(0.23211872824973365-0.6838577046496095j),(0.6969753899044522-0.29258653390805966j),(-0.3143673716605227-0.12940402691070546j),(-0.05267815190589928+0.036825444595130305j),(-0.05391877730269447-0.006517943063201586j),(-0.01190826578837294-0.05777097635445455j)
63,(0.7576943830433718+0j),(0.12030623424838335-0.0619381038726186j),(0.16464069666920694+0.03754679354901401j),(0.027574528677564533+0.22558794647022654j),(-0.04682597181861428-0.3988711713529381j),(0.6819550040445815-0.38077059311251316j),(-0.11171991767174286-0.1197853626432467j),(-0.37187680599443546+0.02897860740076444j),(-0.026987755476095866+6.425627112711073e-05j),(-0.07252832480602278+0.0656870417719756j)
64,(0.2644858090911457+0j),(0.05834721782581907-0.008596330839690733j),(0.24500711818116863-0.07128709161418709j),(-0.04872598964426137+0.19774183531997241j),(-0.07701059183555882-0.02330929007523775j),(0.6411755159647861-0.46557115808138294j),(-0.21828834986192125-0.24552013441373863j),(-0.09396152541825484+0.1673251193683991j),(0.0013398355530727865-0.05785251468697727j),(-0.14595790960910582+0.10537988077984754j)
65,(0.12269914975758256+0j),(-0.20908265700653195-0.01664130232402312j),(-0.09646664187754622-0.2495545665001486j),(-0.0793737158863135+0.05208551303712454j),(0.07472502112926718-0.12412393213255885j),(0.4483652699256455-0.4544769098799272j),(-0.25762518686005426-0.09444285133406737j),(0.031436161576673005+0.2210008274924459j),(-0.31288212172403307-0.1259614615214118j),(0.1292425508981007+0.039511610718984055j)
66,(0.44263308994789125+0j),(-0.18105895369138555-0.017303916542878155j),(-0.17212848089806693-0.22458588727491402j),(0.04672526881135938-0.011452805725498491j),(-0.10010369375091387-0.33588692238278556j),(0.5955905205710419-0.39927239174364315j),(-0.29577772026503557+0.18321123888046373j),(0.04734423041679259+0.1599633381903561j),(0.008922638903564303-0.1395601056212244j),(0.13529321454549648-0.13557993333341053j)
67,(0.4364544126211351+0j),(0.03451662574593008+0.17420234243095828j),(-0.29227214115255673-0.04244085034388444j),(0.026612717818278737-0.2806278037449459j),(-0.2709902494880753-0.09633830841699503j),(0.06734774469688604-0.3652981951768701j),(-0.3006168225621614+0.6425880705455406j),(-0.037743629382828825+0.23424516156823125j),(-0.14359061675787244-0.06193189266920168j),(0.040014038412427316-0.21691094813500067j)
68,(-0.8252298628220635+0j),(0.08646395710953826+0.0926466924161273j),(0.02678828865177167-0.032145552054307136j),(0.023182090157668617-0.36692829595255294j),(-0.2345008701294437-0.051682206583988255j),(-0.02386281271841538-0.350005541060379j),(-0.19022936569442123+0.6370827944155665j),(0.05433225051336965+0.04386415991379595j),(-0.06711741809740818-0.12463478238139498j),(-0.03204006635302814-0.1680383941217964j)
