,amplitude,c_-6,c_-5,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4,c_5,c_6
389,(-0.6274503238221789+0j),(0.03144277550712285+0.061663155912187975j),(-0.23538978636198482-0.05920546163105296j),(-0.013913035736609144+0.34451680412612523j),(0.347123953131526+0.1569390875910174j),(-0.13336175660999325-0.24801218633460448j),(-0.5402579289289554+0.20596475630136837j),(-0.4110005680286218-0.0402169671520618j),(0.0894993962905315-0.0980439035563316j),(-0.02595371845917039+0.14331433071286742j),(0.19977953687086966+0.04744373098462281j),(-0.06227103148866966-0.18043654270452805j),(0.036721383352242745+0.09965411915818378j),(-0.021149991344377287-0.12732580448835676j)
390,(-0.7364264380948904+0j),(0.03134588230505538+0.04983951274073279j),(-0.24971055559276067-0.0670727495419963j),(-0.04836856868825536+0.35821768939295645j),(0.3280192202411529+0.09943851792541591j),(-0.22652249628327445-0.3224982441168025j),(-0.5624428984240368+0.14212621379591073j),(-0.594472269534257-0.0420427936234805j),(0.08850423535295218-0.11054736892396869j),(-0.008354478187321697+0.18465724089220764j),(0.21749601642672567+0.07798377995373133j),(-0.06954916066056974-0.11975135527864338j),(0.04964227596481623+0.08269785622132592j),(-0.014535634896566956-0.14210769944187807j)
391,(-0.9694649574533541+0j),(0.012288742785220847+0.03359741344290612j),(-0.2119675732656294-0.08013988803774696j),(-0.06237450489363247+0.4092830748809706j),(0.32296342756862406+0.09049284227609952j),(-0.28460181186403244-0.28858200091471825j),(-0.526088567404839+0.2224911871801999j),(-0.7370854454616069-0.08288362319852466j),(-0.03455142078939906-0.08061707751441372j),(0.021188767239611224+0.208396773054174j),(0.2255116568465409+0.06948755875770884j),(-0.059146894454164586-0.1434327481028767j),(0.04461584803744884+0.029173389777916364j),(-0.0243196458426457-0.12291694598171674j)
392,(-0.6642825493116558+0j),(0.0270516174838818-0.014107751529212214j),(-0.19587223500475193-0.08114908783492053j),(-0.09361802697764383+0.39880564145637826j),(0.3204636947270159+0.05991084073824593j),(-0.26688422816693635-0.28018475805356363j),(-0.4991493750401153+0.23049035211537888j),(-0.8065448073320545+0.08427820940584282j),(-0.053515235893156106-0.044993607878982524j),(0.06822216956734764+0.24961914779509506j),(0.19977835423894408+0.06971804743947348j),(-0.0282320546056595-0.15084841236505522j),(0.07083492557231745+0.03092101548659596j),(-0.022737407705169743-0.1406959977012426j)
393,(-0.6642825493116558+0j),(0.011461586528574179-0.010841628405106638j),(-0.1934337182639335-0.07139988289660854j),(-0.08997229593994778+0.40544212842791294j),(0.3233326777518848+0.06095309026589127j),(-0.23482319008001146-0.29857980809535156j),(-0.4749706545915912+0.19786456630296861j),(-0.759058047846599+0.08060831737394597j),(-0.029642256188436526+0.006739030891342729j),(0.073148415233879+0.21055834564292483j),(0.19930732711370283+0.08497592583232975j),(-0.03747152025376509-0.15042629623532142j),(0.08166370594393901+0.023378773812039615j),(-0.03233379534656691-0.1374235117732764j)
394,(-0.8348929180257657+0j),(0.005537039434698358-0.03528547490889372j),(-0.20308177401035823-0.07707762165007558j),(-0.08179102440680142+0.38799011108312553j),(0.36409679192352656+0.06334627606789672j),(-0.18441282254504016-0.26302027643460485j),(-0.4044063693922889+0.22016335224126163j),(-0.7920904391044834-0.003628280273197091j),(-0.05463037203153015-0.06431478052283135j),(0.07056463628423085+0.172773552903855j),(0.1981697771138962+0.10361110695162015j),(-0.023777776766838794-0.16414201149508884j),(0.06425003214018704+0.01802336811175217j),(-0.04140759257108078-0.1314023665740202j)
395,(-0.8349465034397529+0j),(0.017667357370844176-0.057548050805822364j),(-0.2090573677544178-0.07225792160956876j),(-0.061068056510163886+0.35779073268361916j),(0.36363282992060153+0.08634553023882686j),(-0.16724165661939117-0.24865379076005958j),(-0.45313173467875995+0.27565229688595105j),(-0.7440966050793235+0.08737313176566476j),(-0.1106466579503412-0.11660284108477534j),(0.04286184707622034+0.1288738872707748j),(0.17412927117574548+0.08632165405653477j),(0.03898308165486494-0.1264626077677674j),(0.054825316376222406+0.022579287571905464j),(-0.06701705758362912-0.14255573127858487j)
396,(-0.864308979158222+0j),(0.022717877865248964-0.05595575970504609j),(-0.19120506047754884-0.06228162027102166j),(-0.05158307708983617+0.3559427200663572j),(0.35201807886073616+0.08783246966484416j),(-0.12953740958368273-0.27143817947007437j),(-0.38000721509463226+0.35071896726418295j),(-0.813281123505381+0.045498070000901225j),(-0.1320045606107666-0.07969079458066147j),(0.051445159723832914+0.13104328045968724j),(0.18115972536295236+0.08038729397070796j),(0.03551854661878576-0.12562700693796228j),(0.04958924127746462+0.024353654563125424j),(-0.07885692858810237-0.17065311482899317j)
397,(-0.8402088259855786+0j),(0.005847471015012167-0.05909055565284303j),(-0.176180404931519-0.050032901935267354j),(0.009181565153077966+0.29458150524392274j),(0.3355724663291254+0.1152386730050985j),(-0.057650572290916996-0.23835275271760298j),(-0.35507082373590276+0.3913692511602792j),(-0.7971979693691721-0.08055339100665458j),(-0.056683103756685296+0.023500103384790513j),(0.027505480377132928+0.139897153817026j),(0.15932630022708283+0.0663615475334554j),(0.02175247654554165-0.16354231350092494j),(0.05316321810137697-0.002823002469647534j),(-0.07428301851941672-0.18828355934173976j)
398,(-0.8854673270373525+0j),(0.012638905363230021-0.06623064792729398j),(-0.18345429711786018-0.06841756003308568j),(0.00946421449870093+0.26952300829656595j),(0.26892861127259193+0.08965642943550763j),(-0.14363667475430159-0.2166439951181917j),(-0.36015277460634937+0.34004198544774233j),(-0.8452412312044633+0.027026716381534685j),(-0.0320274993870068+0.009013483626089003j),(0.021092840016122237+0.1482711389238084j),(0.14122309007740513+0.010759687222462396j),(0.02009809756971953-0.16413843346387463j),(0.057981305169289774-0.005234477048059844j),(-0.05274551292833499-0.16829448659337443j)
399,(-0.8766375956289819+0j),(0.01542714818830352-0.06864999161523923j),(-0.18669205691358706-0.07489543640418506j),(-0.04822120284551017+0.2673132719332786j),(0.25089840182854156+0.06020377166022177j),(-0.17346126034602333-0.19861927690866807j),(-0.41516121935879907+0.29766492149195173j),(-0.8562988799429334+0.1948135074381789j),(-0.014635008649104043-0.06407473740950506j),(-0.027868844933452666+0.10029884799356625j),(0.11763961517906124+0.040468554915036675j),(0.01812393345832228-0.13364346459622278j),(0.04237898593423181-0.01600967164541811j),(-0.06464625767240212-0.16400919345450082j)
400,(-0.5401965049839244+0j),(0.011427599401400458-0.07341341597392798j),(-0.13393268088688545-0.044881550737322196j),(-0.017743409362878503+0.27418189223046047j),(0.22746388138289894+0.08512955431339678j),(-0.17527247470792248-0.19878644710707666j),(-0.5610332568515811+0.4328197916539999j),(-0.7917026240189069-0.10795550399857698j),(0.08813707241280583-0.06234618341667361j),(-0.011514768158801984+0.1472088637088635j),(0.10301352362955239+0.057323152327823715j),(0.0173101664203206-0.11973727614866532j),(0.023407766468155625-0.012003318656379576j),(-0.04399107287846065-0.14842524540512458j)
401,(-0.003819903051560991+0j),(0.01548966610165483-0.07191493595498755j),(-0.1360421842449676-0.05072762701962807j),(-0.012041675444583079+0.24576066735285865j),(0.23158706796152118+0.12328939038080482j),(-0.14681622754098378-0.2294344032395238j),(-0.5601029010700758+0.4642378133222089j),(-0.7385562201923612+0.0013557619335300766j),(0.061811635832319196-0.00773137844095656j),(-0.02191768105705208+0.12252806092757143j),(0.07586330184589517+0.027383744971587097j),(0.03216051702542035-0.14675893535238416j),(0.05741510258467182-0.001563562975101393j),(-0.042755991100723444-0.15135745373329648j)
402,(-0.6455861727014256+0j),(0.0446080931249847-0.05620091649458768j),(-0.07528093055612187-0.01669849805128647j),(0.03242386072327538+0.2551670880765625j),(0.23882659055055805+0.043082360107038954j),(-0.21495146691968128-0.31369137609312464j),(-0.40691504373769055+0.3505567040502818j),(-0.8712380130821461+0.022087746887949754j),(-0.11333303847149158-0.1305686815332965j),(-0.0431206104705597+0.22418509814520343j),(0.06948658003253497+0.009578610307135365j),(0.04643531237407482-0.1630610547888381j),(0.07749075435414646+0.014018202582796653j),(-0.03135938217982571-0.17200501227725906j)
403,(-0.7600406529415735+0j),(0.04320849005754912-0.026248548893910685j),(-0.052439574581117435-0.003079429041444537j),(0.0013227698730928971+0.27100943051043225j),(0.22799312736226018+0.12131440362140665j),(-0.21044641751605914-0.3513475555352358j),(-0.29569077709547126+0.47971208918807606j),(-0.6816017203040124+0.0649952536729036j),(-0.0025145264668664322-0.15543068608776162j),(-0.04963159355649404+0.2907803655841012j),(0.0361965730026069+0.053129022844622426j),(0.05448170139885336-0.18141741739530395j),(0.06468223333915618-0.013886237166391696j),(-0.0631117493152958-0.2256541474811284j)
404,(-0.838195336387749+0j),(-0.02430691951274773-0.05097285680569423j),(-0.08451174607854288-0.023980260699357575j),(-0.00723158282546589+0.1821831060635547j),(0.344435365109131+0.09793651283954703j),(-0.27532253505673765-0.29439787924184413j),(-0.4623870389286531+0.3264825952003397j),(-0.4674020987476813+0.22450200567252243j),(-0.005309486636728999-0.3143302668632363j),(-0.0751109236187237+0.3665289156800885j),(0.04376450733077126+0.0037589384406503746j),(0.10928912550113097-0.20131318971783863j),(0.08892234593956741-0.04222007725102583j),(-0.03374892632264531-0.22850789567791557j)
405,(-0.7862352997536657+0j),(-0.014745967345836058-0.08010969336589563j),(-0.08275092350578998+0.005463890451051624j),(-0.05821247776100678+0.19287186574646223j),(0.3455569258280565+0.06514382056715518j),(-0.2191667990666136-0.2642602390023115j),(-0.539860020791608+0.21129182147072914j),(-0.44324292728612263+0.038827964865017904j),(0.0735958167135202-0.3303176112580078j),(-0.08505487546398544+0.429148889773671j),(0.014711632786347248+0.05884904640386564j),(0.1160205033701016-0.18353667353351266j),(0.07869673300112376-0.0698629212284349j),(-0.03128626547276196-0.2009048543932613j)
406,(-0.4946527800306525+0j),(-0.02172517386814587-0.1324172315831345j),(-0.06506507902289409-0.0014426226614102132j),(-0.024220902198216487+0.20985524565209368j),(0.29511998028421804+0.09901420422069836j),(-0.13186798421966664-0.22745087422091598j),(-0.5414245278655194+0.46483548386167217j),(-0.5636378544386855+0.20979644346225698j),(0.1462060884994077-0.11241412920429067j),(-0.1290786338285584+0.3813255337681899j),(-0.013525913158651936+0.024317541988353574j),(0.10059446765486314-0.1716569152769514j),(0.07572169106065772-0.0640679417768907j),(-0.01229093500047319-0.1603200343436985j)
407,(-0.37071855162072864+0j),(-0.045212197448081685-0.1370251964863451j),(-0.05053178270538092-0.02200979292122368j),(-0.052257371999089246+0.19944190589485364j),(0.2958750945533205+0.15470499194281273j),(-0.10572885747303405-0.3579155438993494j),(-0.29387055306506066+0.29289871793509675j),(-0.37834817190999964+0.2828194538935968j),(0.09258696875238703-0.19057765107368405j),(-0.20076940794640324+0.34431109664226706j),(0.08492643316002815-0.008294016672169426j),(0.08239440184306286-0.12604347297495977j),(0.06763191850480463-0.06413259725279619j),(0.00831119582567752-0.14477155758670976j)
408,(-0.8420577569939465+0j),(-0.03039273920592344-0.11720808987970552j),(-0.08414467883796624-0.0444261847495771j),(-0.079675142842349+0.20257532989564733j),(0.1592375380142282+0.10730735023558319j),(-0.11012351721109104-0.3461492599619481j),(-0.13807878984217206+0.40049477467749073j),(-0.16808414332999172+0.31440972382333454j),(-0.052279728568810996-0.2949839745472561j),(-0.1470682945901192+0.3523502793907731j),(0.08381507735854693-0.0024218635222869093j),(0.09814402692492093-0.10668327399765186j),(0.0893193659756241-0.07985624021007112j),(-0.04112753931228001-0.09461302779549638j)
409,(-0.556834617610854+0j),(-0.03338807522531506-0.11749252869785573j),(-0.14411874401683886-0.0014713861514811j),(0.02677467312717379+0.1377546449462719j),(0.17859002953423536+0.10284276663488454j),(-0.0513835977816854-0.32829087392200285j),(0.058211565654932435+0.37412731001930377j),(-0.13406465358204642+0.21479722677523155j),(-0.06888004929139172-0.2817349037934846j),(0.03618477554059569+0.2923941276459413j),(-0.025332775992300063-0.04296560672442346j),(0.10491184341415039-0.0675416441044176j),(0.09618379287099586-0.08936683143220978j),(-0.021096968446105313-0.05838730946973793j)
410,(-0.621433476532679+0j),(-0.021547498647313604-0.0955665523530406j),(-0.12653491424199237+0.022410472887252966j),(0.13241627079364526+0.1151620961422618j),(0.08995148764501881+0.09265819888982504j),(0.21415684866306975-0.3718105482690609j),(-0.022750338992616803+0.47877377230252777j),(0.031246643922189607+0.5765695338560569j),(0.15862650115879148-0.1279237364519136j),(0.06070417418343126+0.12403999200378817j),(-0.027525840114030684+0.06890236225997648j),(0.1489434632481235-0.06390463125789922j),(0.0656094388697654-0.14937703693251042j),(-0.004883968630251185-0.07165854089881005j)
411,(-0.2823047778407774+0j),(0.00607550680704829-0.05516127738980851j),(-0.10839562189460436+0.057131195067779805j),(0.12449768333559971+0.10964508595794442j),(0.136368837450282+0.024310332863648684j),(0.105254194437298-0.3280216275647749j),(0.25495351269586675+0.29799422022494904j),(0.14963567199301392+0.793782225303155j),(0.16144922083324895-0.014637915352390125j),(0.14014114170717762-0.013569329108077994j),(-0.05779824612802344+0.0713971827201572j),(0.18540269767533699-0.03095211154849222j),(0.003060334573447305-0.12397060229559026j),(-0.00776539466540802-0.052370310743687726j)
412,(-0.47225580586507776+0j),(-0.010144398800298833-0.07182055508099913j),(-0.12196133695264254+0.04545071579737264j),(0.046345698573822064+0.03848318993951242j),(0.170953162145758-0.10733871571625682j),(0.15881549063098294-0.29591946177343476j),(0.03383951844480902+0.6226765798214299j),(0.04184302413584708+0.3349407633798566j),(0.15109039501161903+0.009590769376723374j),(0.08985407080588022+0.021881964384051315j),(-0.12520839562417957+0.20729659060231564j),(0.15100546169537343-0.055510494918152714j),(0.05206277599885175-0.09920581204468257j),(0.015304999752204253-0.062492686219218115j)
413,(-0.37393494872549893+0j),(0.000728111766405283-0.07219589675309848j),(-0.1539012208511198+0.057342454722350424j),(0.03763089484927143-0.022416095943102256j),(0.24357336757397258-0.11960892029788422j),(0.09528410534912449-0.4528385879906657j),(-0.36810810415362893+0.2917421273733338j),(0.13746157933106495+0.424782128104749j),(0.28980882244771494+0.3149397361221147j),(0.16532881618292034+0.02107777153917402j),(-0.17784709479523209+0.077424738363574j),(0.11378147901430156-0.059361756037242516j),(0.008592203328459686-0.12316866661771547j),(-0.0058905001413844926+0.026331428804029406j)
414,(-0.37393494872549893+0j),(0.010128279465049421-0.08014359355606923j),(-0.172634524743305+0.05302985636498664j),(0.0618524495629895-0.029693737356765407j),(0.2892144081237593-0.1466838469936966j),(0.09748168577674232-0.42954717211805044j),(-0.3992984311086595+0.2829101799834276j),(0.1962275468298856+0.5538159777333852j),(0.2714183881375782+0.31072066855740055j),(0.07938547542531829+0.05206689708659619j),(-0.11175400578933684+0.09012007601585995j),(0.13747543145063115-0.07924701460067918j),(0.0566879998435561-0.1265139694328251j),(-0.029344931952769028+0.036327874902860116j)
415,(-0.37393494872549893+0j),(0.010128279465049421-0.08014359355606923j),(-0.172634524743305+0.05302985636498664j),(0.0618524495629895-0.029693737356765407j),(0.2892144081237593-0.1466838469936966j),(0.09748168577674232-0.42954717211805044j),(-0.3992984311086595+0.2829101799834276j),(0.1962275468298856+0.5538159777333852j),(0.2714183881375782+0.31072066855740055j),(0.07938547542531829+0.05206689708659619j),(-0.11175400578933684+0.09012007601585995j),(0.13747543145063115-0.07924701460067918j),(0.0566879998435561-0.1265139694328251j),(-0.029344931952769028+0.036327874902860116j)
416,(-0.37393494872549893+0j),(0.014992651035075084-0.07936125579319364j),(-0.16916498436037514+0.06760142644824237j),(0.049830721237813125-0.04485116115313663j),(0.253701867154168-0.1671112573548281j),(0.09606268616367952-0.4293176465784305j),(-0.47843916693254107+0.2528415137561317j),(0.15497348870805858+0.5542061188966084j),(0.28032984399234817+0.32334385482297257j),(0.053115416452463156+0.04633735628327723j),(-0.11358137723779657+0.0867348743701424j),(0.12403557067103702-0.08330327274717551j),(0.052904752495683764-0.12843146469760452j),(-0.020718797483472072+0.02890228426825783j)
417,(-0.37393494872549893+0j),(0.014992651035075084-0.07936125579319364j),(-0.16916498436037514+0.06760142644824237j),(0.049830721237813125-0.04485116115313663j),(0.253701867154168-0.1671112573548281j),(0.09606268616367952-0.4293176465784305j),(-0.47843916693254107+0.2528415137561317j),(0.15497348870805858+0.5542061188966084j),(0.28032984399234817+0.32334385482297257j),(0.053115416452463156+0.04633735628327723j),(-0.11358137723779657+0.0867348743701424j),(0.12403557067103702-0.08330327274717551j),(0.052904752495683764-0.12843146469760452j),(-0.020718797483472072+0.02890228426825783j)
418,(-0.37393494872549893+0j),(0.0005665949093377284-0.08775152979364916j),(-0.17829603613974096+0.07588809726550792j),(0.04254817127783939-0.05926420804790846j),(0.26674725445108866-0.18318572381503542j),(0.10628622678270104-0.40485886545551286j),(-0.3320433150151918+0.2624602803103579j),(0.08106712558884867+0.6599999618275895j),(0.19026021861371667+0.35269088477319205j),(0.12163313228153483-0.005178681611654544j),(-0.08966540250532463+0.0928206188613684j),(0.13551818598069376-0.06829437861696745j),(0.03132286407337087-0.13531699999445584j),(-0.012124273240455839+0.0368398502513066j)
419,(-0.37393494872549893+0j),(0.0005665949093377284-0.08775152979364916j),(-0.17829603613974096+0.07588809726550792j),(0.04254817127783939-0.05926420804790846j),(0.26674725445108866-0.18318572381503542j),(0.10628622678270104-0.40485886545551286j),(-0.3320433150151918+0.2624602803103579j),(0.08106712558884867+0.6599999618275895j),(0.19026021861371667+0.35269088477319205j),(0.12163313228153483-0.005178681611654544j),(-0.08966540250532463+0.0928206188613684j),(0.13551818598069376-0.06829437861696745j),(0.03132286407337087-0.13531699999445584j),(-0.012124273240455839+0.0368398502513066j)
420,(-0.5905181718696728+0j),(-0.00721796194559662-0.0690960588423856j),(-0.13676849293064894+0.06546455697409694j),(0.011725491038390653-0.05397416275709406j),(0.26072310179970315-0.20287463816981266j),(0.09197993890628457-0.4046740078698773j),(-0.36957502909787904+0.124477066138904j),(0.1791273853591175+0.6596663522859666j),(0.07844678486187948+0.4276280001353657j),(0.08155153681894707-0.051853120549473546j),(-0.13082324705338869+0.09220025055019926j),(0.12150560742637902-0.06536754394486836j),(0.051222771809914615-0.12504749729876294j),(-0.019656293478065693+0.061317857061837296j)
421,(-0.2748614438656979+0j),(0.03217597461476314-0.06841813281781543j),(-0.07312343431524272+0.07183009030834732j),(0.01626914131141397-0.09131185338366932j),(0.28846186857773587-0.25526899599588865j),(-0.009324749428855719-0.2961202333469617j),(-0.229233374930327+0.018034167148975197j),(0.1738286614323798+0.15423986881509083j),(0.22263102840013962+0.3031496020900241j),(0.011281671548227314-0.003979978120101539j),(-0.14991421210765776+0.1363016133360337j),(0.15808827171028736-0.04269640186837243j),(0.01523282116490145-0.14396915204834687j),(-0.006280248237792502+0.03466386766315647j)
422,(-0.19739299654208692+0j),(0.0672898799995592-0.050016710629585674j),(-0.038580863938727825+0.03487933412172472j),(0.01086818453104034-0.08512269665866662j),(0.24327417722258704-0.19419638783805993j),(0.004785831053182456-0.13803314274624315j),(-0.2873613609727368-0.08118465904925753j),(0.5339228221074372+0.1676360471916183j),(0.19474316247290402+0.35891734675010006j),(0.10673413198700453-0.04741274928903416j),(-0.17498736658597014+0.051932932659695855j),(0.18548933673125023+0.004694152522126741j),(0.022565786059819716-0.1469489883313025j),(-0.025710932719463883-0.023764936937573283j)
423,(0.1688407191020765+0j),(0.05265142917386663-0.011614147187620435j),(0.06018452343633158+0.0072596983365553445j),(0.1271081622257773-0.028778919460574558j),(0.21287298146874004-0.23647464677342234j),(-0.036332077009338014-0.05677595819170492j),(-0.06910408874671432-0.3789254425290289j),(0.5631155639350965+0.5218130514825909j),(0.1249027765085255+0.2850620645830742j),(0.22609250044256204+0.03197534917286471j),(-0.07189935648359923-0.057480223759423375j),(0.15514441590953365+0.09179650317393269j),(0.11000466498409665-0.11430020769377243j),(-0.06819583876117095-0.034004946788564555j)
424,(-0.24131749739812192+0j),(0.07167708138849789+0.059508794166484295j),(-0.009563628399616976-0.031136522257554j),(0.10230684462061086+0.04370660334824027j),(0.20807120948146426-0.24885448502847846j),(-0.013146824110092561+0.0037349185565975773j),(0.014663186774821901-0.14211191664869446j),(0.6414553025370028+0.705466728058493j),(0.024130374035064878-0.06242405084387895j),(0.07449470041907216+0.08737081102070463j),(-0.06747752969825528-0.12476528125903445j),(0.1300184773594254+0.1277821777635189j),(0.14284371130435278-0.002291456127831628j),(-0.11373519525085016+0.03321179558970957j)
425,(-0.6087182724643665+0j),(0.09286671482683144+0.06706260557401868j),(-0.03355197562255221-0.040615743643427904j),(0.07677355172391084+0.04376885527711055j),(0.1473927798261927-0.17010434439433297j),(-0.06546106950318431-0.14047176727147198j),(-0.24840852647321648-0.011786894234789916j),(0.4452048767741312+0.7134025935533652j),(-0.00199496899468897+0.15163543590475154j),(-0.02793411806804331+0.16127759098189506j),(-0.027137189583791084-0.00339876343784723j),(0.10309565161610043+0.16789721968714078j),(0.18011874642153203-0.035399812911507136j),(-0.09124359718998767-0.01897922722697842j)
426,(-0.5333299193418324+0j),(0.0780489046500744+0.06311813732312219j),(-0.03534986196818231+0.022591723186703265j),(0.03313029219338764+0.03555261493348243j),(0.08750647639392718-0.07005034074364952j),(0.03214715026974764-0.10123900955242324j),(-0.09471843427239005+0.03873121185884383j),(0.2216017236293725+0.7528081082493617j),(-0.09006610379529531+0.15288952056564142j),(0.007149817677986638+0.1331411199483989j),(-0.05812039380364989+0.09894754228567254j),(0.10067257624313092+0.14953742406753776j),(0.171028005931925-0.054052272361812294j),(-0.08348450039242954+0.00913237882318231j)
427,(-0.4477761240521364+0j),(0.12773972542891296+0.04623384289597246j),(-0.025603078362029456+0.02147890809366889j),(0.058180668998797806+0.15212112488124485j),(0.06698182610859335-0.027281348199304188j),(0.06801475315390476-0.18894790373264264j),(-0.2223921872904937+0.11263351924054786j),(-0.17959133109581235+0.5836404197310485j),(-0.3166145906637171+0.31045315801641005j),(-0.1885089630258021-0.041856595770098634j),(0.051596326623455264+0.1346178645408302j),(0.113642919526319+0.049795181402024546j),(0.12394647957296999-0.08949055352902678j),(-0.09569129718624925+0.004838040538199257j)
428,(-0.31893317475434463+0j),(0.034470757393006216+0.009926142876819373j),(-0.06179704581563519-0.049396141021576065j),(0.06773007661102612+0.23696911264506218j),(-0.02565916305336082-0.20095228442290528j),(-0.09887828174070312+0.07770862635797195j),(-0.03873653208298496+0.1887004043270906j),(-0.3641047886172274+0.5111229605856631j),(-0.19776227403238755+0.24140561790171491j),(-0.13722799664158447-0.23584825320200348j),(0.04552426434246691+0.11152836934232334j),(0.08682157435838639+0.04947240471611768j),(0.05347763651773204-0.14227033182245621j),(-0.13046875539048636-0.002206367290829748j)
429,(-0.4132063857746858+0j),(0.0047415420677883666-0.026239443184147004j),(-0.02034144071743327+0.05481532128769593j),(0.16280657262243883+0.2016034955366342j),(0.10562132192838203-0.20401973138989635j),(-0.1940930788075538+0.28502195767486604j),(-0.07520966548217055-0.029101536335157538j),(-0.06870040627621632+0.7024820844983247j),(0.20687114855156538+0.1618328025603039j),(-0.06438977297628576-0.010432047797161182j),(0.046497997853586936+0.0907681432972765j),(0.0876788213939961+0.08505386917804975j),(0.06345396607450052-0.07905350186776572j),(-0.15163029757965873-0.030000393682408782j)
430,(-0.9004768449125461+0j),(0.007180478438987319-0.013377694360464964j),(0.0218245884028102+0.10014654068958063j),(0.09013693354991392+0.15314684511225674j),(0.01995869219781754-0.1684062823405822j),(-0.44978444851373+0.10985296080721617j),(-0.26078450415774046-0.2538063348508431j),(-0.06412688412855269+0.46003795452086405j),(0.019051332383305968+0.05379796672788356j),(-0.018123803038452235+0.11718989819593797j),(0.09948454795866296+0.10619276566899377j),(0.13341171278299768+0.13519979848613947j),(0.05171695659817752-0.12266125573085947j),(-0.16040267428552543+0.0026641317345338887j)
431,(0.2625310579988992+0j),(0.014451484120090705-0.0483718233460704j),(0.11434595467588524+0.10832444508733183j),(0.09277875389013895+0.09598317767201911j),(0.12503842663406953-0.13330964663305458j),(-0.3613222650815135+0.11445267829965076j),(-0.3310791278571057-0.22177120717683158j),(-0.2041552126202626+0.2965591129133904j),(0.054915066797809164-0.20312011682640685j),(-0.03297816469490302+0.20049593204010707j),(0.02085459437510226+0.057986920436540045j),(0.004951854045170463+0.04902719495649248j),(0.07016973144103948-0.012492952410325754j),(-0.1294334132110357+0.04290530905235037j)
432,(-0.24060423073169687+0j),(0.06478273523716875+0.0008492943467936376j),(0.07451002912677597+0.09184131075523634j),(-0.04136956488986139+0.08678633563151285j),(0.12203717838424069-0.15728036908911547j),(-0.23093659740169328+0.1578052090674411j),(-0.37692906547822885-0.19036519488505527j),(-0.2188069952270652+0.6607812591896634j),(-0.08770494365517911-0.044163495451640694j),(-0.1895633615537106+0.07369695309384452j),(-0.008878520823657544+0.05383643482083859j),(-0.04991908902450221-0.03420524911299509j),(0.07674008912918442+0.0872050116706622j),(-0.09743663689923522+0.0695315244572303j)
433,(0.2449363400430829+0j),(0.0798920489514746-0.03552161305006607j),(0.021904036949082502+0.10125839499903314j),(0.0039137644765216174-0.05080968859781573j),(0.10382626574395581-0.17193947797699569j),(0.003172454368649623-0.030766633800444282j),(-0.066251110873222-0.22074484776582237j),(-0.11457081626789024+0.8070490241824968j),(-0.421247855406289+0.1222015580781641j),(-0.12644893585987027-0.06376892461545017j),(0.10258955926187847-0.06083591353085517j),(-0.12183625925579179+0.014973434303127831j),(0.041504483541304496+0.13836364936527593j),(-0.06565356919629788+0.08074436464265546j)
434,(-0.6553794408125169+0j),(0.05884928515736351-0.06199322603105942j),(0.04759383274579616+0.035854646358467475j),(-0.0023368039354291735-0.10193672975926152j),(0.0506779498011127+0.02285230152908442j),(0.09083717009141273-0.026111115698889697j),(-0.29238177632512025+0.07751819801457827j),(0.0949116406055138+0.7506072182682371j),(-0.20553844906611213+0.1550200870692522j),(-0.08526606455652776-0.022513331996591834j),(0.23787654944844505+0.021583927786245873j),(-0.08153217370915247-0.08347080910860373j),(-0.013714219568958783+0.1459844413492339j),(-0.14444916887234793+0.09776770706699918j)
435,(0.32947275204557874+0j),(0.0900509426609406-0.10047776889227238j),(0.02524379166000338+0.07914088321062691j),(0.09428335837599679-0.05809883019058605j),(0.007354005091035343-0.06183578325934863j),(0.10058242023154076-0.05785240886297897j),(0.014102013401215148+0.08225515529328119j),(0.30410378396423826+0.3301828173235549j),(0.06848074672646687+0.4836563304664938j),(0.00014706194783718762-0.1464128880863723j),(0.16932318983768074-0.01601872807608127j),(-0.1309524475610862-0.15881385680551208j),(0.045447900250790124+0.17726033072600972j),(-0.06935123834965713+0.08807948100174813j)
436,(0.521556396667437+0j),(0.14410650426905272-0.1138002150266501j),(-0.023000108548816345+0.07947509594854037j),(-0.003973062341963832-0.15512752066173935j),(-0.09690266280280845-0.1421171811272363j),(-0.03823488829080779-0.4295571210393246j),(-0.030541341535579032-0.007763011490037455j),(0.6581601823241292-0.13918265568654842j),(0.13236106823551708+0.2706350306233285j),(-0.07508635060260987-0.13689277281669615j),(0.06853868377006797+0.006115605568522042j),(-0.004107397425978106-0.051440644288487214j),(0.022564337220123028+0.14974684041653208j),(0.01532506620972372+0.14337119047962849j)
437,(0.3438640130823809+0j),(0.10073340967918-0.051721683898230356j),(0.061541350517025396+0.036099917177881025j),(-0.0830345379151268-0.20978614747253313j),(0.05309285800932202-0.2191809951026144j),(0.01198972535852813-0.35423269389252j),(0.04255563168843959+0.11955168398744678j),(0.5488207909613319-0.18291629579643467j),(0.17333017238838183+0.4204373289023871j),(-0.1836944579400396-0.0756420692697383j),(0.04215458227237737+0.04883349092330737j),(0.06336113453449538-0.06533039993042497j),(-0.01339646518168611+0.08622126438236848j),(0.02104617830636799+0.11576883098432438j)
