,amplitude,c_-2,c_-1,c_0,c_1,c_2
16,(0.7002050408007985+0j),(-0.2867778575335066+0.398067526547515j),(0.17538682306537867-0.3021967851698261j),(0.3621593613896645-0.3588907069292804j),(-0.08938651313477267-0.06547602807954353j),(0.2854630009669202-0.15734385502399995j)
17,(0.37440053945338897+0j),(0.13290482050915903+0.11988974873884414j),(0.08838289235315067-0.006371046604583375j),(-0.22368499697445665-0.680687716204932j),(-0.30975403633164794-0.3461310540078168j),(0.1711326832625181-0.10538358502213774j)
18,(-0.49241154708276536+0j),(-0.010924694584542566+0.013513759129155964j),(-0.30391829324854724+0.27835260555880437j),(0.039073502307847945+0.023255663372843984j),(-0.10115527055322082+0.06548773548206419j),(0.5266554757499804-0.012157394905341401j)
19,(-0.7068389046334231+0j),(-0.14917078913838147+0.08250836291024505j),(0.0025289138605495143+0.4815080165777371j),(0.5467302739223718-0.5910002568009731j),(0.4354817181163184+0.11138114264978029j),(0.10345693498448011+0.09565579209271277j)
20,(0.12847029872375576+0j),(0.24467596041394202-0.10183483866152787j),(-0.05779962861194812+0.42214577237213435j),(-0.31920854610379423-0.10585802115594493j),(0.6094346165482404+0.44856524412205706j),(-0.07905058089318064+0.21708308350800648j)
21,(-0.48756847520410684+0j),(0.14410696944544427+0.08028912507671074j),(-0.7868888528942036+0.3243342233196107j),(0.13562981258539725-0.1209125368505016j),(-0.31723397932258995-0.003099419348688825j),(-0.08905290417809202+0.003049835435823156j)
22,(0.25316271552913927+0j),(0.14341127070014248-0.13036404174760216j),(0.22467131097774556+0.22636806262085649j),(0.2403604224300886-0.7862198484789328j),(0.17910835440232864-0.05903701070648702j),(0.1589034400949536+0.26227457632034507j)
23,(0.06313900895416014+0j),(0.1420681016371163+0.20065382841868906j),(0.1741871489760875-0.14403429434016207j),(0.37896024825092456-0.22452721885009236j),(0.5563308402743561+0.1100750294002832j),(-0.38631193022293664-0.4681224124072446j)
24,(0.6330672938145611+0j),(0.06266622136466923+0.1922652725455165j),(0.3430893367255711+0.21513835777845897j),(0.5058608414213724-0.24329044231524105j),(0.040342120785897946+0.37417434092471846j),(-0.24410108017513021+0.027568899375755865j)
25,(-0.7559705922692976+0j),(-0.17097586440751988-0.029974228771896955j),(-0.0651739227578976-0.46699172108476456j),(0.19856648643351343+0.6490464202758757j),(0.006218220907361967+0.2007984298740334j),(0.08388222855450654+0.0026396850096665724j)
26,(0.8033499167853708+0j),(0.058504628646551676-0.06242433531315375j),(-0.021788526207139877+0.5297356130707467j),(0.520102489379769+0.14140650979925623j),(-0.14718947813474037+0.2930754087025831j),(-0.3345132387750564-0.11764310566121065j)
27,(-0.1755343079377496+0j),(-0.06637739944562443+0.025526504114802354j),(-0.24263299981566472-0.3384955679156083j),(0.7825599182862839+0.03260166772141566j),(0.1052511955618605-0.34635228668295204j),(-0.12517294894729622+0.025956644243020778j)
28,(0.18860889315522353+0j),(0.2581212198986792+0.08474503298092455j),(-0.08758960489647244+0.21617844087672144j),(0.37960142548664483-0.6966397937727056j),(0.0520753361906796-0.13798553670012972j),(-0.023315042022469173-0.05817389957402202j)
29,(-0.17396808313143114+0j),(0.06956580545815891-0.11415861971533564j),(0.0701516919425674+0.3112085431313264j),(-0.8839545734179624-0.7503278534741559j),(-0.3789147925288601+0.31227921469632103j),(-0.016070971534223728+0.0077307153505734695j)
30,(0.31191666182537703+0j),(0.004050131818554096-0.14862944558755803j),(-0.5008290547588553+0.4525013528471493j),(0.32276370261942006-0.5228547759372516j),(0.19195927153885323-0.5413337330716019j),(-0.3787440508212343-0.10737756302427215j)
31,(-0.15715332595645848+0j),(0.09418237953010775-0.06154348790208504j),(0.12794816907124443-0.24700557254885908j),(-0.45359160014584887-0.17024339477349393j),(0.3788959994054226-0.5452252043936796j),(0.13899062825805328-0.23788141329907964j)
32,(0.5574187825628876+0j),(0.3173201233820135-0.11508761439216053j),(-0.32629395797850297+0.19706427407805382j),(-0.7620929085059522+0.4278061576591579j),(0.03459941784434363-0.01788079330280439j),(0.10021456376845195-0.0861049441796728j)
33,(-0.24550947504728812+0j),(0.13573957220262975-0.09901849208539042j),(-0.11800445102308733+0.21762775480865304j),(-0.45074154269658595+0.9369400313346619j),(0.23455597999988176-0.09407522287180514j),(0.06935472441078007+0.2781695816122094j)
34,(-0.0025131424949061953+0j),(0.0753424558778398+0.0002397806019599491j),(0.20284268763148255-0.358741028019015j),(-0.6522106740206641-0.03741556345239771j),(-0.11759339041228578-0.031483275449181766j),(-0.16627311806244105+0.2062892926978245j)
35,(-0.638779057447656+0j),(-0.2420629787107403+0.036658340250293214j),(0.23867081759508305-0.02890899826318691j),(0.05936334121837597+0.18988428262004245j),(-0.3072181692023312-0.6432508777857229j),(-0.43933811190387717-0.1523823025984543j)
36,(0.16018993962619799+0j),(-0.03360492749356808-0.379809610021116j),(-0.651736530783608+0.003231818588849889j),(-0.34541658362963207-0.14129208929528744j),(-0.26467432426189-0.2835229197601072j),(0.36757674988610234-0.013129393175985351j)
37,(-0.3020186436246198+0j),(0.08171755901042013-0.11357970990512589j),(0.16565620207445106-0.5135280732280474j),(0.51253838076965-0.13241366499029095j),(-0.24657367918421577-0.2679685678655402j),(-0.013823933871322094+0.2514833795263323j)
38,(-0.5079343406675535+0j),(0.1527413594070221+0.2339988870378792j),(-0.3563312950784036-0.03449590169965288j),(0.2116780815488309-0.5316979316585575j),(-0.10833628639446968-0.3960908976151139j),(-0.07101229336002826+0.07058676051994821j)
39,(-0.7384270379409884+0j),(-0.4757821202959164-0.33133480033764384j),(-0.19061485006906367+0.3255395366377597j),(0.06723883218708987-0.3183513096774491j),(0.65622494909882+0.21471933473259994j),(-0.1599673709261081+0.21865742288282305j)
40,(0.32451088534593575+0j),(-0.06692483190319676-0.12119285536649191j),(-0.2866973177914891-0.08041005280638963j),(0.32379773287748714-0.1752915622491432j),(0.09512974069097171+0.0015060879339144411j),(-0.17694629642212684+0.27544354830416856j)
41,(0.7718183488688346+0j),(-0.13157725153396296+0.42268312620274684j),(0.37217428885378184+0.2367724657650282j),(-0.27141568561069446-0.2567556533602322j),(0.30142078025241065-0.1989229613427587j),(0.3965823272401182-0.08493623541749648j)
42,(-0.12588464226410823+0j),(0.07175420092473411-0.004063800561132452j),(-0.40773479715427985+0.14359186117217854j),(0.5272000312650723-0.3002790846625805j),(0.6126140316945557-0.10246980099026218j),(-0.17653916849953852+0.09495831336683722j)
43,(0.35978870550076036+0j),(-0.2905842092566909-0.005632961628467124j),(-0.10004713326399167+0.2970563995280501j),(-0.0729687148588719-0.25962368974569267j),(0.49748150514001177+0.7126579346717082j),(-0.025862279262329577+0.1261437020846862j)
44,(-0.632615359670267+0j),(0.38105574160622296+0.016015174960917977j),(0.05737751554281256+0.2980159760874078j),(0.41191706378729354+0.13268010118689771j),(-0.42339896446113334-0.333861428641537j),(-0.04759408940815953+0.10748176409373836j)
45,(0.04771085103516981+0j),(-0.17563777600835867-0.1016371909110321j),(-0.44574735418952033+0.3478466880914786j),(0.39428723774553137+0.22488907605917555j),(-0.5233480335991351+0.10638341594354393j),(-0.07727545898887349-0.28335689479974313j)
46,(0.38139418176463036+0j),(-0.09090686864218753-0.1064739313035454j),(-0.18454953835060636+0.056627751892344716j),(0.5900319615505851-0.5551932116613721j),(-0.06890567888061748+0.19644676984764375j),(-0.08561975877845213+0.3008095620041543j)
47,(-0.49535581255920247+0j),(-0.025120396610263107+0.2345731339612838j),(-0.31378797139332265+0.5724028334273035j),(0.37068673591360135-0.051317600419887394j),(-0.08873602222695048+0.2961402301734297j),(-0.3247577751368739-0.02291104943901376j)
48,(-0.16547033060266803+0j),(0.2067854903120262+0.2168064481477074j),(0.5468030547288951+0.2901510897687j),(-0.3684688425062198+0.11719082587746632j),(-0.007865684885451973-0.12023311051407352j),(0.49667941725805775-0.18057206832405365j)
49,(-0.5363421150161044+0j),(-0.03428705922373267-0.1333025770920254j),(0.21646539587888014+0.049430923393987934j),(-0.9635777203352908+0.39163828674671386j),(-0.028648252922033553+0.035651531422832256j),(-0.0318179630140081-0.073806778171814j)
50,(0.5474628000915958+0j),(0.03246723527664976+0.2962820938848026j),(-0.016423257557873383+0.039559492488492554j),(-0.17594951012815346-0.30930789940012887j),(-0.6685974284838875-0.049648377421044554j),(-0.25696074834935073-0.11771169133136877j)
51,(0.5438942541814585+0j),(0.013279926048206256+0.24279586833532768j),(-0.04325134833656083+0.49792623177155837j),(-0.4756046045917992-0.175306095876967j),(-0.5291198276429274-0.11969523641737491j),(0.33225954878541425+0.38992678712882306j)
52,(-0.3111736506993874+0j),(-0.16212861050220126+0.06523309136897712j),(0.00373630875103616-0.42253807062934967j),(0.5660547790774476-0.10709168072315584j),(-0.12176557518573175-0.0008480234522692531j),(-0.07116529120050666+0.3580658393099062j)
53,(-0.21392074175489048+0j),(-0.21874659989914558+0.007207855038659073j),(0.38859973317475194-0.11779154492973459j),(0.26718511502748443-0.49392753267461964j),(-0.19484862627903032+0.2817023019727264j),(-0.20625990192478555-0.18560350010333515j)
54,(0.1118755258367595+0j),(-0.0204916650077102+0.09425473531101382j),(-0.2348366483703554+0.43312571519339704j),(0.023148756237061266-0.42144491150236035j),(-0.2367986729449832-0.31240145396767416j),(-0.10174127740945371-0.2474356181426081j)
55,(0.03961016397755125+0j),(-0.18993968979622103+0.2368772167535924j),(0.4029017601431163-0.6900360804835266j),(-0.14581179516535547+0.06872456814062716j),(-0.002815298296044516+0.4755724863221529j),(0.07371868440935447+0.03800209838684638j)
56,(0.18093893023693547+0j),(0.29340138879837985+0.15677482291914496j),(0.38559680081025044-0.11335927116316813j),(0.18488708639314222-0.5241924160451579j),(-0.21914885092882508+0.37201869080144856j),(-0.068978573084243+0.0998798530959536j)
57,(-0.38276036932915314+0j),(-0.017807826197141947-0.19408295121303418j),(0.015003673388225601+0.0035196509652376754j),(0.3050498918878148+0.2376464830193149j),(-0.07081643447271299-0.5058124300943703j),(0.09098398192209697-0.3830820027428495j)
58,(-0.44233048478810993+0j),(0.036889053374398136+0.06988216472549336j),(0.2971079431044041-0.3105082954967313j),(-0.2714351659894683+0.21148507493480231j),(-0.6135818346515864+0.07423197757212915j),(-0.31961530233273494+0.20131603916856725j)
59,(0.08148527859799873+0j),(-0.0044548896412912875+0.04021374837558081j),(0.15109214018960598-0.09723989244792136j),(0.27457422171223195+0.004567855272679111j),(-0.7104631021124377+0.472601998816621j),(0.029402249794337608+0.37228273036961096j)
60,(0.2787976121659873+0j),(-0.12561526318310295+0.06667129109785555j),(-0.1287520231653802+0.05461959566326483j),(-0.5321490507814098-0.6041428537669665j),(0.12724776850096603+0.3191564810632605j),(-0.03941486026461303+0.019645887333861453j)
61,(0.18732711436060992+0j),(-0.3067695533753245-0.3533327278383745j),(0.19694403708659447-0.08458892241835683j),(-0.03925128413786667-0.4482383984727563j),(-0.06471535517627913-0.20852102799022593j),(0.10187899753390656+0.14078893970128592j)
62,(-0.009963211807506867+0j),(0.1827035839869578-0.22208418587263737j),(0.5816415439148648-0.17829241706141655j),(-0.20727158050546113+0.39097885738943405j),(0.2843483816773521+0.072184342931405j),(0.2558505130989566-0.023473781775490372j)
63,(-0.1538445172066245+0j),(0.07076495862062532+0.009849386070181773j),(0.12375386641233073+0.11815574120080022j),(1.0182811436945411+0.3792380567623953j),(-0.2766359998231993+0.06262402577190808j),(0.053695767542156755-0.11031181199723761j)
64,(0.7440730645341637+0j),(0.08760480794146716+0.03540391147265223j),(0.40147732089847+0.15292769411582413j),(0.46561971851950273+0.37587473434144403j),(-0.23051427445254802-0.23823009595724315j),(-0.2165729848086847-0.08104087549000699j)
65,(-0.1578444173547482+0j),(0.11022497206332671-0.2877667186766537j),(0.039604930433798084-0.11514044015208046j),(-0.4466437909172793+0.9744295206510354j),(-0.18586981472943598+0.05184741192480578j),(-0.11089078208203831+0.1547591650559355j)
66,(-0.21760178743581518+0j),(0.05942113327948874+0.34483081012714867j),(0.594730630413671-0.0796447347712664j),(-0.33526919513904596+0.058877460364578096j),(-0.09929881442443964+0.0034107694604473826j),(-0.15327527227145676+0.2084973554980476j)
67,(-0.3339736745019204+0j),(-0.3113318108980918-0.16438182626023876j),(-0.3695429275601958-0.25839936888701664j),(-0.015491144246498445-0.42293473110345686j),(-0.4978476181978955+0.37949970101441255j),(0.3145310835650162-0.0870134981425076j)
68,(0.2546473650072415+0j),(0.37995880678938615+0.09812521387380162j),(-0.4974525561271626-0.367551978946186j),(-0.5171371704503194-0.29612637756541255j),(-0.42217233453331027-0.07966272988008165j),(-0.050619811613644164-0.2324784463717444j)
69,(0.06300233615954592+0j),(0.15186817479589976+0.07140867933475309j),(0.3203405313556438+0.1764001047455595j),(0.48516923928357863-0.7553809733827926j),(0.2733235943337087+0.0828240244923441j),(0.07921972171462065+0.2650823372750681j)
70,(-0.45340458766138897+0j),(-0.052552398690474234+0.14818906917182534j),(0.14878276050580175-0.01742984928248642j),(0.5828738727402127-0.09688248694807805j),(0.24836399889833127+0.07935597912101519j),(-0.2596592111270118-0.04700106321835356j)
71,(0.3686116489986211+0j),(-0.00413408451304303+0.1283400704366333j),(0.4496279595308248-0.3628557261210568j),(-0.6819687076033467+0.515713005505612j),(-0.2993558547035461+0.16785518590247045j),(-0.129740776206321-0.18548195848042248j)
72,(-0.2163992406988054+0j),(-0.0928589640181031+0.13596861741585053j),(0.4208091685724948-0.07301634292766052j),(-0.49210965625016495+0.4597429335085019j),(-0.03859503411754674+0.32732731652583724j),(-0.00859925136607917+0.12188676124619904j)
73,(0.3480917944821965+0j),(0.14513780364970919-0.10167929543303829j),(0.07474086671013265+0.3598564142960482j),(-0.3668937723943068+0.916277886870491j),(0.284271366471539-0.1254723299632241j),(0.23607983725535403-0.05865860405764041j)
74,(0.20083001127915523+0j),(0.038011199123013484-0.09907308113898203j),(0.19705943380022575-0.2705666348933891j),(0.5016770941120079+0.3847315346927202j),(-0.24556528002448316-0.41361400766833534j),(-0.3103371887319515-0.44678298904752717j)
75,(-0.2305384978573587+0j),(0.23181911598230068+0.26669047867276274j),(-0.20540658950294272-0.11640777596039097j),(-0.04869498671753447-0.7556929620364667j),(0.0499691554327715-0.2356360978565631j),(0.17105016566421222+0.03845171824594647j)
76,(-0.6100106285436109+0j),(-0.06001157350229352+0.25240995118729326j),(0.4777505373579618+0.22049437422569448j),(-0.48808352113677506-0.7808618746174909j),(0.12000211585027873-0.299690716228152j),(-0.0757209727189142-0.18349032336285845j)
77,(-0.05629018829882737+0j),(-0.10773114586121878+0.17758441100917832j),(0.5437671239823731+0.20918129270948785j),(0.5160926173121851-0.026904705368972368j),(-0.2926336875282044+0.2836969943756406j),(-0.16195133483531235-0.3013435901660633j)
78,(-0.0012356918946272444+0j),(-0.10519512020445795+0.3662751964588938j),(-0.3656410198773391+0.15953917814721955j),(0.2762612513551758+0.6133677798772558j),(-0.11090371492598755-0.2516625273504901j),(-0.3034720218968121+0.1102989444701134j)
79,(-0.5410504451272011+0j),(0.09499357711730183-0.010708745914808762j),(-0.2784170231862806-0.1184483165866199j),(-0.09721382011155094+0.02617894620780234j),(-0.28436281387960693+0.3057696881156601j),(-0.07475841774781748-0.13239165928328128j)
80,(0.30402444212220786+0j),(-0.00958748776779908+0.43129041968417847j),(0.3122755388921381+0.15885013515357665j),(0.2234064389700053+0.6619441748809527j),(-0.082145295243861-0.13324720780659802j),(-0.07292298713304408-0.06249429998286402j)
81,(0.05493912917304855+0j),(0.023316340371000513+0.033492258321535434j),(0.4467733705855277+0.15387639832023003j),(0.3086038417399632+0.624781623597857j),(0.07006065680898052-0.3341280617914246j),(-0.19835190948263343-0.016612662250198362j)
82,(0.77955326897237+0j),(-0.0837322117286478+0.12090915909995273j),(0.10558139490664849+0.4709904837858541j),(0.11468129358213544-0.5049947715395241j),(0.9240454349648689+0.08198624156433691j),(0.05472755027086284+0.2175515699401465j)
83,(0.08511673760382255+0j),(0.018666884269907084+0.2523780138881554j),(-0.5473974498710227+0.25429233462216566j),(0.8822238059285774+0.2863789974621094j),(0.11590944142582775+0.1299040159751441j),(-0.05280132008993835+0.014343419844054267j)
84,(-0.42339557463481126+0j),(0.0373040163564877+0.2020852005163959j),(0.5283268093515199+0.20009375995906917j),(0.16111531768202644+0.5536392308565667j),(-0.016790457694573827-0.21830813841449265j),(-0.29046908852013203+0.14512542019676533j)
85,(0.21200928135481772+0j),(0.1241670820403567-0.06092565537006253j),(-0.6518569148341077-0.006815407639053805j),(-0.24491410143135445+0.5267794161442176j),(-0.1898039319993866-0.03275581321063058j),(-0.016580946486160222-0.21236500597396613j)
86,(0.565155433221631+0j),(-0.012627875986844006+0.052627524552706036j),(0.0820113583249095-0.2619830311798902j),(-0.4499464537969875+0.15070885461175965j),(-0.016157153502069754-0.21566192046953953j),(-0.33032044311110387+0.09690481000559528j)
87,(0.24988586645336186+0j),(0.08375947709716194-0.05131660680162267j),(-0.05065807734855801+0.6263825767712216j),(-0.17190228626720466+0.3276964286189861j),(0.3752609895176753-0.3213844288608696j),(-0.2434703293042647+0.3864658154852366j)
88,(0.2979888745330956+0j),(-0.019438404506542037+0.09237896966164102j),(-0.2792159351884034+0.18747443136316147j),(0.109415883172164+0.5427918979027865j),(-0.40157043577880547-0.026521272401865414j),(-0.007588154989703022+0.16241160404127006j)
89,(0.01977173347980732+0j),(0.0675566241126367+0.07340731760578936j),(-0.17761550380047697+0.13175277432575394j),(0.575442798632312+0.009055501634945534j),(0.3285655739453097-0.015038948777375313j),(0.0719573391413362+0.1196840528674121j)
90,(-0.21382950961472255+0j),(0.011283792313775761+0.19105573088350575j),(-0.25567208385322243-0.13132725939106016j),(0.7123718409662989+0.23929146455101807j),(0.29035791858979376-0.2002292738782899j),(-0.04116182004573559+0.26260363063388853j)
91,(-0.3565043935469657+0j),(0.20476730888154981+0.13699627188875835j),(-0.5540657445474758+0.38167023182503046j),(-0.3309137856682264+0.4392575409255184j),(-0.0023184269309744626+0.09953725235314674j),(0.010503125996174985+0.12509558970271234j)
92,(0.13780133024582167+0j),(-0.05846451115068582+0.13483657254449505j),(0.31883657452472036+0.11873862730246382j),(-0.5460042336304032-0.4396480194760416j),(0.3688265667517203-0.2691701936154272j),(0.12408726817822759+0.039207077704428946j)
93,(0.1509458587640459+0j),(0.16906072435419428+0.06004542843955056j),(0.20902880771675136+0.1956246524127619j),(0.131215059656772+0.641419688460111j),(0.20442105475111086-0.3802493407413251j),(-0.03343382991178294+0.06289735586902082j)
94,(0.33038034245000236+0j),(-0.2940333025454261-0.04755931657680523j),(0.0036040444286545986+0.02917719099774621j),(-0.5721710863819888-0.09558975816217453j),(-0.021294416878432032-0.3267020534015852j),(0.22369884422279215+0.07128988937834531j)
95,(-0.20685806008906915+0j),(0.18128566131363447+0.11985954706345069j),(0.21526581904149403-0.6785436949647171j),(0.2534592534168753-0.41749919149952114j),(-0.05295461649928028+0.2063398802244321j),(-0.10167262667746717-0.11631474024254618j)
96,(0.4391865574480427+0j),(0.06869712128484251-0.009595549218979808j),(0.044804142562737306+0.42873891078479387j),(0.34400981597547575-0.7851154115381024j),(0.15372852021699823-0.14241617890879996j),(0.11551326850663172+0.15670248010875376j)
97,(0.06413797012446232+0j),(-0.16261570453674204-0.07967548298444985j),(-0.08871779755573876+0.11910420385866737j),(0.8220477571790737-0.34707061626060765j),(0.061272325653776466+0.36847241848473467j),(0.13361573657961215-0.2974053032388412j)
98,(-0.7202152739342326+0j),(-0.22375208269573194-0.1381475943397253j),(-0.4661525119867901+0.3020914209139199j),(-0.6915024661749549-0.3215420707610537j),(0.00021251943270114704+0.33283791429677223j),(0.14044438610573462-0.023403040433091472j)
99,(-0.2199255911190987+0j),(0.09882832297907601+0.07647717939642612j),(0.19094846080838462-0.17398126182181006j),(0.6430849138546997-0.37380033394200307j),(0.2995563389175601+0.3869251677970643j),(0.1246289328614581-0.24918903343177373j)
100,(0.8225080972791096+0j),(0.158603955468304-0.07246539234700711j),(-0.527489756555888+0.02096569454698488j),(-0.7393498623973908-0.3473258902675022j),(-0.08537134608934209-0.14573719028488144j),(0.11523101034430516-0.18997137454493124j)
101,(0.41128131550680963+0j),(0.050546019658345424-0.07172813268617868j),(0.5012939557503827+0.11975074107251311j),(0.375837841687491+0.5770857765760924j),(0.21563473987582224-0.20675771740794133j),(-0.058631678813939034+0.07572126625701237j)
102,(0.8376915365015081+0j),(-0.24936945629459087+0.248322317190401j),(0.2652191406476807+0.5511388781728256j),(0.293821302119436+0.10863279083636793j),(-0.3146135268168412+0.007192833045367247j),(0.2348154825892552-0.12495560423645147j)
103,(-0.1538838063619975+0j),(-0.5268335925856006-0.21622467267764953j),(-0.1616110383872642+0.16740832859981034j),(-0.21640979334373733+0.49276576174034614j),(-0.3029438204992715-0.07494420420550871j),(-0.09003373769481549-0.049039014119348454j)
104,(-0.2687557871988121+0j),(0.18779674056010828+0.08101684813502176j),(0.47522175872758166-0.042348124251115137j),(0.4419979739053814+0.5714766544272845j),(-0.11254685920951867-0.30451154236852135j),(-0.0033840621554147125+0.01117431622612007j)
105,(-0.8844114658222746+0j),(-0.011722998780530208+0.03842245847236961j),(0.4580647320256074-0.04295818935047324j),(-0.6431816858679265-0.7684869604913805j),(-0.054601762167696966-0.3804579103063567j),(0.3252516487594762+0.025982256028260785j)
106,(-0.2936401946581633+0j),(-0.11463037589268585-0.11709939669603009j),(0.2823494707081379-0.24233997494223322j),(-0.1690260426519243-0.2859893133559087j),(0.24364999264279005-0.21371485468602722j),(-0.2099180362914876+0.23097192906803063j)
107,(-0.48031754088435374+0j),(-0.0778195952239139+0.25320245538677144j),(0.16743186426205678-0.11523601710608089j),(-0.7217071400275907+0.23378314093544772j),(-0.2778308451933282+0.0554020881892719j),(0.21928378590425163-0.02939545519542336j)
108,(0.15546601147114136+0j),(0.12757079172379143+0.0403637752225426j),(-0.13474566778580999-0.0668620869478171j),(-0.5563000076955869-0.44438177910400334j),(-0.31310028253619604+0.4603312548286548j),(0.026272585193137098-0.21646163697369636j)
109,(0.5795318563135594+0j),(0.02093094313836527+0.24314990965042568j),(0.01033857457511652+0.09094977976943362j),(-0.1451291996885055+0.9353354737519722j),(0.28756067939188606-0.14554677493953666j),(-0.05621062849891362-0.21940042342404453j)
110,(-0.21578518869709878+0j),(-0.13437210234174696+0.17934520348266186j),(0.20627132775958956+0.019517451310092818j),(0.9153176536747643+0.0324157551096097j),(-0.34631221879932933+0.015252108300493401j),(0.02392577261625681+0.029094143924359155j)
111,(-0.12597493450225264+0j),(0.08906897971193967-0.025006772063283403j),(-0.4099284394901319-0.3863977360874587j),(0.016189993409652464+0.005398783993099565j),(0.6021609422116005+0.2676097598404765j),(0.21124796059395512+0.2523407171180872j)
112,(-0.5041007584426915+0j),(-0.20179737144570925+0.07094881800067446j),(-0.16875115575029215-0.14853018982308303j),(0.1978416843208922+0.9909911450093565j),(0.37969968415032956+0.37107295011095076j),(-0.1517264186855425+0.12031313953437883j)
113,(-0.43429037733418807+0j),(0.12886846576300082+0.49447145016487243j),(0.3547223133534099-0.35319524074875475j),(0.04270180262284503+0.4192300311950183j),(0.020398581116326753+0.3129385844285704j),(-0.0030801586292410893-0.27885419050955557j)
114,(-0.04735957602225764+0j),(0.08396880013133334-0.045993594586323704j),(0.5825897330468411+0.14801898675275227j),(-0.13798844371465377-0.12295835247656589j),(0.44982865237804-0.3895543950581098j),(0.05176674247231108+0.08141356559780089j)
115,(-0.11164081445369763+0j),(-0.2910468116843663-0.23258518483408908j),(0.4845035189900899-0.3878402908451565j),(0.05483108759090044+0.07410621487974617j),(-0.6098002730413308+0.29643110551313584j),(-0.04116014586823358+0.06406198276722055j)
116,(-0.7342505478434984+0j),(-0.028647283138343207-0.1682539015811005j),(0.10413220970476775-0.2612180827252005j),(0.3823928691572498+0.5534672864255281j),(-0.25327542768380157-0.032696229636721544j),(-0.46138486702434867-0.10983457137053057j)
