,amplitude,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3
17,(-0.08027638448036256+0j),(0.130473414385526+0.04470032646493703j),(0.05766622014920714-0.048796443534365755j),(0.06344438232939967+0.04829399511420855j),(0.9225323019801323-0.026652458989412355j),(-0.3640893881581895+0.16657023089037473j),(0.04995167892961214+0.0780055232663759j),(0.22827238586322293+0.07420897138276647j)
18,(0.17995166834661916+0j),(0.08254397577799705-0.10158260159005489j),(0.14763183802865357+0.2059716463950546j),(-0.3377643093530642+0.08770782968621138j),(0.8459236006815488+0.6707549924201812j),(-0.1585237926590761+0.11269060587287957j),(-0.0035647008994314257-0.23012067590045776j),(0.04436698249840113-0.053741071020519796j)
19,(-0.0472072933540677+0j),(0.20494272848823356-0.06655539050577858j),(-0.09149296811428483-0.1493808420865645j),(0.12463823380272077-0.13539970598191584j),(-0.3238121185771661+0.26148401643141495j),(-0.02294492349308433+0.3376197494059746j),(-0.07521079833948582+0.12783588961219972j),(0.02165301903806762-0.02373473478402653j)
20,(-0.21822743731770894+0j),(-0.016743184437527057-0.11038301756469984j),(-0.05483885170867645+0.034423812630925185j),(-0.17619938007468539+0.03700347999044851j),(0.842645512169496-0.21813853561061503j),(-0.43621710666773517+0.32118784333113937j),(0.08446191941255549+0.07244612358775486j),(0.03809656117780079+0.0161373781515943j)
21,(-0.29272333908643966+0j),(0.21525038785684444-0.0168950858958877j),(0.033608523632274095-0.10497770930680206j),(-0.1979538604094176-0.1758320035744782j),(-0.7937776478898798+0.492603849800117j),(0.14855313483615207+0.009057516297658469j),(-0.10138680485388114-0.006566009740117203j),(-0.06626469241734365+0.2957221631234057j)
22,(-0.23980931348783857+0j),(-0.14049590860131525-0.08333460790471849j),(-0.053403227867486996+0.16843825905487117j),(-0.10505350588354093-0.38491044079171133j),(-0.08965862384971626+0.8214688011776947j),(-0.20530122127727068+0.18062075205195716j),(0.03953359745419428-0.03002946982155365j),(0.050207304513909104+0.10339760545194934j)
23,(-0.21701835884184764+0j),(-0.06412682755755791+0.026363621128879043j),(-0.11338700252400662+0.014816089425636815j),(0.1335272915169597+0.29641880527772796j),(0.14162887364060323+0.44625538632375256j),(-0.21897890145506652-0.06454066502808233j),(-0.22346703108912935-0.0004116950828638669j),(0.06949393495795445-0.07148513585463456j)
24,(-0.20386665981919916+0j),(0.06497599886429399-0.042523951771433637j),(-0.07962928218848207+0.03863758783561566j),(-0.12034323858063004+0.29159865735571716j),(0.11360257793289691+0.9665628416847352j),(-0.19331102574430048-0.12094685679485104j),(0.07319670519013757-0.3334420611084331j),(-0.15593880451668884+0.08774766399093079j)
25,(0.2277572352066171+0j),(-0.00878238640718788+0.16349410421889027j),(0.07228210259730472-0.022056012297568192j),(0.1219434386123251-0.22498609178983425j),(-0.13688344417018936+0.889719915422041j),(-0.05727185763159331+0.20924818550209426j),(0.16592190752003505+0.1454599095745461j),(0.008648256647586275+0.04628799986136998j)
26,(-0.5568090373365752+0j),(0.13515524427544143+0.03785229742703465j),(-0.022964479980898244-0.039705468569169074j),(0.3964415744799558-0.15561781340950948j),(-0.7535619920503256+0.04967612146161739j),(0.224501950655053+0.20732502687461687j),(0.3125272666867784+0.23296971371969466j),(-0.1943671648598581-0.05834747923924148j)
27,(0.37063131251630793+0j),(0.061206111284924945+0.14258904745643045j),(-0.140339657479853-0.0428907181964716j),(0.5615766199887824+0.06224210625938476j),(-0.14252894688673456-0.09522663661020385j),(-0.27738077346526563+0.04267564517564533j),(-0.009789633053766154+0.1603056463142712j),(0.10427342518146265+0.14038147147405483j)
28,(0.24993452452085382+0j),(0.016765113233927213+0.09223167492438754j),(-0.3218454131628452+0.2695617465152427j),(-0.3079041069555346-0.036154633400691416j),(0.5560108137766995-0.7317039726559147j),(-0.2765118631806831+0.07612722533443234j),(0.12914790891418326-0.009300840714507458j),(0.07885828223457794-0.0341021070871651j)
29,(0.38799699819521893+0j),(0.10232363903640236+0.0856887850976616j),(0.12526081870449643+0.19749532966763103j),(-0.17238768249759193+0.0956438313283258j),(-0.06478460809203775-0.8328931796391256j),(-0.26761224205780665+0.20286788711993664j),(0.08992960982645803-0.2605158652276958j),(0.04675094536489518+0.05066961080900709j)
30,(0.13830370934084413+0j),(0.10447822631794587+0.09850633093642261j),(0.12335437411561198-0.2184146643851353j),(-0.4567490234113731+0.029036599166148955j),(-0.41540691799254187-0.6456168455753389j),(0.20548728853148154+0.20070622193885462j),(0.049382500236288096-0.12101044861945781j),(0.12297129299209371-0.07383750483468582j)
31,(0.03443746079507465+0j),(0.01810635432836319-0.015289813109041803j),(0.2746197420481041-0.030675288122379678j),(-0.01613611036416543-0.23337729022920478j),(0.11788889001333502+0.8023684842146015j),(0.20398899153695035-0.5252521833108427j),(0.1492451453667297-0.17435717890022287j),(0.18471887855203406+0.01724596603712196j)
32,(0.4240082914561073+0j),(0.08166556733322856-0.1072031794832741j),(0.011654362839638775+0.1389831449583984j),(0.1764819123095488+0.22365743347897363j),(-0.20042551075093828+0.6994806910237499j),(0.3453017755768699+0.07539268183041753j),(-0.052539230378985405+0.11350671428582869j),(-0.07874962134948887-0.10586262651139682j)
33,(0.23232884905650997+0j),(0.08889236668865191+0.057858245225898275j),(-0.05262184268627535-0.021276998452446787j),(0.06790405259496249+0.23565919090324378j),(-0.798914719919811-0.23096419710311233j),(-0.028293030989752038-0.11479174756963416j),(0.07567022779132909+0.1589085977192654j),(-0.015297156300930773-0.14638225602517513j)
34,(-0.42224730736174565+0j),(0.05014754581277134-0.03315750338724959j),(0.06983244222417398-0.20127668627964146j),(-0.06266469646301434+0.28310534689441763j),(-0.18287679599417578-0.5202069259060702j),(0.002129899849723421-0.4213975497719197j),(-0.2043711166177619+0.07613332175500959j),(-0.08690370850884896+0.06835694365202477j)
35,(0.08024685643345375+0j),(-0.02274475643262709+0.021188091616276456j),(-0.021622280021199272+0.011221959117640165j),(0.19828337026129825-0.04563014883178694j),(0.7446108891908142-0.41779985567090455j),(-0.3323276642725739+0.13952461930983687j),(0.07325846898130219-0.15821150613985047j),(0.03316972868506393+0.07565784379387677j)
36,(-0.34350725768039414+0j),(-0.13441715786590513+0.08665570821193319j),(-0.22489886363256598+0.10676188919861854j),(0.1543580738766359+0.28095313741833805j),(-0.5863718125401688-0.49180207178557367j),(-0.0019982443398613783-0.3891342993530824j),(0.06882675705054586-0.10787674759393776j),(-0.08266989729273044+0.1839334652866028j)
37,(0.020135199165696033+0j),(0.005781039283789202-0.26243500781430606j),(-0.06339427136090924-0.10646989857006535j),(0.0355896379877673-0.10475566779410411j),(0.3312272314659497-1.1914659162705437j),(-0.08079697079989662+0.14053099560766347j),(-0.04595651575202643+0.005802967765993193j),(0.05059987140179446+0.16308795648707597j)
38,(0.3602018631700934+0j),(0.12733173248340085+0.119571031722798j),(-0.041672275687376636+0.061606646594657546j),(-0.09794398957838243-0.14358840852243512j),(0.3366640339082385-0.6150047638375123j),(-0.03302213142691509+0.307899973890755j),(0.003859780851296882+0.0783753200027914j),(0.07735733037511293+0.0771589037314832j)
39,(0.20885410112432284+0j),(-0.10918331868641941-0.08374818325542271j),(0.12001457336937374-0.011541964703967598j),(0.09709458630530651+0.39731821338866335j),(0.3920636549330034-0.4680506967184546j),(-0.29428348131889803+0.0693256162291975j),(0.12165805769331525-0.010131893192921317j),(0.09661208183237663+0.007499846730331591j)
40,(-0.1786665260897929+0j),(-0.07040798608222125+0.04697460578764114j),(0.05203780363559203-0.05527732223467023j),(0.19122100048015464+0.07857020748998236j),(0.32286520665371105-0.09809532420142152j),(-0.23119054316552567-0.10541123852289663j),(-0.027812243374981116+0.04560945919982272j),(-0.04846504570022806-0.004314522261967116j)
41,(0.5463922984410634+0j),(-0.20038319307808616+0.0378508407259297j),(0.21382676962592476-0.31655402001349753j),(-0.2123363072839987+0.39874132995741185j),(-1.0171681772033112-0.18390237429630654j),(-0.2032841152562256-0.004597941561162895j),(-0.0650746496845523-0.010513934704053901j),(0.024666371427253635+0.1698958516475114j)
42,(0.07405428710935412+0j),(-0.04573729266761543+0.14670812014935614j),(-0.04916752538455757+0.24744324113401045j),(-0.11518654212667483-0.11512732559768007j),(-0.24531093186617609+0.8267057285526633j),(-0.22032326586556805-0.19127622923096524j),(-0.18730592927291698+0.015954545101985174j),(-0.0010352046742718424-0.01534189725052336j)
43,(0.017451110958659588+0j),(-0.030205666104952594-0.0007252041366009041j),(0.1736884710172798-0.03411824694735953j),(0.014984497359317325-0.18336628638078573j),(0.7843088528946099+0.13917685259571003j),(-0.32148350555668326-0.17133618295436467j),(0.20029183339057843+0.1614540598181889j),(-0.04443636219517798+0.16169614198226762j)
44,(0.3191148172614496+0j),(0.025989560472799766+0.019296694963403783j),(0.05595601368699656+0.12388109038852918j),(-0.10115945608169659-0.06451918163115988j),(-0.707500890692003+0.4203632591038673j),(-0.022626458162218893+0.12676837156623527j),(0.10909238475671201+0.0459371623009086j),(-0.047196576682815336+0.009817360138513344j)
45,(0.1207940724846726+0j),(-0.041593279237081004+0.06411545879699991j),(0.2766823105525995-0.20921646952031223j),(0.09013543400985331-0.20184645236958765j),(0.14735933296113762+0.39868293274617944j),(-0.01591537132440674+0.29027383778371896j),(0.07114558701767404+0.031229308208339464j),(0.09240492938640275-0.09742783811584149j)
46,(0.1207940724846726+0j),(0.10063331375188281+0.0011085221502311338j),(0.10891063038623636+0.27088833614145963j),(-0.3424480429791548-0.023811359910688584j),(-0.2450206515997273+0.032127349744888026j),(-0.11422250651991858+0.5179287772765055j),(-0.04365794099844024-0.04164256808437242j),(0.11718971732440636+0.0037967547433590486j)
47,(-0.4488320350119691+0j),(-0.08047456577257445-0.02544283692196119j),(-0.186835428670862+0.20930272627071353j),(-0.23937383136969131+0.005256108154073402j),(0.7302234174973407+0.705506328564615j),(0.2189101320018982-0.03521002172035812j),(0.03527618054917998-0.13310061416902666j),(-0.06813041973762074+0.11605717961948471j)
48,(0.02807552171118164+0j),(0.07312799522226085-0.12293645769852851j),(0.08078619170728925-0.01929277487618794j),(0.04903610997642814-0.24106099719764185j),(0.4060963490821068+0.808882721075155j),(-0.054629988479090646-0.1478301251965164j),(-0.007771541624491313-0.1258905644392321j),(-0.09262868649874917+0.007013616137879285j)
49,(-0.12646155437729584+0j),(-0.08968236027168598+0.07924100474521824j),(-0.08721767174218746+0.023698979741033105j),(0.02564718179920837-0.45433553583780545j),(-0.08657051501347057+0.889158973459613j),(-0.16003998968664476+0.15371779572559993j),(-0.02217461717847225-0.13434546040379j),(0.04574728911428794+0.09736340353365036j)
50,(-0.007871118755360146+0j),(-0.07726781589876172-0.004787588859932149j),(-0.12234203049330505-0.0511100466572864j),(0.055540319520922615-0.11137904296026122j),(0.8188841812221995-0.8640314280726525j),(-0.31051859540665033-0.2048325513135114j),(-0.004313679189389545-0.06408262092242295j),(-0.08054921761117365+0.008823217624815667j)
51,(0.21229568585394332+0j),(0.11783892847679742+0.09513051650363265j),(-0.14464232185608566+0.12782122543524194j),(0.03644703643791306-0.20445891177809516j),(0.7006926437592303-0.6340157432092537j),(-0.2917598994303634-0.0431204802396703j),(-0.06075125295573746+0.01719565093097235j),(0.11949652877237853+0.22340203019784227j)
52,(0.41423772548011295+0j),(0.12106122114029565+0.09107145593278591j),(-0.2977567629534044+0.09549224058870708j),(0.1852388499185622+0.0029081830052098273j),(1.0091895772055068+0.42793243670301334j),(-0.03585048421441093+0.020429430144460782j),(-0.10828524486832747+0.03055155810639456j),(0.022870629859454622-0.10909182207958885j)
53,(0.1180057364189803+0j),(-0.18668688053051433-0.07235153088415561j),(-0.03610665460222154-0.053343125486665297j),(0.15347286012370764+0.03919623317143325j),(-0.009021062841033545+0.4516649137054283j),(0.09920768441678113-0.2584077225306696j),(0.09579070084291838-0.02416489810750761j),(-0.013255550752525165-0.22142674785146196j)
54,(-0.12986348844771023+0j),(0.02175164749806944-0.046457813274008705j),(-0.09295244110832966-0.028439641497510784j),(-0.03008808570366211-0.05085643024570695j),(0.8950137604207699+0.22433980740039572j),(0.1331360288142106-0.30069395675273036j),(-0.15062292108059272+0.11333099654954319j),(-0.12148481350734784-0.008688851130430504j)
55,(0.1410224716237915+0j),(-0.05678328104795584-0.0215736891399384j),(0.15072678619799046-0.03262285640975953j),(0.05978376477696398-0.24593947200183344j),(0.4941913417511577+0.8468069988943026j),(0.052035027779266746-0.06078041258872331j),(0.0525738916566687+0.1219564694081094j),(-0.04630645051572424+0.16377037529335495j)
56,(-0.040839599466485674+0j),(0.07570277633480901+0.026253169400803515j),(-0.08763574694788111+0.1093144824692966j),(0.23808671902012402+0.05953699924538204j),(0.10473074019805999-0.07598768224762566j),(0.2780260245848464+0.11630166203272782j),(-0.08927116475606764+0.16656415802492808j),(0.017357797293373528+0.07465911388171778j)
57,(-0.11078478463550351+0j),(0.03182299163367272+0.011264567527147603j),(0.15564659591051788+0.02139238078712076j),(-0.42640337282992224+0.19898955484653807j),(0.4676795417971705-0.516749645836421j),(0.07082136721802891-0.05082301040080991j),(0.20153058074719682-0.062126304793855336j),(-0.004056962461280914-0.08685558065700566j)
58,(-0.3946539591007034+0j),(-0.14196422576341283-0.15192660177800504j),(-0.03420221289275786-0.08038874016966263j),(-0.08352605173883085+0.2834333768364604j),(-0.3871222022492617+0.5734804037286849j),(-0.14029523548140452+0.16012611093531384j),(-0.056811762706256735-0.16374589506638657j),(-0.112518905877109+0.11751406995517763j)
59,(-0.376185077642751+0j),(-0.08851061546672129-0.013928038510653466j),(0.1267427461476316-0.18778750518562914j),(-0.3071959626522862-0.08038930246218054j),(-0.8314581001990814-0.1712394931266913j),(-0.08374839188200643-0.31948809682913204j),(0.08600790226671959+0.1562773729361134j),(0.17998725827739911+0.08688445887886738j)
60,(-0.1279493067808702+0j),(0.004402291563281293+0.046717642155809286j),(0.006926219442239173-0.023785086643671752j),(-0.10458653931704556+0.015704071322730245j),(-0.6070079255449404+0.37120044297644617j),(-0.06268712279529783-0.19375396560603164j),(-0.022671144696666076+0.2924200418620606j),(-0.09725565678446554-0.053155189768257616j)
61,(-0.04536546856504131+0j),(-0.113330831387204-0.03471259000172923j),(-0.014653357809659678+0.19644754872644749j),(0.3715841960091929+0.05805110030849665j),(0.7080956318762556-0.746637428519382j),(-0.32578874491545157+0.399305043440112j),(-0.09052140376772241-0.11290453173433192j),(-0.04129593441190118-0.03149866059584873j)
62,(-0.0656718158865125+0j),(-0.08382755881818255+0.00901509655476275j),(0.0066932227001108985-0.03185969730419383j),(0.21401974653954714-0.41087440374815704j),(-0.4441229581300823-0.9370308846984124j),(0.0212192293529736+0.1432896964823719j),(0.02738200506906046-0.06755022776977608j),(0.04383185760829858+0.06375301128337069j)
63,(-0.22759083371630584+0j),(0.2575375184733034-0.06033294167689504j),(0.10293235791225666-0.1161805824089725j),(0.21327895113769996+0.18055790480257375j),(-0.7715809264930431-0.65202833596181j),(0.01296237423957572-0.23393801872342887j),(-0.02034415594279596+0.09026363770700133j),(0.06015186343279312-0.05516037250994557j)
64,(0.5757192828051885+0j),(0.20529441500229836+0.05592463748020135j),(-0.05767513781099566+0.16759272058052824j),(-0.2610145395990151-0.3238267656219368j),(-0.4143208765241733+0.05664047969385008j),(0.11271288559186286-0.0010514031185326414j),(-0.25433280817901993+0.10728627857641665j),(0.19018692649158966+0.07828851475313424j)
65,(-0.41793042288514415+0j),(-0.15619429809285273-0.20517758717512227j),(0.22388887256238302+0.21399503030748557j),(0.05903355770542351+0.007871853913884258j),(-0.3064405572073754+0.067790537868117j),(-0.2890241574499683-0.2749030701327815j),(-0.07857350160946347-0.0599162134836153j),(-0.1251290822804271-0.08047641014098739j)
66,(-0.1096897499110146+0j),(-0.06292437991453871-0.03921722850763968j),(-0.09733052368344555+0.2094830613814511j),(0.2997269611873208+0.13986562232582994j),(0.47792530127193317+0.1789734716326465j),(-0.34274245940460235-0.08557738945705491j),(0.23672380225909823+0.06092949119723208j),(0.08285548942395513-0.1645584556273011j)
67,(0.10720632424503207+0j),(-0.05986969678106538+0.062348861414856294j),(0.18388369020439121+0.17947158909593044j),(0.07383278510295718-0.20371250621251286j),(0.3341284737181225+0.4486888607740484j),(-0.10196047052037277+0.17801572549309058j),(-0.18711282743583899-0.17186614412880696j),(-0.05628928936199105-0.18456904858300982j)
68,(-0.4043485456015704+0j),(0.031081728511202764+0.04670439701404789j),(-0.1914123948496067-0.1101653561103968j),(-0.009024385444686818+0.3371200426219681j),(0.8188638558726563-0.8616372382404023j),(0.16066804042241253+0.18993377456963323j),(-0.020440515532594645+0.1905833814126408j),(0.09874225088881185+0.14295601152497553j)
69,(-0.09476410937917212+0j),(-0.1047983801128766+0.0029879448103431808j),(-0.17782560785565807-0.07432440969682923j),(0.10831938310580576+0.09486382520082454j),(0.9854499571948288+0.04731812460301445j),(0.07283419840069841+0.34961668524499245j),(-0.3279425710811221+0.009890365599646617j),(-0.09089620342549332+0.058254266361279824j)
70,(-0.09776004209422395+0j),(0.01461596598347386+0.040256116339707645j),(-0.3203867485332392+0.3919070420316784j),(0.016181003807949807+0.01752252120843878j),(0.7914122239078719-0.33285788065537614j),(0.030940048149439358+0.01705486971232361j),(0.19339521323377953-0.031334472347842826j),(0.0014404705582911573-0.04143517819625969j)
71,(0.6091602334286746+0j),(0.4097705408437806+0.09488911856790519j),(0.005273782495188451+0.495238306605561j),(-0.4067949088729425-0.15555879051354415j),(-0.40011200664716984-0.03905714898315904j),(-0.15682981102396726-0.24941012255455164j),(0.1812114092871216+0.14682750324928368j),(-0.02775764410529075-0.007695136256144645j)
72,(0.34491609939903844+0j),(0.04654796470880826-0.10356436188526826j),(0.17803019990203+0.06321100025149501j),(0.042531733041205916-0.1489023650716288j),(0.29508782132985-0.29868802335813716j),(0.07061340027324771+0.27201040420269307j),(-0.015888569165533127+0.29495166754876945j),(0.13773624722847527-0.02981128313244067j)
73,(0.09411206751899574+0j),(-0.051940480536884825+0.14428990715653583j),(-0.09450728169223563+0.27353747633157055j),(-0.26483894158701926-0.48983885906716285j),(-0.08268009829338913-0.22476180805679524j),(0.04038605384847093+0.3897777578340368j),(-0.1503857603678018+0.009499973736568537j),(0.009278194511837645+0.052622259096790344j)
74,(0.45700475749295927+0j),(-0.04412379967842844-0.033836885970150526j),(0.021365408782364245-0.07688765261355715j),(0.03754120936118355-0.6994659232552087j),(-0.5081287537265617+0.6372370472162089j),(-0.22344899912074365-0.03922483852288247j),(0.013342333258841363-0.029865183194575304j),(0.011935552736163785+0.02728036934719858j)
75,(0.06521131868501755+0j),(-0.13758336349200936-0.014753551056324784j),(0.05280792491319675+0.21338495228713447j),(0.049280629498288375-0.4080856119837276j),(0.28896180999257337+0.24643601290626677j),(0.08594667562284297+0.11335453339508768j),(0.3185327127160784+0.03749605882417513j),(-0.03967321451336207-0.024144649236716532j)
76,(-0.44877285682658896+0j),(0.02845755095455569+0.03146651000291072j),(-0.060490725856301684-0.14107747583478467j),(-0.008228316879633067-0.4261649608656177j),(0.04521156094248953+0.4593741634335752j),(-0.2983332970928162+0.01254498306612295j),(-0.14066428612620469+0.08436007723459936j),(0.021509509464239795-0.20846136129085358j)
77,(-0.2221225818541567+0j),(0.019705421922110243-0.04841992071054625j),(-0.18214131577142081-0.07166458287073454j),(0.5434651945248521+0.03796293841557651j),(0.15617664748148288-0.7331371007802262j),(0.19024669824927115-0.1682755565535008j),(0.09014465106001994-0.01506574254047821j),(-0.15863457588908242+0.12016797334663523j)
78,(0.2735672364152879+0j),(-0.0050722797779536415+0.05302456293594292j),(-0.11264850945164509-0.01863078831003117j),(0.3783952119836781-0.04104356094979707j),(-0.37076273605434484-0.4718001475942793j),(-0.30252239199765446+0.15506904717655445j),(0.282921335353549+0.1040362025121128j),(-0.08537685546561416+0.04205389536799176j)
79,(-0.02251059814784262+0j),(-0.10487799706185214+0.12264178758750992j),(0.0765580623076394-0.30200568242112935j),(0.5212481865097773+0.22833218698201962j),(-0.4755697009668008-0.4681113649557917j),(-0.24966925842431464+0.0017138937229209394j),(0.2184432307055779-0.1860374839066092j),(0.16986405967348714+0.03920031958670236j)
80,(-0.5498409451183326+0j),(-0.028038701977426743-0.02016059219180792j),(-0.1445195153125128+0.024751572574666154j),(0.23396910567787932+0.14850626031843034j),(-0.7216942044833494-0.3712305087281782j),(0.04081632619128142+0.02897899491924648j),(0.07518455805752144+0.09371264690773097j),(0.19244232199985833+0.02628668342783297j)
81,(-0.4987010089687137+0j),(0.11732339228457958+0.21663725691498878j),(-0.036868697336187944-0.08017368963603812j),(0.3440866826343591-0.40817938325679176j),(-0.35565558514244383-0.10379680904445698j),(0.25753766952362256+0.2363723073939667j),(0.283552545733506+0.18604424187916024j),(-0.22331736451425083-0.05346723159347453j)
82,(0.16465825261187497+0j),(-0.08255588294831384-0.07738002157797601j),(-0.2110986795569629+0.05734444148495093j),(0.05890119180030666+0.06280063136656582j),(-0.19064328074656958+1.0926931576342913j),(-0.022567800342320074-0.050862309673699535j),(0.09940205687491174-0.04048775238534014j),(-0.04843441280828663+0.021724139471847252j)
83,(-0.04525165424965144+0j),(0.008753318939698475-0.1740953556882112j),(-0.14882902577601528-0.02409758873458051j),(-0.13554541204805168-0.44930135536405247j),(-0.6319016486751666-0.30554493046881626j),(0.26342376717374766+0.07739544097728202j),(-0.033272218558349595+0.04839673298318292j),(0.07997649435667623-0.006371381447137205j)
84,(-0.5394990871672748+0j),(-0.024870584783437632-0.09059380930925781j),(0.021369768979590566-0.0038073787587065144j),(0.0532799584914381-0.29741781518135313j),(-0.37613507130176904-1.013462782002383j),(0.24242758641307643+0.3363331495924163j),(0.011980934826958289+0.01391539625621592j),(-0.09424990477094367-0.09163566339897418j)
85,(-0.09897617175998139+0j),(0.05593140427708361-0.06694207632369188j),(-0.022937691754493925+0.08931817280225589j),(0.15353680425560345+0.13386317518393362j),(0.4894410735336775-0.8098048556417027j),(0.18059134779277414+0.08072993210236051j),(0.09028586480778632+0.03943974326983905j),(-0.0016891674490515929-0.09045854035102799j)
86,(0.22972254750926246+0j),(-0.0778201649804153+0.16409125577285194j),(-0.009037708690550476-0.12163145355055509j),(0.2044950610941535-0.0009482660321714353j),(0.0744187015378242-0.06559672908084278j),(0.5654629374777755+0.12288043154333406j),(-0.28152993230089707+0.008529581268107878j),(0.03222481083516916-0.06294846829131649j)
