,amplitude,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3
87,(-0.10605111400239403+0j),(-0.0913517888893694-0.09262388510879627j),(-0.2854395512228394+0.08667287619819902j),(0.0572828451052965+0.1496295884376599j),(-0.9966786126257775+0.038831859720392346j),(0.19588355059393528+0.011612945856358584j),(-0.2896035002180582+0.2105059064307576j),(0.09023705319204195+0.14195311083134593j)
88,(-0.04648257640601761+0j),(-0.0647432745090277-0.06807348284411938j),(-0.3585632419961207+0.0436774208652354j),(-0.027765958267022686-0.07253298887316456j),(-0.9539529923122564+0.002544793889434486j),(0.08259046049172276-0.09930649242690823j),(-0.26869107187150504+0.14939324709585278j),(-0.06835395397378212-0.039786112286378385j)
89,(0.026120068716823347+0j),(0.07111708110940167-0.004892946129589015j),(-0.23826511516094068-0.07621144178366115j),(0.2589494581981424-0.04513471761827623j),(-0.5037436060535968-0.19274608273640503j),(0.024105729538807564-0.04205830417041448j),(-0.09023598203258623+0.07439475013490214j),(-0.03503381863172676-0.12686838427435596j)
90,(0.25009305062805026+0j),(0.0251963986814612+0.0005145810443346402j),(-0.11729880111233743-0.026012997850241186j),(0.22840803479877486-0.14604704450702766j),(-0.27009531271986087-0.5803439589631711j),(0.13087719911992432-0.10717724184281659j),(0.01818800742603311+0.0852203138564416j),(0.06503811227000422-0.07770526728922265j)
91,(0.16835285407807535+0j),(0.07739708985737283+0.0058864384338952955j),(-0.12427888016782125+0.18502243198236962j),(0.28097207970644617+0.043988311844453315j),(-0.4384186145785148-0.5266925443567424j),(0.021778595666612555-0.009698147568839173j),(0.024153794259560005+0.17281531728065028j),(-0.04757341128737606-0.022888229053360007j)
92,(0.6411837777462422+0j),(0.021276512449921514-0.14619285729289014j),(-0.027726301367125096+0.12653449211473275j),(0.25913240115517916+0.24954922419802913j),(-0.07997920949085463-0.5249378971242051j),(-0.07639943176622951+0.09125059775203462j),(0.03964890942990843+0.08416294300489323j),(0.015046931399102329-0.05194701218608313j)
93,(0.5732356722159009+0j),(0.10079112374851143-0.022733482026135475j),(0.19505113339475574-0.17799168398666684j),(0.6741879088597287+0.0710212734171038j),(0.36256415732955793-0.29007884629765435j),(-0.40546991765966567+0.3680887127432898j),(0.0553870719016846-0.24833409589853392j),(-0.0397152568310663-0.09369063993382393j)
94,(0.25759019580008347+0j),(0.07171863087964117+0.06684734272485646j),(0.13179691824096762-0.09102062385180615j),(0.4177059236438359+0.25343267061779856j),(0.5083719181780364-0.39927597616870303j),(-0.43046467108416697+0.2821647256066801j),(0.006771669792864948-0.47501576813552604j),(-0.1503092380334109-0.036910579120597295j)
95,(-0.06959223887829952+0j),(-0.15329398785430606-0.16074470280564765j),(0.12146697321771625-0.2629032355577387j),(0.25680765357504637+0.3889345843034772j),(0.7286709991732976+0.2943096415406612j),(-0.31415116672593135+0.10783100873244897j),(-0.19374553192933808-0.07588660329235193j),(-0.06768344428646186-0.08522785244543298j)
96,(0.3055606531444286+0j),(-0.1816957211255757-0.23302220487943145j),(0.11302671495295782-0.07746831479299651j),(0.20816060678041334+0.5552956472001775j),(0.7070164658273135+0.34179970101954466j),(-0.2741728683968399+0.0018083785630797627j),(-0.17309333688064318-0.09276295427124258j),(-0.0011271587190167399-0.06981540224290433j)
97,(0.3055606531444286+0j),(-0.21975061804942378-0.2101839506986534j),(0.11332793499286327-0.08469765014200295j),(0.2987573643584961+0.5032821012112132j),(0.2066846873079745+0.2977089696701431j),(-0.36409223024466136+0.10877729856165434j),(-0.17468003082548333-0.08276322440861346j),(0.0027691531833774208-0.2006620324455159j)
98,(0.3055606531444286+0j),(-0.21975061804942378-0.2101839506986534j),(0.11332793499286327-0.08469765014200295j),(0.2987573643584961+0.5032821012112132j),(0.2066846873079745+0.2977089696701431j),(-0.36409223024466136+0.10877729856165434j),(-0.17468003082548333-0.08276322440861346j),(0.0027691531833774208-0.2006620324455159j)
99,(0.3055606531444286+0j),(-0.21975061804942378-0.2101839506986534j),(0.11332793499286327-0.08469765014200295j),(0.2987573643584961+0.5032821012112132j),(0.2066846873079745+0.2977089696701431j),(-0.36409223024466136+0.10877729856165434j),(-0.17468003082548333-0.08276322440861346j),(0.0027691531833774208-0.2006620324455159j)
100,(0.14782001026590086+0j),(-0.1263656270787283-0.206461300954525j),(0.1349475896203744-0.012404652955422629j),(0.2650270967978747+0.4002112018516947j),(0.22273659398818152+0.22153747053338885j),(-0.4409382761924662-0.04157344831664557j),(-0.12172888703615865-0.14889702526085832j),(-0.16974855599002142-0.04548128176126401j)
101,(-0.13151618252640665+0j),(-0.248932424922139-0.09112327836986595j),(0.0535383935799215+0.03158408279379657j),(-0.016328532593296308+0.12951675120710465j),(0.13190977641761087-0.29142462295110505j),(-0.257033674236252+0.05663475301121838j),(-0.2843225694614144+0.08540453925137471j),(-0.0034562038253010685+0.11004347136116177j)
102,(0.07362438798396032+0j),(-0.013108986159858636-0.06731675355642748j),(-0.15635392714263766+0.23959002093250473j),(-0.163015123910189+0.30793420544769656j),(0.5734807523200153-0.5883501882296928j),(-0.047977372855106504-0.11226260667353088j),(0.08959523528666605+0.06527665327368813j),(0.0025180612624155357+0.13112300140302752j)
103,(-0.16794034802013977+0j),(0.038303969076561716-0.06483134741076599j),(-0.11281568263037009+0.15779660897651115j),(-0.38154998528990536+0.401627173114862j),(0.08633148789586564+0.5845369117319177j),(0.03016509671565743+0.0870913076583301j),(-0.07914034567230133+0.09716242173220493j),(0.04557476502173352+0.07220255125594155j)
104,(0.3114038649237616+0j),(0.0020850172471583925-0.03556667649253377j),(-0.148579574354148+0.08657166755407938j),(-0.13415381175638685+0.3933822102988364j),(-0.12990790115397452+0.47509468127839855j),(0.008914225535847545+0.13139306521039204j),(-0.22458907520232244+0.07635317221959746j),(0.0829706017969348+0.08531749408666103j)
105,(-0.5949982390671059+0j),(0.11995094297087938-0.05455143426519703j),(-0.09288499537593897+0.05101150866785125j),(0.15963917215459522+0.35153654417655084j),(-0.4632927960904745+0.3345672612367107j),(-0.003829294352714077+0.154116482321308j),(0.14514814426793973+0.003935772785005183j),(-0.16056005456780237+0.039762597316202825j)
106,(0.2567094190488408+0j),(-0.002159716370812183-0.011731473746059248j),(0.15765152717003847-0.003704661584058435j),(0.29343010649416806+0.07258070697620052j),(-0.22708822112983243+0.49263341941022515j),(0.10211300158863354+0.05396279355121554j),(0.122229506061938-0.1959750173617778j),(-0.12708478532362696-0.08151613308408172j)
107,(-0.07312222415489528+0j),(0.0676958702563461-0.14001638345313772j),(0.17091255489218415-0.04720221429905742j),(0.03103656864246712+0.10862904167243242j),(-0.28141472045440813+0.5945361200425963j),(0.10894374194141979+0.07412952243872976j),(0.10475615798887183-0.17612660135524597j),(0.012031537126291323+0.10051642738934082j)
108,(-0.18308045004532758+0j),(-0.015492950457235824-0.1528137730045515j),(-0.07390191303720998-0.010912900017835583j),(-0.26575008316153714-0.08226977776518718j),(-0.6266580446811801+0.2575242353046035j),(0.21584601693003702-0.05318338257674582j),(-0.21975946515964453-0.0007586439533032556j),(-0.09586239860263311-0.09037593936270252j)
109,(0.3532366809115898+0j),(-0.09184590911622525-0.11362562890649311j),(-0.1237249463466139-0.01562141317867908j),(-0.48941372898334456-0.06312583766904412j),(-0.4253457723091689+0.20002598622871898j),(0.14073728127643131+0.056526122583419186j),(-0.03285466948448453+0.007377790165414594j),(0.07990273228893795+0.031799465671535014j)
110,(0.19015756218521226+0j),(-0.07738600904297481-0.07114808341640985j),(-0.1901963526321065+0.09081216256015455j),(-0.2748750867125302+0.19654627427350466j),(-0.2613301795479832+0.33322090826697415j),(0.24146119996485366-0.20813502045311483j),(-0.1159424787371263-0.007119377907284449j),(0.02591110347537373+0.1171828843033538j)
111,(0.30608211983616057+0j),(-0.05604809082949517+0.06685982605828078j),(0.18763591623967923+0.10962636151071888j),(-0.22652097615518535+0.3387036572060918j),(0.16792084162299326+0.49285055254009064j),(0.29518492539195723-0.2063728187106639j),(-0.13832561777068514-0.04826414951334844j),(-0.06747810199020912+0.11690092640574469j)
112,(0.04203010138038882+0j),(0.08300967511258696+0.03946627696096612j),(0.020355696869200336-0.05888445305810457j),(-0.2841379843743564+0.16968331037132411j),(0.0768930292514563-0.6195951897293133j),(0.2851909208078217-0.2355689798712496j),(-0.281156841020545-0.1322836196478338j),(0.08766881586489433+0.05192515841581266j)
113,(-0.5431640988378861+0j),(-0.08365591838549319-0.12741828224845475j),(-0.18216201147557054+0.03027610239535497j),(-0.15420270999392321+0.23900099067060446j),(0.16607354391042412-0.5481435823909931j),(0.35033661744320854-0.12473219015474397j),(-0.3112002962527524+0.07689124798882928j),(0.017150509178554207+0.0577743403653807j)
114,(-0.11808444159774623+0j),(-0.01929535045910729-0.03279760006080862j),(-0.162868950046052+0.19909607008238595j),(-0.2798424231265164+0.2238549076490659j),(0.7117200899900148+0.04523142772064832j),(0.3847581418311114-0.08993267298901805j),(-0.03740466251584408+0.03900118164902789j),(-0.0855903544103612-0.007771920662263846j)
115,(-0.48400808959145114+0j),(-0.03162595126787063-0.0881563588866848j),(-0.275666177704028+0.1264086186223482j),(-0.22766414829661075+0.13867334410223214j),(0.6768654106283221+0.1479576358674583j),(0.4372831189169681-0.10831405708907352j),(0.017057175523415243-0.03961314229219893j),(-0.1678109572165403-0.010610842434448584j)
116,(0.2650156041915437+0j),(-0.028683981795645408-0.043482291622856106j),(0.0702229176374945+0.1275362218194233j),(-0.3722149591301943-0.056145314176631725j),(0.519013710227292+0.33540117294000393j),(0.4395050489609211-0.03373973239577423j),(-0.07341488815835892+0.13283054494295105j),(-0.1079816500339505-0.02389491145836962j)
117,(-0.13680040989401487+0j),(-0.027819163154473213-0.03501455876701907j),(-0.1533308391648282+0.09218539563564973j),(-0.2753725274132404-0.3108228196555378j),(0.6365978934079789+0.3052858870123506j),(0.2839037173870339+0.24320531677428286j),(0.0526197370913268+0.08273508292641812j),(-0.018772368749033912+0.016576756540474396j)
118,(-0.13680040989401487+0j),(-0.0683739195495-0.19655569119846344j),(0.018042009803043248+0.08062595459454838j),(-0.36639680181179224-0.2878875928301417j),(0.5110883048851301+0.31793526127326055j),(0.3976708080606241+0.09079775198309299j),(-0.08264947157224643+0.2006589526642924j),(-0.05706692352226497-0.07775665353864011j)
119,(0.26304201928239357+0j),(0.006965881417802504-0.1540193785217727j),(0.2503429332537316-0.01956187770177645j),(-0.11050976989098485-0.10618001554007829j),(0.4360811342824308+0.1727113073082697j),(0.4220755949071815-0.29106043518178626j),(-0.10504489457014915+0.11071326117863065j),(-0.06670968296249052+0.006202820619331854j)
120,(0.16095320156442944+0j),(-0.009450278752939478-0.09736511085431813j),(0.26880586032807124-0.09845054310291616j),(0.09747747136966384-0.08489771295676321j),(0.35283327219441807-0.19664150591148014j),(0.1870861395041466-0.16647483347895625j),(-0.1641867182133683+0.1800473504113116j),(-0.06784497317857552-0.0044500686815956815j)
121,(0.10907140106790475+0j),(0.016240925787287856-0.09922730642644739j),(0.15996128336190918+0.10819462007471886j),(0.09928797648351184-0.3238724635206216j),(0.18476548444957724+0.3851417016724378j),(-0.06538114176572113-0.04235703128299247j),(-0.22515773764036187+0.11832393176269194j),(-0.024545672475970164+0.007720599866840535j)
122,(0.21421902118353542+0j),(-0.034539517105179184+0.19692483689752172j),(-0.03843556142913761-0.15447713729786697j),(0.11524706171737345-0.16302895358870356j),(0.39533484644280587+0.37457135026093763j),(0.36642176752886835-0.0885770540291474j),(0.05310361391793746-0.025285648640177193j),(0.047910924089558854-0.0025842640057948535j)
123,(0.17546290036648+0j),(-0.033359734102516726-0.035465119641881704j),(-0.03021828904222857+0.062401749351708335j),(0.27788926815530873-0.08231553148045223j),(-0.0013047581283382329+0.6486976730728009j),(0.37794686638008146-0.46602917595651705j),(0.18753832793459393+0.15359640896635962j),(-0.34383141979250853-0.012386441100319591j)
124,(0.4959311154390177+0j),(-0.08221173667209926+0.04540716943217618j),(0.0990540617938564+0.015353920601537592j),(0.39783820253600055-0.171321736537985j),(-0.004381355259618858+0.5541270739313794j),(0.2164621368797312-0.2602997545292759j),(0.15726091274161025-0.15741449757164996j),(0.052202494245775895-0.19036144188194365j)
125,(0.3448556034866888+0j),(-0.08675197717813947-0.08606876585991642j),(0.1303512927557076-0.019591490938304743j),(0.4744921938550575+0.09386563852708636j),(-0.3868244951990809+0.5978850044798573j),(0.11925756976844616-0.2552755606342728j),(0.12395499424207396-0.3362051243597539j),(0.080859733612584-0.10162630908010349j)
126,(0.3448556034866888+0j),(-0.07615894270464776-0.08365522536866607j),(0.09133370446921418-0.035316480258288874j),(0.48628217576624577+0.3251051712105421j),(-0.3572450822964233+0.6153537590692033j),(-0.20939337775966949-0.187437954277827j),(0.1500789507922883-0.38529830227443024j),(0.16943450318022507+0.019582582946433447j)
127,(0.17268429578530375+0j),(-0.1486412724769677-0.006920792163590941j),(-0.00984197717350058-0.047856825915307113j),(0.15172397116360647+0.010766685952808594j),(-0.32408926895331314+0.4565208299618483j),(-0.06151121827831519-0.3634612881627974j),(0.07569629927726923-0.11666595790957582j),(0.010585513737075614-0.07473330047771297j)
128,(-0.03997463504430612+0j),(0.02278037047080031+0.2516956999417849j),(-0.2095834060730811-0.18355440374819898j),(0.06696936342637251+0.1917022825821262j),(-0.17747674762401355+0.04673342632139768j),(0.1508724585509291-0.18433108592809927j),(0.06269605088082797-0.06842525440445776j),(0.018763847098402252+0.05438323509687551j)
129,(-0.11170548652209493+0j),(0.0491764170073144+0.16829852422299482j),(0.08807455995346225+0.2019951414025933j),(0.006805188278632496+0.25443197447158705j),(0.20264962734170178-0.7073375111207569j),(-0.15091278579262363-0.22402021706142417j),(0.019491445022547793-0.24964234945809188j),(0.015530676273579557-0.00029431174069796673j)
130,(-0.48675117745016666+0j),(-0.03312193280047892+0.0851891898832983j),(-0.18360771431306094-0.04819461916213975j),(-0.3849398796795536-0.09580805912716261j),(0.49210875131525306-0.7404486781604803j),(0.05718079034079512-0.3330198040222535j),(-0.20396656351017411+0.02098920554204564j),(-0.02097403705049386+0.14163354360653396j)
131,(-0.0326116646256281+0j),(0.026967966786529317+0.21452994828346986j),(0.010785739573158145+0.07759799890103619j),(-0.40962985403109015-0.21709092176724096j),(0.9500200087097438-0.6727238414665986j),(-0.03685308472091452-0.39113293931016296j),(-0.031160071449623628+0.11636415810938058j),(0.005716045756611466+0.09390235893092036j)
132,(0.0994036295405347+0j),(0.002615018434757391+0.1476984551469479j),(0.13927474588754835+0.04443236335165767j),(-0.23218025953477708-0.15517708653317658j),(0.8285888344642544-0.7418852996757888j),(0.10608158015217393-0.2953365582839263j),(-0.00920798768620686+0.08524940917738172j),(0.08778345374543545-0.07672282410051648j)
133,(0.2950260502411321+0j),(0.10346357270776144+0.14394314487331814j),(0.03279489473646806-0.0912250336205831j),(-0.3209586993040114-0.16967104549462758j),(0.8122020248313123-0.7411844448137795j),(0.06322973142521632-0.15408406751923187j),(0.08708006528362325+0.09343326051444426j),(0.09020940332521543+0.1341341007166627j)
134,(-0.06593102466468295+0j),(0.10046735197943406+0.12307772641131255j),(-0.04665878023904384-0.019843984324816377j),(-0.13386217539667897-0.08973704919552687j),(0.6236174068133735-0.7261728644891406j),(-0.25113916310924894-0.29174998107121114j),(-0.08448448480159623+0.16641823888823754j),(-0.05750761147607654+0.059424884653573824j)
135,(0.03976718459699648+0j),(0.08615578334428486-0.003807007192158207j),(-0.15974240735713688-0.08612042663738602j),(-0.2738859264309024-0.16746810168807166j),(1.116384132124242-0.6701482848432716j),(-0.21764163104967513-0.32973202854588757j),(-0.17142688032863782-0.01669139114953694j),(-0.004264937137292771+0.10130897964379225j)
136,(-0.22874499301549306+0j),(0.004660315822979849+0.042479414774078045j),(-0.08211875919006552-0.12010394796403653j),(-0.3029876606644038-0.08418958037738494j),(0.9656689746497706-0.5919651415602444j),(-0.04975331247127791-0.40481279237455325j),(-0.1462469936842582-0.001825305389772644j),(-0.11606867420512279+0.06813748538457734j)
137,(-0.005828994208501102+0j),(0.10737910925085271+0.020281002973400762j),(-0.028189498520885047-0.16366737175821747j),(-0.20104373322263322+0.049197252657695915j),(0.30129835000940786-0.5342930143277309j),(0.08199133526703221-0.09860526777171845j),(-0.22987212675564356+0.010924616267288842j),(-0.08864564868342972-0.0526802102995495j)
138,(0.07736156325441901+0j),(-0.0753139167936053-0.10382365312566975j),(-0.006805604570800428+0.184660171751426j),(-0.0730951840527314-0.23645952788931232j),(0.5305298365040143-0.6207785552687225j),(0.1269891573143276-0.11823066289914208j),(-0.03249076562303168-0.06151190917941941j),(-0.05815338653324918-0.00531224136441294j)
139,(0.03499894992083091+0j),(-0.07539026243457522-0.13636278349321293j),(0.01761916004474858+0.16486786484256236j),(0.09137828967531747-0.17479804251025943j),(0.2087586584940311-0.7799955395100711j),(0.014430754222269068-0.06626534154106936j),(0.04808967486970087-0.05998228554498802j),(-0.0013496574290250973-0.17604805216757824j)
140,(0.14499333535061237+0j),(-0.0819439890053548+0.0112076262590129j),(-0.05557201337024231+0.1589426044845356j),(0.17443837048950162-0.3091396769921826j),(0.480217488713903-0.47017801659629277j),(0.03554388506401354+0.03468657849629796j),(-0.006997855311858189-0.2855591771937069j),(-0.009481718878729034-0.05994096536723305j)
141,(-0.14468145227831802+0j),(-0.25578056723000764+0.06120582335584693j),(0.06098875106584021+0.20203753928165852j),(0.11763325205816401-0.07488646271368578j),(0.9063098563358759-0.22580660181389664j),(-0.10822047500145492-0.05595626380982184j),(-0.10800618184200864-0.04839882809662292j),(0.032622568895046486+0.0488387824037545j)
142,(-0.1909295244344218+0j),(0.015525627126494135-0.0653933915193965j),(0.022851381234541036+0.18351159911580536j),(-0.19424273808327142-0.0063078441242409855j),(1.0648537107224263-0.38712140403673645j),(0.016296730218684306+0.10293648006948215j),(-0.01899270356085014+0.03749558678657425j),(0.06717989952921598+6.099198143157819e-05j)
143,(-0.03133603101692062+0j),(0.04447764705790928+0.07819971398673495j),(0.024070757293649755+0.182675271539664j),(-0.19281650935913872-0.1789633640809056j),(1.0207548399248754+0.010718991905651731j),(0.06414954762703742+0.1637008321708307j),(0.03751918159641226+0.10296749127541205j),(0.043077958817444334-0.07077957295172692j)
144,(0.25992172295082294+0j),(0.006397520230686335+0.04982480934263809j),(-0.09777800903368494+0.001169018311514977j),(-0.1599843884229394+0.043726558408608424j),(0.8279581498960108-0.13146499131441197j),(0.03884165440237463+0.14677551008249007j),(0.16395357130867283+0.06867605659542471j),(0.050669054683096945-0.033716637333367425j)
145,(0.3169867597136289+0j),(0.023725102774262003+0.10555320516663962j),(0.03680084482290337+0.062281096430565515j),(0.11601455048914247+0.0773734005432608j),(0.7940841477301852+0.3747845579967605j),(-0.13077269719228654+0.020596552375421042j),(0.10411966862208942+0.00581727850306836j),(0.08221563164611706+0.0613350873318964j)
146,(-0.06894903364645175+0j),(-0.06260224204449681+0.004616162348116036j),(-0.0012285870727145563-0.17132514416254677j),(-0.27300939654609824-0.042419540281562765j),(0.9298597352667919+0.4128439558895275j),(0.05927855440290615-0.07227825556531185j),(0.12236553452218714+0.07756815264792188j),(0.14705964560637025+0.001744923194288997j)
147,(0.15095228853988463+0j),(-0.053853950101449874+0.03997145174322771j),(-0.02006918329666177+0.07568583526530781j),(-0.3770903649011803-0.20507705509174706j),(0.6323737071502589+0.2595008380657222j),(0.3428926724941026+0.15413593972084536j),(0.05337343747043122+0.021706731436569968j),(0.012079130758738017-0.08494993986349471j)
148,(-0.26693999650747136+0j),(0.015785281778757976+0.058990379006981924j),(0.006602635420848633+0.05956562599159016j),(-0.31477568253912513+0.04714905599531964j),(0.40648190960974123+0.0998068300721852j),(0.1784859295759474+0.4608159884850348j),(-0.10007769437435543-0.03201612884431969j),(0.06161930838951712-0.17464127039366364j)
149,(0.14481063462128252+0j),(0.05031536124199588-0.1769413358304161j),(-0.09337374369857404+0.12730291289771783j),(-0.07461347259389665+0.11589358523655086j),(0.4590372468003947+0.03894880349183668j),(0.0012461480848916656+0.7395290221941162j),(0.04873143671720008-0.08269921325811463j),(0.060998283242232124-0.003768068843818466j)
150,(0.11406469000888084+0j),(0.12011690088317686+0.05681406398563813j),(-0.14056239051568867+0.1995287059313497j),(-0.10213848993666585+0.12864727800882964j),(0.47721374267328+0.10794754406855575j),(-0.057751859911219915+0.8025671037184269j),(0.006058906969952121-0.00386045217371761j),(-0.01859692212922319-0.027322767329020895j)
151,(0.4080245052892298+0j),(-0.032277821202256474-0.012566036915054896j),(0.06837925337676684-0.06512919736079871j),(-0.26891927244855285-0.21416066741764422j),(0.4589835266782004-0.2554576226096859j),(-0.1451814260750249+0.4170416814550505j),(-0.03266204623579333-0.08174107270429413j),(0.023746582094578236-0.09338854593293806j)
152,(0.08416480910242757+0j),(-0.017128600189953644-0.010055857640536549j),(-0.04613087687382831-0.0643809393387563j),(-0.09275362768418148-0.5437840469205368j),(-0.2018077457341211+0.1845465345863576j),(-0.12180867247794132+0.43065047599812833j),(-0.0032755016652220165-0.067787416239281j),(0.1736720710529067-0.006155987460333124j)
153,(0.35419591779051285+0j),(0.06421020530241366-0.09716291329085144j),(-0.20690274853749546-0.14580103282650078j),(0.07358200964920758-0.7445870493217229j),(-0.3331529964414884+0.2809830123415318j),(-0.15481222934293998+0.6614199929918388j),(-0.08725461600116144-0.04182961384268981j),(-0.028875368411043732+0.00014160073431836867j)
154,(0.33466665180977145+0j),(-0.023381876175612694-0.1343539284365518j),(-0.12044213540595175+0.07655838656700253j),(0.05397971683665011-0.5009048879223242j),(-0.4350608674451026+0.6292500080786895j),(-0.08785681146342159+0.3930030503455735j),(0.058160403825820564-0.009652616929712261j),(-0.1949240037207411+0.06896166392642769j)
155,(0.003646194242842099+0j),(-0.035269539396676236-0.00538912719417281j),(-0.06646154476240229-0.036282855588444185j),(0.19239864328501066-0.4525623206386292j),(-0.41424161340806565+0.7752324873810971j),(-0.08425025725988801+0.2162010569769081j),(-0.02685301031835778-0.015198610072410693j),(-0.11490225760700674+0.07751691716536925j)
156,(0.35850319810379033+0j),(-0.19010156328864022-0.00973831067641888j),(0.06068121826026428-0.1845429051225208j),(0.23393084216530685-0.29878440357599895j),(-0.4552501190467859+0.24989064641209818j),(-0.021797405828753478+0.22090043337674858j),(0.13381079957779068-0.054288838734133545j),(-0.06272783114667332-0.06062861731708636j)
157,(-0.21448198899447177+0j),(0.011554763823602432-0.007899997550260413j),(0.21775093116423994-0.12495890334768553j),(0.10111161797386134+0.2541483481488533j),(0.0054802671151073686+0.6938123864981852j),(-0.306813873021893+0.14194519391341004j),(0.09828252455347128+0.015514171014932993j),(-0.02326483536164181-0.15523729491586838j)
158,(0.1898489270647392+0j),(-0.082057870212527+0.04134892854204289j),(0.2674307354093292-0.08772928484212605j),(0.2789167402741268+0.16810215374908205j),(0.29849673255669373+0.3420248568525636j),(-0.015279984880478178+0.17855399971557687j),(-0.07505739952225009+0.03199588559204278j),(-0.1407520231486344-0.08532295781485896j)
159,(-0.06191630765531744+0j),(-0.019212379089591117+0.046519247386105765j),(0.04416153495294543-0.287230239760324j),(0.4577994614797107+0.2866660334797654j),(-0.17762945546408695+0.08907726207772107j),(-0.06227206201325996+0.1130829769711624j),(-0.34468768908838343-0.16956286644727941j),(-0.1372478441939672-0.06195537204663504j)
160,(0.14045289022837837+0j),(-0.06647255452312853-0.010696068418097726j),(-0.03665739679426072-0.1812940404557447j),(0.41440429000679474+0.23716581969135916j),(-0.07234576835199287-0.005481471603718008j),(-0.19161496713720524+0.00111874220620534j),(-0.05109526524635616-0.10159255349912831j),(-0.29795022048413633-0.0628017372351089j)
161,(0.17465518846241546+0j),(-0.08297196566719743+0.04413242789113348j),(-0.27544977811925275-0.13961181340703716j),(0.6763722983666687+0.19074335509533188j),(-0.32159043451336844+0.27000251176209256j),(-0.09860756106487328+0.0836703015687692j),(-0.24509479577202362-0.03365935706273508j),(-0.2415550285234658+0.00030909663351089654j)
162,(0.03275904495057408+0j),(-0.14342239411931232+0.17736769247440237j),(-0.31665091004260193-0.06568650974774752j),(0.6265513344232713+0.15717676089471577j),(-0.4377253183563068+0.17126043157998302j),(-0.11797221054828172-0.005424538560726635j),(-0.26572026339145116-0.06876212223071879j),(0.047295801196139485-0.036797354010683764j)
163,(0.38910870759074606+0j),(-0.18405896091713292+0.14616747759838639j),(-0.19924099486086433-0.1855696298427397j),(0.5772335841991878+0.09131690815627737j),(-0.36267001484084554+0.21267683173835766j),(-0.16291827683898855-0.13319227146065807j),(-0.298897041954631+0.002008000524936507j),(-0.075969530524371+0.07277943470734374j)
164,(-0.04707527185579713+0j),(-0.00016931121036221908+0.04299430018809566j),(-0.0781967550959114-0.13981453721491652j),(0.784056659150235+0.042158655432876585j),(0.24315705158996143+0.37016829089496217j),(-0.20185076276230948-0.17822454513438413j),(-0.3298171710253403-0.02582173005272677j),(0.17966482067942563+0.035611000295089734j)
165,(-0.2016413816964255+0j),(0.013317159817568106-0.011451631353343013j),(-0.1063787411284439+0.01526693129336687j),(0.623732990232711+0.07936655671678633j),(0.0010481621660962392+0.4761710123089109j),(-0.15188267874439312-0.05796466857256711j),(-0.07697388624750728+0.07766882658501995j),(0.0671482986651899-0.01713149693612942j)
166,(0.017848634984643175+0j),(0.07816735964640051-0.1592665122799528j),(-0.27217494962095035+0.09367091647601776j),(0.44278396486890526-0.05085523251037505j),(0.06250623358776418+0.7253827376223453j),(0.11215206127696466+0.17501413554476747j),(0.21062301367952724+0.134284498193751j),(-0.024058363745237184-0.024738419995115942j)
167,(-0.7264859031556257+0j),(-0.012425076076959612-0.0262693564735626j),(-0.341493034048572-0.12289835562064554j),(0.40050252261754016+0.2528275838005237j),(0.041812205257971+0.5889500986015438j),(0.08619114894041247+0.37666192175598195j),(0.11559844317107784+0.15563555785887012j),(0.10411694614754266-0.07563621900145519j)
168,(-0.002155440824211652+0j),(-0.04217802698233028+0.03698899876537054j),(-0.35417983179072104-0.002538748088798226j),(0.4639619352300294+0.13954361795429832j),(0.02645145119358766+0.6001969711887197j),(0.19860606822855814+0.2918847007048727j),(0.13322056589134873+0.1330304123819296j),(0.16892739769649484-0.0643367519701913j)
169,(0.05655063505199198+0j),(0.04516960835611565-0.0025306466273633532j),(-0.2701650665988188+0.026782216021257577j),(0.4247654964075021-0.007912934400168423j),(-0.07715798921008662+0.7063283206800256j),(0.1173660563041371+0.2200750407718516j),(0.45608952455689616-0.07013036782564383j),(0.1719697749299503-0.02081110775112871j)
170,(-0.3361102648932698+0j),(0.18268771385470217-0.07438656470063654j),(-0.19074331622690766+0.10469889812532937j),(0.5622986020772845+0.23867349094884163j),(-0.18677579295694882+0.6479402690255351j),(0.3377639951300435+0.23155506004730084j),(0.28418530988507945-0.005767722983706973j),(-0.12292945007106004-0.05829713533616645j)
171,(0.12489392039177696+0j),(0.1419271824777409+0.004078671362548757j),(-0.018820426689988245+0.07795706674306516j),(0.6036233887832936+0.17614210297465113j),(-0.2462376923482625+0.6924442978738067j),(0.3337022030217424+0.28280674078238j),(0.28373817237711996+0.02427205001791268j),(-0.07308025601079805+0.06418388857691018j)
172,(-0.27961591026472904+0j),(-0.0003036970940415453-0.07941809289875833j),(-0.016538533879007975-0.05026063865326331j),(0.2176592577681586+0.351667694342976j),(-0.2442139107046556+0.5745284808154778j),(0.0043447756669792725+0.3765205637383874j),(0.008839992160017539-0.1767954454111002j),(0.09776403741846325-0.08149772213228296j)
173,(0.12784156484897838+0j),(-0.05230313437358032+0.020495001513684174j),(-0.10736608379327381-0.20752053544825794j),(0.31996566969426515+0.4439895031230407j),(-0.3495782053991038+0.8446522292151502j),(-0.051207607176930514+0.2626170226687504j),(-0.01979961160666136-0.17489705004203193j),(-0.06433298952385619-0.15136722773880018j)
