,amplitude,c_-1,c_0,c_1
28,(-0.1332730333427103+0j),(0.4507458518514393+0.045687262001246884j),(-0.09046428154947113+0.08654171214400641j),(-0.3813103004220605+0.4534626890053043j)
29,(0.018841944961971113+0j),(0.3889981526230201+0.3939040006717196j),(-0.24017809640685633+0.7735424528229341j),(0.41135010893858254-0.15870341487500209j)
30,(-0.23887174350105228+0j),(-0.06357822706402577-0.1303796441506199j),(0.2616406675053385-1.0525522982164603j),(-0.5269697372478077-0.07999563922030861j)
31,(-0.17885510076637764+0j),(0.004241877205292573-0.07343384269623078j),(1.0063718015797702+0.23453009462311758j),(0.039392230001676146-0.013198227731615397j)
32,(0.4658838829730646+0j),(-0.07476233033218857+0.24486117240515953j),(-0.4469276642610428-0.22113794320985908j),(-0.07606321773033292-0.5947502183240324j)
33,(0.1241697286486714+0j),(-0.38101214322081184+0.18919259246516335j),(-0.37912088453116216+0.3964647772077546j),(0.4128505328144247+0.1006216767068066j)
34,(-0.5075365315363723+0j),(0.27170885764976693-0.36185344570203415j),(-0.3739772495921101+0.3167842311459464j),(-0.27097174689809767-0.013827681164874706j)
35,(0.35476053391746953+0j),(-0.16556740692134253+0.09974594271559223j),(-1.1292654015285344-0.4136788854181157j),(-0.1855404525369901+0.14136829120488403j)
36,(0.33413911641041394+0j),(0.028698811750504177-0.033322502119475905j),(0.12769978346660993-0.8741742425167234j),(-0.0691913856341902+0.20697610547377057j)
37,(0.263215466304224+0j),(0.004509200120598078-0.13902153012566731j),(0.828734709530851+0.14692578325476058j),(0.14969115738151642+0.0049133805144608925j)
38,(-0.17902767541657608+0j),(-0.12030733405588644-0.21153598160973422j),(-0.1716493831339405-0.794920316545494j),(-0.19328974467355026-0.12286256462986905j)
39,(0.4785123487753264+0j),(-0.29637141822666463+0.017320148688294165j),(0.8010344972245611+0.3548209574337223j),(-0.15221641488890003+0.18759770207740342j)
40,(-0.18378797709740444+0j),(0.09319586105007747-0.4208242566965737j),(-0.35365201709771454-0.691616297497345j),(0.1852306175200776+0.12496274536702386j)
41,(-0.35591440578729355+0j),(-0.3416569523752799-0.059036406081580894j),(0.3606810699728172-0.6676060167363899j),(0.08236338493438418+0.3937715400103542j)
42,(0.3706625075586872+0j),(-0.055277848509466904-0.5398729336233843j),(0.1985561763059629-0.8084660204544696j),(0.19045707325785383+0.10987977699391863j)
43,(0.10085007149751848+0j),(0.03168131446059741+0.13365284643767186j),(0.3622552475938267+0.014449631252141827j),(0.2626487884012651-0.05097966462265435j)
44,(0.04635039198204258+0j),(0.06859612191808417-0.08866633989542579j),(-0.008234187442023755+1.2242323089329912j),(-0.18498599186469403-0.01715220367274764j)
45,(-0.17962814437899088+0j),(-0.47213085951565187+0.04756478985148735j),(-0.5476933835296385+0.5063551403412738j),(0.025485531008994776-0.1819128780856206j)
46,(-0.3228397788843171+0j),(-0.16454657567502123+0.27782038228421135j),(0.06647979705018738-0.6471120578856732j),(-0.060789695799478266+0.4390259694988602j)
47,(-0.2773621627332027+0j),(-0.3746971543116474-0.06043589010736698j),(-0.9773419647601731+0.12742532147468444j),(-0.03526775079652385-0.0022285466473232207j)
48,(0.2051520635518208+0j),(-0.3423909107932194-0.13409346764350052j),(0.07850321407867167+0.41467587279194623j),(-0.009321272075346387-0.382172479463906j)
49,(-0.16380717494191177+0j),(-0.3353758378119355+0.018731747939458795j),(0.5446500224548491-0.024693383883811433j),(-0.03700444592106685-0.0017705821009333794j)
50,(-0.4038788049709213+0j),(0.22304200356174128+0.528160033791642j),(-0.45975233200154925-0.5600505496604242j),(-0.23549554962334573+0.14575497385135988j)
51,(0.06787735018611907+0j),(0.28049093624578086+0.26914605338855235j),(-0.3442373470562212-0.2833422106136876j),(0.19031059085349622+0.08006855240154126j)
52,(-0.14998401636792838+0j),(0.5988466283790957+0.0013040676446815502j),(0.004767286307307725-0.12125773353584095j),(-0.12457332735786404-0.20026966636371715j)
53,(-0.060733754973980904+0j),(0.11370648413140207+0.062359368281594406j),(0.4484275897491937+0.6650689005361j),(0.08669781420986314-0.11747847838035219j)
54,(0.00817769757743303+0j),(-0.16803155653043578-0.011221398034924973j),(-1.0925205604764927-0.2785623051543301j),(-0.09393919623716386+0.27619268196913477j)
55,(0.3238652589999851+0j),(0.030537790812047647+0.10955073558268233j),(0.2766466453961014-0.5211132750622487j),(-0.04145073389860385-0.27591375204654295j)
56,(-0.3653440375622799+0j),(-0.1378139374485037+0.2413929337591624j),(0.03024676119843167+0.4439727613461292j),(-0.39441541627806925-0.3044265333440506j)
57,(-0.4809105592244897+0j),(0.17129403994332998-0.2787425592358849j),(0.6569955004108+0.4706944828542476j),(-0.3787961338617288-0.2224910869102179j)
58,(0.33629444272380504+0j),(-0.01816178169453081-0.06512814235983626j),(0.5447956586086398+0.8113365114468754j),(-0.1311387783513587-0.3532007841302612j)
59,(-0.17983418158032496+0j),(-0.19012008686389423-0.26169413435722555j),(0.26629467768046167+0.6427921309501172j),(0.2333925877290338+0.03592472508308942j)
60,(-0.07109863001162348+0j),(0.028363805354485738-0.3015417694305546j),(0.363583129151635-0.5894462413617325j),(-0.1390040042025619-0.27134420159124045j)
61,(-0.19903092167324582+0j),(0.05338534343426493-0.4825054429763842j),(0.5919214580800822+0.4548165850444469j),(-0.20216039437008704-0.22020406583435703j)
62,(0.3281773792737462+0j),(0.6237615796753978+0.31393702043669997j),(0.301582584360148+0.31804910058177616j),(0.042267298616037896+0.12850746089312487j)
63,(-0.23998609712366128+0j),(-0.03677509003771401+0.1414283451448542j),(0.02981943430413672+1.3421194253457467j),(-0.029127270933491545-0.27005578549255893j)
64,(0.11467447731025066+0j),(-0.724696069846869+0.18638668837103045j),(0.09465622857358841-0.5233679516810957j),(0.02161906695454474-0.11277417200140825j)
65,(0.29151043260625514+0j),(-0.3619832726715944-0.17949307449044966j),(0.36308768383284146-0.2204004786464107j),(0.3122191650146291+0.2496760341415745j)
66,(0.16748086755251682+0j),(0.28993997495884233-0.2113096491839168j),(0.9047536597298954+0.30876450514074233j),(0.49676610960377227-0.1932879096197057j)
67,(0.30132197811943184+0j),(-0.024981869765397707-0.15945554931698913j),(-0.6861026800094563+0.6473876802441578j),(0.2645443128457275+0.1396359545594018j)
68,(0.17126234087696324+0j),(0.21510203247205412+0.24175604729458045j),(-0.689998298313825+0.1783527858220942j),(0.1979987836820304+0.3491595592063652j)
69,(0.2607442954355427+0j),(-0.09749197940185222+0.09132728908601659j),(-1.0230173782997576-0.3030766982299511j),(0.01477958218671138+0.053404428824439236j)
70,(0.278889129467843+0j),(0.0617889417116692-0.1707098735483926j),(-0.7232143946513223-0.3947872369383179j),(0.23240123561873466+0.08474148104050626j)
71,(-0.3033196907745077+0j),(-0.2530039758471289+0.01944426309724631j),(-0.18629452826790438-1.029556648481615j),(-0.14558964696079862+0.13701561028712514j)
72,(-0.34945714123484056+0j),(0.2613799517396913-0.08853985425962402j),(0.0030452938772458776+0.9051396443683257j),(0.5154996704162622+0.09751717523747155j)
73,(0.17656753712599524+0j),(-0.8369657535234105+0.2116920088005596j),(-0.39382995344279526-0.3603728416089382j),(0.08970438211510359+0.18628478215692162j)
74,(-0.42415213572322474+0j),(0.33367364184290305-0.24090812894491676j),(-0.2312604329974695-0.26112047657339993j),(0.19862289501101385+0.500391736916116j)
75,(-0.06373320881504449+0j),(0.47549325915695917+0.061962735057700766j),(0.36421540645975775-0.1576024556293243j),(0.33526045063124027+0.08297674279771072j)
76,(0.2710406035827665+0j),(0.03105807894920059-0.07389123438619544j),(-0.4275402083753762-0.5860938643134377j),(0.0994023997401688+0.024069557845343176j)
77,(-0.08353408524961348+0j),(0.5895842916842523+0.10562573537061443j),(-0.16862666107368823-0.2709695742893359j),(-0.1529232943822963+0.3795653289831531j)
78,(0.21865910712487147+0j),(0.586392695191992-0.0008455208654788715j),(-0.4551433915444453-0.07928457356022367j),(-0.1702169526293839-0.22464318040312517j)
79,(-0.24664714811830682+0j),(-0.2215622313700369+0.049962723789017484j),(-0.5143929330057407+0.447579296480606j),(0.5149750152419967-0.01387600531087727j)
80,(-0.2468060982204192+0j),(0.2633341464532155+0.1003681620196773j),(-0.7512101255006542+0.014478570630948928j),(-0.18952844107873956+0.09232121934233138j)
81,(-0.271239500472643+0j),(0.03573618093259029-0.18399921127861213j),(-1.0549562980306424+0.07970381455703657j),(-0.3712736859005781+0.1893932298363047j)
82,(0.25316694768312203+0j),(-0.027339260424118994+0.21882484494792856j),(-0.8776327200495093-0.05818712313992086j),(0.021403926278081194-0.15765749354583644j)
83,(0.3074193546740825+0j),(0.08309017382274599-0.10032954218415757j),(0.5110822868589153-0.28493277840553727j),(-0.24414419820972066-0.21526779713949645j)
84,(0.09533549393423302+0j),(0.1926293359428917+0.1968572442636814j),(-0.2211730463059129+0.7621507859730483j),(0.07756799463126454-0.191532930991772j)
85,(-0.22640064386378+0j),(0.15900102505775598+0.382678737480876j),(-0.2514450185585625+0.84257693793228j),(0.29204130842639947-0.025146010758344203j)
86,(-0.3807056937492227+0j),(-0.10526488378312529-0.08838113195639773j),(-0.755632098453592+0.42763039993507j),(0.04012741012714793-0.10670665832342485j)
87,(0.11510488242220436+0j),(-0.09843252936482934-0.14998516177654045j),(-0.9512368594330788+0.609133335277049j),(0.014367308820571828-0.286777447541251j)
88,(-0.251679957261981+0j),(-0.4245529776904739+0.06454123712285205j),(-0.6376188799344801+0.32710710683337624j),(0.2324694714109929-0.31837236793778334j)
89,(0.41391839640123884+0j),(-0.08096587888667382-0.09692519425977557j),(-0.24571328272747806-0.6198488980254878j),(0.06967039644576738+0.06409513153318937j)
90,(-0.13494626189947845+0j),(-0.05672097884232759+0.5499051871393095j),(0.38001097465894096-0.381543240126753j),(0.0433715092288626-0.22909586535275872j)
91,(0.339158580636248+0j),(-0.13446048330372762+0.11222948948481613j),(-0.07754920155893497-0.9352038233464862j),(0.036339197054816086-0.029083025718693447j)
92,(0.22453764014112182+0j),(0.05425229544022908+0.036403497570469665j),(-0.4748173348118297+0.06463002521494672j),(0.30914731017987357+0.1138954047723989j)
93,(0.15153723981386136+0j),(0.04100285485095706-0.41685645269041205j),(-0.07678350290090058-0.9629753383634556j),(-0.10001363644057036+0.07638089340994009j)
94,(0.20343391980851458+0j),(-0.1866041506202378+0.15376789027295198j),(0.19369826908744658+0.240475977345713j),(0.6372221169333613-0.23274577907529942j)
95,(-0.19242740051894064+0j),(-0.02328559732216319+0.15174882752405092j),(-0.8097711548392278-0.11038375959498091j),(-0.061438535298690394-0.1773803422736889j)
96,(0.2606173840586484+0j),(0.019899694975772972-0.12603484761809738j),(-0.8526423508658293+0.4770996123846196j),(-0.14187807267995556-0.012568237671748958j)
97,(-0.0995950844744527+0j),(0.02358970829522463-0.19666995287220004j),(0.6743836473549326-0.4251295060349327j),(-0.08138950194938818+0.11697839787503142j)
98,(-0.18663114077289925+0j),(-0.07045841863021751+0.13498018855044247j),(0.44743154370432053+0.04724226091323552j),(0.15942993127927482+0.21096837330511475j)
99,(-0.03643838751508144+0j),(-0.4562059984757231+0.11508850312753027j),(0.07328401563691722+0.12005520509571121j),(-0.4774025179162215+0.5473486495112712j)
100,(-0.3942178240193095+0j),(0.0752712253076244-0.21930366243797741j),(-0.9501982327410853-0.11108504183719206j),(-0.023637077060474763-0.23362148170484204j)
101,(0.012189376543806946+0j),(0.05769470548706693-0.17889942205488785j),(-0.1414892921244994+0.9183669109200341j),(-0.037106862671926755-0.27625672776460036j)
102,(-0.3058892500032723+0j),(-0.44208653343847465-0.34722021665857156j),(0.21293079382949442-0.4478840011935981j),(-0.05434162378651722+0.5921176166082418j)
103,(0.30002562305161307+0j),(0.4251473597888996-0.3194263796978519j),(-0.7307801702074361+0.07757212154012022j),(-0.222861021081998+0.21068029843784475j)
104,(-0.2611005256558199+0j),(-0.3691548879499489+0.09856546119206153j),(0.4492431588097425-0.38561857679479883j),(-0.005656303289770029-0.3711807755856833j)
105,(0.4620482699658612+0j),(0.07690397039436733+0.1258924344084458j),(0.4583088217968724-0.8287369394716395j),(-0.09898894874731932+0.2508076171544131j)
106,(-0.28177308356137837+0j),(-0.26886300796431867+0.1118030954156404j),(-0.23855730966091496+0.020502810364660937j),(0.09870329057927696-0.11930662303624964j)
107,(0.17901388611402158+0j),(0.05258060441696176-0.17098757443193816j),(-0.36763144109489465-0.8687588551881666j),(-0.19379381240993523+0.08754312095893563j)
108,(0.2597500439546916+0j),(-0.4128703269468742-0.39989530137911367j),(-0.13671000213966034+0.4786597627934899j),(0.3032887124909903+0.23166014515061617j)
109,(-0.4818783415710055+0j),(-0.272670913438398+0.30060222165864864j),(0.7230547791522624-0.3606163551610864j),(0.26574767753450645-0.0634665309650998j)
110,(0.45808890897021387+0j),(0.1042201124020682+0.1710532607434847j),(0.8377638442568738+0.30554071743071376j),(-0.16481814097019273+0.2136090366796117j)
111,(-0.35190903179450717+0j),(0.14331303837801768-0.30351113586376044j),(0.8053929375378255-0.02644805769904912j),(0.2560740760449376-0.03896284727377519j)
112,(-0.07998502270726748+0j),(0.0577892697433162-0.07511174366128628j),(0.41941293958505754+0.5379365660187085j),(0.34566902173421976-0.19941252148576677j)
113,(-0.21749773037606204+0j),(-0.0698770816992593+0.23889997833110438j),(0.35172114890501743+0.7074245710372022j),(-0.047666827509486795+0.4630229997594357j)
114,(0.12595808472236913+0j),(-0.03870466895691965-0.35632366051670816j),(0.19573734378241675+0.5971038006317348j),(-0.12081852143754863+0.07850743533097684j)
115,(-0.3120575379446194+0j),(-0.11440869858272129+0.08570426310944065j),(0.36029061903308846-0.7061615113324122j),(-0.0218816054747397-0.12091118350699538j)
116,(0.07885942235078097+0j),(0.022776704545652587+0.07310948203542766j),(-0.5325862607536667-0.49338747274210104j),(-0.41822953429480003+0.33035020260208176j)
117,(-0.32550136727069945+0j),(0.0013576764599581154-0.23996803660615112j),(-1.1745726876299298+0.23135173326073266j),(-0.23986422347206698-0.046756792330085666j)
118,(0.10313562351021086+0j),(0.09836624683392489-0.4450526849406515j),(-0.7383235435596426+0.4888642883453634j),(-0.20241082389298007-0.14347311023269363j)
119,(0.11622839315920427+0j),(0.022344550139079655+0.5269171997571239j),(-0.7517303019192874-0.43733428761270554j),(-0.09416732968194502-0.19504286631626944j)
120,(0.29755024774114325+0j),(-0.3382867594752227-0.023208911764313694j),(-0.12393536080349152-0.581059187797874j),(-0.038772203517413055+0.24703679194272452j)
121,(-0.34797423964254065+0j),(-0.2118517347730579+0.03116549679873401j),(0.86168801689571+0.5871646307130816j),(-0.18831896063578935+0.1348181483503369j)
122,(-0.3433844621191512+0j),(0.22183673383497768+0.2653207816205269j),(0.1614726841020705-0.816339914118296j),(-0.0159486540492009+0.320776988329713j)
123,(-0.1269425439926871+0j),(-0.32957592522816764-0.2237552021710935j),(0.3491292597474906-1.0757438277035283j),(0.18513310826140197-0.16617989293943497j)
124,(-0.1174417707408163+0j),(-0.1458424617731016-0.048177224034125984j),(-0.4268559989619008+0.16246629917272265j),(-0.8868559776940572+0.12300122611757884j)
125,(0.53905200231882+0j),(0.2850835793466443+0.3520611877520227j),(0.6086353466049385-0.10101405705135125j),(-0.4792038209182608+0.3226161490797786j)
126,(0.24168248444696466+0j),(0.38822770248996274-0.14236632647738495j),(0.2811243497017234+0.8382308819887713j),(0.08285677715952898-0.03831292801633329j)
127,(-0.28934109974744016+0j),(-0.19949258943233605-0.28026270390040553j),(0.18147159901473991+0.024045223882268374j),(0.24687283121328069+0.3049680189107905j)
128,(-0.38841176833842417+0j),(0.004923894808778834+0.18917010663533673j),(-0.47563569826517504-0.7050049754088873j),(-0.1372678611499219+0.13628027195992837j)
129,(-0.005524983740268746+0j),(-0.3237981240815646+0.3989467271588205j),(0.6796670284494689-0.12752766859453668j),(0.041781906987930245+0.08657610283954498j)
130,(-0.20348237487530962+0j),(-0.22918170391396284-0.5340140272099824j),(0.32089025539932897+0.29763388982070293j),(0.1556291116519495+0.29663677572042946j)
131,(-0.029752611435727272+0j),(0.009203710949134379-0.028158224970069368j),(0.6567557842533461-0.5949316556359313j),(0.2895119446131865+0.02580266418651364j)
132,(0.11904413959780019+0j),(-0.21634147009365062+0.308449950462373j),(0.7335361380452222+0.9661671719800659j),(-0.167841960961653+0.43413008553970145j)
133,(0.06843718754865274+0j),(-0.2867497596803623-0.15372154888398265j),(0.5092955021553498-0.19162914935128067j),(-0.11060980506838101+0.14184988551372574j)
134,(-0.23366645650627565+0j),(-0.07624136182849467-0.09338694280653963j),(0.40140369474093013-0.9943452746360353j),(-0.12160068497935217-0.19401550110917534j)
135,(-0.07346402272017033+0j),(-0.19168199767108587-0.07665073484715923j),(-0.5305947555854109-0.3422857937262421j),(-0.07519060427614745+0.24007802355051616j)
136,(0.3079722428281316+0j),(-0.5749758639132598-0.14191220786185146j),(-0.1292700232391361-0.29719882058045355j),(-0.27846495431903145+0.2344229946435687j)
137,(-0.0367809798547657+0j),(-0.34173797461227357-0.4313576287571801j),(0.16581244792708127+0.09345685841347454j),(0.43723205602456816+0.2614540218105176j)
138,(-0.024938917427494267+0j),(0.0023549401471649467+0.11978965937017848j),(0.041854179165060956-0.4214832640272242j),(-0.23439855164555684+0.04819705494866883j)
139,(0.18175373290840763+0j),(-0.1747106174997512+0.023809055042145536j),(-0.10730471768717742-0.1321992440273787j),(-0.3033781259585392+0.09305852309355378j)
140,(0.17748516330357197+0j),(-0.12670731715388037+0.2806496914269323j),(-0.2639479030818475-0.5502435076475133j),(0.5722037968837304-0.1544189730233647j)
141,(0.06274124013423082+0j),(0.16684685094962143-0.36886763275271783j),(-0.3780552195561054-0.6736851896667899j),(0.19967561812102225+0.1479903021185524j)
142,(-0.09444438997882776+0j),(-0.2419935600117226-0.33655234646852583j),(-0.028397542438578935+0.6762719967840307j),(0.3733645216987374+0.26956598724751324j)
143,(-0.1334114173315327+0j),(0.7614279706103635+0.018354686739082623j),(-0.06916749846448884-0.3006998885379823j),(0.35383691731619143+0.005104703860476789j)
144,(0.12004489864008536+0j),(0.0830206504006521+0.2323265480662436j),(-0.5535405289662054-0.3754774626012154j),(-0.17705218349881868+0.1569302109635458j)
145,(-0.4379778267170457+0j),(0.0623929585356109-0.04397728465596015j),(0.11549295207823224+0.7426223481321633j),(-0.16383337920386615-0.0022754614304499442j)
146,(0.3168285286738971+0j),(-0.08574047121378188-0.07295907320057377j),(-0.8122704896974046-0.6713464070862648j),(0.04856488622314126-0.2685331523577094j)
147,(-0.20117204901805388+0j),(-0.12376098013821371+0.3211712359681968j),(0.8652821747318276+0.11520694192117109j),(0.16302261933614887+0.33491858217022125j)
148,(0.2793125920597856+0j),(-0.2390062624420706+0.21981385032255799j),(0.599298502220714-0.6362005709876463j),(-0.18232818853678806-0.14707164812483625j)
149,(0.11931869070515516+0j),(0.16339533522235253+0.04736933302424339j),(-1.0042176502719875+0.35164131663262505j),(0.016880389426415426+0.21516056477747383j)
150,(-0.06210755155218388+0j),(0.24147959833056568+0.2160759573846287j),(0.09025126477954815+0.4386101975844033j),(0.15453816898576683-0.5642739043814199j)
151,(0.11661126355069604+0j),(0.10096650303817496-0.09256998846162895j),(-0.6213242230204219+0.766481253764036j),(0.06018641532685051-0.10822475002491798j)
152,(-0.00570636260654922+0j),(-0.07294605690911661+0.025451688062225336j),(-0.9409728580400071-0.8232066316847638j),(-0.1930941074287026+0.12388288982927088j)
153,(0.5279966771166454+0j),(-0.1276544329276409+0.3062657632150325j),(-0.37351250644654893-0.17221699240243568j),(0.6720853842068987-0.3526426427027706j)
154,(0.378547907189432+0j),(0.19102216567386715-0.2699864148874824j),(0.6173171760674232-0.33859783278739897j),(-0.3819135672891881-0.14900914313395128j)
155,(0.305016486901462+0j),(-0.2029737246620124+0.034177139793830504j),(-0.9251360842260261+0.2516496532695027j),(-0.17813400861850054+0.30141971812716806j)
156,(0.024988669940119057+0j),(-0.20491876995924352+0.07541078097989544j),(0.5517430551288427-0.8806078790836559j),(-0.20276769825861204-0.3455534707915092j)
157,(-0.10288948976521589+0j),(-0.43571574261659135+0.07448056900068677j),(0.8860036458461361+0.49491949065706486j),(0.22534548956175834+0.1041562454031525j)
158,(0.11834415630305228+0j),(-0.016475840546137835-0.209472912618704j),(0.6467039009232859+0.5979935900078606j),(0.22834432776356647+0.0990042696272315j)
159,(0.1636221734721173+0j),(0.14674909195420915+0.3889740872640907j),(0.684452750641065-0.8209740267346924j),(0.10806009295816577+0.39957361854288653j)
160,(-0.20538931087632345+0j),(-0.1694861653099271-0.07726939328784789j),(0.7859774587810714-0.37919251015337946j),(0.2258130484552071+0.38101149422461317j)
161,(-0.19784771629061815+0j),(-0.5012810446064745-0.19201875380220454j),(-0.6386716588762205+0.11055194134665988j),(-0.06885326724801663-0.24275423587517536j)
162,(-0.21808414034341567+0j),(-0.0962653924059433+0.25935470853213777j),(0.5734394387181069-0.04889943721693191j),(-0.3267055969523216+0.07081373477066179j)
163,(-0.28725618486779747+0j),(0.07992102818825264+0.21843588389507865j),(0.35163767619491004-0.5216556441825678j),(-0.3892799709003523-0.3190226526091124j)
164,(-0.25154152835909227+0j),(-0.2073684872083179+0.1452681130840181j),(0.44898407041784955+0.37536672932286064j),(-0.45648993781215674-0.0029019683259673967j)
165,(-0.20773035493819153+0j),(0.2013415017261955-0.30905362992127317j),(-0.19574002204648075+0.3928354441807776j),(0.030882221682600942-0.40552015009343045j)
166,(-0.023312659213780618+0j),(-0.11198788075896629+0.3736477942123269j),(0.31285014711059633-0.13500842329377896j),(-0.20413094901523166-0.2749919429784572j)
167,(0.16855747204852378+0j),(-0.09970934304277557+0.3200349719305987j),(0.09880153816312376-0.2679681843550676j),(-0.02195183017045943+0.1681826423717966j)
168,(-0.014683527734559249+0j),(-0.03740702944958873-0.661403190559124j),(-0.11911471355553774+0.36516029936706507j),(-0.03823186572296458-0.024236997371976664j)
169,(-0.10730412747211868+0j),(0.12439595291423686-0.4117354694060597j),(-0.4425964574512987+0.2528816381200851j),(-0.21882197220689859-0.20224763577867266j)
170,(0.24228983564743706+0j),(0.4766393792109846+0.33518004485504005j),(0.518761934589002+0.3008270546565307j),(-0.41876464901708327-0.14932444916676357j)
171,(-0.4133600587554078+0j),(-0.36599631700040874-0.04588574419465252j),(0.3760968715813632+0.12477400224947599j),(-0.2664365203285673-0.2690005095881562j)
172,(-0.07464886086313463+0j),(0.200621953038349-0.5981871712354333j),(-0.09557444068698037+0.6991655454283171j),(-0.06451505002531191+0.3259755207572341j)
173,(0.3481635726333322+0j),(-0.1863284146476313+0.14850416796759747j),(-0.6352402449713918-0.24825831204684057j),(0.12471330683516595+0.04495735944982701j)
174,(-0.5259355766872145+0j),(0.10336193481323738+0.31654444832249656j),(-0.5974741352594116+0.03627833888739629j),(0.16864631472228847-0.11090887920513329j)
175,(-0.4174224839918622+0j),(0.11702116726507189+0.161472012701212j),(0.9834809049577343+0.5671340574404662j),(-0.11165377445526636+0.023223113992958913j)
176,(-0.11792692812972552+0j),(0.3560060880924208-0.09468753451255951j),(-0.3976525143712691-0.5962282730753675j),(-0.1587565140378603-0.30067180835097845j)
177,(-0.214671728889987+0j),(-0.32138006070932124-0.13436562915160075j),(-0.7024720478614014-0.423105042552224j),(0.1303818123945235-0.18521144643082518j)
178,(-0.18263393231980624+0j),(0.2550959807718988+0.14189795245512332j),(-0.018247985902097114+0.7053976065679634j),(0.08775920446747373-0.18622783378831265j)
