,amplitude,c_-2,c_-1,c_0,c_1,c_2
24,(-0.005024099089511319+0j),(0.086514632759078+0.04079733980451934j),(0.11184074939299028+0.051492079454009715j),(0.6707525261786105-0.7549744886552849j),(-0.010054871589483552-0.2889377523231256j),(-0.08393800085015199-0.11742478262112625j)
25,(0.14095293508489298+0j),(-0.0557131487092744+0.15009639015500892j),(-0.2430220210658314+0.02398123386546755j),(-0.7517087298372557-0.1409907283681685j),(0.2683719388539847+0.12672013567338586j),(-0.08512116095483996-0.12630758812213588j)
26,(0.03803478666445596+0j),(0.051800677266430756-0.07757662147622946j),(-0.005836283137186298-0.013460748462755717j),(-0.41406081085122304+0.5141912738941526j),(-0.02421562543316174+0.07158085213426969j),(0.14465944209084527-0.3406619833533503j)
27,(-0.1224319701840953+0j),(0.05636375486517355-0.022816234301700655j),(-0.2845803580977721-0.2530663988679991j),(0.3459437312063712-0.45080307761753424j),(-0.3764066108263861+0.12139389797837782j),(-0.03236052715572213-0.040787497256292604j)
28,(0.07878790736900282+0j),(-0.07165148933760557+0.26659736510458176j),(-0.2805877516012114+0.11746333783362117j),(0.09517051225162534-0.8451029752249872j),(-0.1585514145602816+0.3129021136983813j),(0.1032457463346261-0.007243676480942887j)
29,(0.6905003797962305+0j),(0.040868134290187416-0.04214919775821592j),(0.20843953894094713-0.12519234718697275j),(0.9607948626065568-0.4950525871283069j),(-0.47945394197812496+0.20024520992093892j),(-0.23628722506658745-0.17008554237116968j)
30,(0.5202874594916997+0j),(-0.25723385903205764-0.23924001276711235j),(-0.059418772676169046+0.16204453738565744j),(-0.09053366972389709-0.7461720056648771j),(0.18938098724640312+0.07439069565314402j),(0.07142952855244895-0.24640914916143136j)
31,(0.41677862887466377+0j),(0.06671803429099896+0.08354513074211461j),(-0.1257897802047025-0.18657590448578945j),(-0.022032782380674243-0.8548942998687047j),(0.17789160785077035+0.607357564417825j),(-0.293588128135726+0.17549944643857351j)
32,(-0.22529493076500084+0j),(-0.024010169813702496+0.2553830644645175j),(-0.11717492298100025+0.31765236174540046j),(-0.9052182843144554+0.09182322117911997j),(0.36205998554722496+0.3930147480493643j),(0.19248563293037207-0.04138689235609176j)
33,(0.20760676721421256+0j),(0.11330033117265868-0.09915112729480761j),(0.05122029692338999-0.22566280928238824j),(-0.6305780503004522-0.6049750748002168j),(0.14672135434224803-0.06899046601596641j),(0.05299005577723721+0.06707474607133014j)
34,(-0.027684618217408682+0j),(-0.06063245660160506-0.13264847712220734j),(0.10045140810764855-0.04206970068648144j),(-0.43157451973106553-0.6620759544912652j),(0.4366624855986352+0.16087916175543132j),(0.054393759186731665-0.021186073904704287j)
35,(0.5302786708719877+0j),(0.0581973238190341+0.03502874445556363j),(-0.103426541494806+0.025590639818468847j),(0.8349493452899508-0.8665523515980988j),(0.04506255015360079-0.16733111832802805j),(0.16585385931990823+0.21055974798920715j)
36,(0.02509935237797291+0j),(0.0030741148905596982+0.004859067335332367j),(-0.2311641485778339-0.16908082573546662j),(0.5781410616220232+0.4285539837015156j),(0.24590981653851057+0.21686365384430975j),(-0.03177692837787609+0.04561122938185996j)
37,(0.4558532554936997+0j),(0.0985564439267616+0.09683032501741354j),(0.1781314257254196-0.505561157767883j),(0.06415345926065485+0.5819833300065348j),(0.4134218589996348+0.02473172987238577j),(-0.1856081488353219+0.15574520721284635j)
38,(-0.5410484546846737+0j),(-0.06792792723661781-0.04254784980789325j),(0.12883546569137322-0.23810163480147006j),(0.4148394537869321-0.8236713077638672j),(0.04785900761360292+0.0588433846298593j),(0.1093368929400805-0.08885083904378806j)
39,(0.02337736719958805+0j),(-0.18863708360084097+0.09231222802509736j),(-0.029207823012134277-0.5190961172386109j),(-0.4336227625551642+0.23808214879097436j),(-0.0351376546160941+0.562921890239394j),(0.02199858839485091-0.02484438108571838j)
40,(-0.40206808272069466+0j),(-0.16689505583043243+0.19757170697355608j),(-0.21355932814298334-0.13719848370441012j),(0.3391054479838776-0.416573122531169j),(-0.007866965552559696+0.2162230130602513j),(0.3029946886863813-0.04919050139785244j)
41,(-0.3380467651962723+0j),(-0.03841446537932517+0.0009879835908765816j),(-0.013495391062367662-0.15314891157195012j),(-1.2452352154452193-0.31582705485854223j),(0.19094121976839074-0.053956601223163356j),(-0.004920310727515129-0.001943327912221876j)
42,(-0.23686817174907399+0j),(-0.028404116068846144-0.09502546023329707j),(-0.0702155322029841-0.2462774197272481j),(0.39516394730204096+0.7412626844251097j),(0.3468642537085517-0.178668869055858j),(0.1274478701086189-0.005737181465532586j)
43,(0.27983247162645397+0j),(0.13503400407811034-0.0519740305175139j),(0.15055975205494407-0.1643409408040513j),(-0.33326920021845674+0.5567695198948756j),(-0.08153636134753448-0.2201218390189667j),(0.030618202456437427-0.17945113612101898j)
44,(0.04258770194328037+0j),(0.12229410397149952+0.04226098790872362j),(-0.08807717694426004-0.0400526261226487j),(-1.0002246241597113-0.2623816758399286j),(0.008361857440868103-0.2945896850734194j),(0.043655815630668976+0.1461980707224133j)
45,(-0.04999651599541444+0j),(-0.12102256453778035+0.10685716151145308j),(-0.14329898353227433+0.20666836882203804j),(-0.04939300305088379-0.4551414831882138j),(0.009369545974546992-0.04129272374951602j),(-0.04414639883064782-0.02550230864882906j)
46,(0.07071265987829675+0j),(-0.03381069140100111-0.23935319429082336j),(-0.1395352949414051+0.1550054344625569j),(-0.3619044018063658+0.04749257257990458j),(0.18950701020147093-0.10881354834027118j),(0.11454660126491163-0.16213662422730502j)
47,(-0.24633142752788956+0j),(0.10234527436649454-0.008811160255471392j),(0.4917667805525404+0.3341463010390797j),(-0.0038812839893839404-0.906740613846858j),(0.20716286747972532-0.007004410274023487j),(0.00937581834944004-0.04559120010546114j)
48,(-0.2473436382976833+0j),(0.01935806016504485-0.013890350274616575j),(0.17208916214804598-0.1510025084780176j),(0.01761134577209896-0.8178533974727363j),(0.0765406635119974-0.13419251971473384j),(0.0352583643928808-0.0006744068468033659j)
49,(0.1664625542616332+0j),(0.07259187928248814-0.09190733898384826j),(-0.18418774384419437-0.39125967192826944j),(0.4465896054220344+0.2695016588757837j),(0.3536211770837133+0.12451144123549399j),(-0.003072836889629265+0.051765109569510144j)
50,(-0.13534315384449022+0j),(-0.012860080533891812-0.02492096359234483j),(-0.20200322545499097-0.21585930344571802j),(-0.07408297205004422-0.11544952234492534j),(-0.5400110156730775+0.03808126699667966j),(-0.30750964906561895+0.09598207608813249j)
51,(-0.0402360663392653+0j),(-0.04573655650423535-0.28484813136527587j),(0.18824374436381458-0.3476188623719169j),(-0.2986888207713146-0.6501317385296629j),(0.11746905475484731+0.20777989907202998j),(-0.12533831078731086+0.08985560569302983j)
52,(-0.25144348913499465+0j),(0.026565778201430426-0.24672010107545853j),(0.1680949310357756+0.03711751753018446j),(-0.2911455913223189+0.8427391835677853j),(0.22102614226074696-0.04502654166270938j),(-0.10571957049392444-0.3461038122443501j)
53,(-0.09580835347376457+0j),(-0.028252496302110644+0.12336599637965304j),(0.48519872746522374+0.20385127193253055j),(-0.5004003365074934-0.3656465370496703j),(0.18206691982295953-0.44126969295287755j),(-0.052025715052432066-0.02726774056768374j)
54,(0.1839778263002031+0j),(0.19475923564487171-0.05714871146934121j),(0.06271325363964297+0.022800233945941523j),(-0.6951590225759885+0.05791120392372675j),(0.16931128429378633+0.06129018253503213j),(0.0169669663524889-0.20840681187094112j)
55,(0.14084196820784628+0j),(0.1006428608443553+0.046713604650314905j),(0.537100880580243-0.3085331510960317j),(0.956645437902761-0.023110009095779316j),(0.06897559184296531+0.03436976034848016j),(0.04129932393752164+0.1653498509534772j)
56,(-0.12254620434913141+0j),(-0.19048194157842185-0.21052879926736343j),(-0.22237420714038558-0.2650050156149629j),(0.4250622428889991+0.38615938714719344j),(-0.4654010316175968-0.015147283457656244j),(-0.08725364926810042+0.06678699256378538j)
57,(-0.23626927889158583+0j),(0.10973179906773495-0.07231173811904135j),(0.2547697368665396+0.1483604270214859j),(0.46116511523591125-0.16129003584458645j),(-0.19173261729275753-0.4604834278942421j),(0.24845092787386114+0.03665162814706467j)
58,(-0.34264876194231314+0j),(-0.01353732181119699-0.02383875042936178j),(0.15657147433323926+0.17495952699733755j),(0.45589492761124983+0.6689173998221148j),(-0.1984943179398319+0.00841542265090652j),(0.01247150020015753-0.23955712371552687j)
59,(0.13065732510179712+0j),(-0.23789405266588215-0.08342307550510505j),(0.02269814627489218-0.17206443654922896j),(0.46196111376640375+0.4737256688192773j),(0.13397080279501933+0.25844466517020076j),(0.06321080269206432-0.021854919764513536j)
60,(0.0260796377811639+0j),(0.09470677045025012-0.029142921960623056j),(-0.2569542240681932-0.3026784934260208j),(-0.1315148528921437+0.9131431230157909j),(-0.34653882304648553+0.0070940403008324104j),(0.06809013871336365-0.10857008028232878j)
61,(-0.2535363386810937+0j),(0.27985067705781397+0.10528578329940663j),(0.07700371936154354+0.3882913743214745j),(0.18820878588202208-0.5295695727010223j),(-0.1449546232717463+0.03979248059236193j),(-0.026091924638887737-0.12085144461015175j)
62,(0.23457827676857096+0j),(-0.28680287840677665+0.04296036914773377j),(-0.04214098136292103-0.0496238843640454j),(-0.22192125379978814+0.9629385053919532j),(-0.17159921444870124+0.16042937486816064j),(0.04737841063745371-0.05645714260241413j)
63,(-0.1950355798974739+0j),(-0.2551398109861613+0.09595710612866225j),(0.35080448350471977+0.27288517574822574j),(0.9324245453109086+0.30767505415525387j),(-0.28596574709084677-0.21271163740955323j),(0.10217736134948963-0.12853793602522123j)
64,(0.06841127359371477+0j),(0.16924936264958965+0.11075010749910784j),(-0.046848916607345484-0.13745460480248656j),(-0.9742035414675388+0.039769602091115186j),(0.27889432048497503+0.1297397826354012j),(0.08885290338447265+0.08749403314460802j)
65,(0.17472961003821286+0j),(-0.22989734833536085+0.05370009201018359j),(0.37622370018799106+0.4445040880508103j),(0.21802004040200035-0.35054223932470396j),(-0.0870314746108248+0.004400131871592813j),(0.013759444208950034+0.11456360673406417j)
66,(0.18859147377148994+0j),(-0.03867039982335474-0.046684487969466955j),(0.13892556234306447-0.3480848767492336j),(-0.457134331844401-0.22439787037574443j),(0.37320472354564804+0.36665799128666865j),(-0.15029082756794943+0.01588814954554147j)
67,(-0.23879807834820854+0j),(0.17453232471799374-0.07681024113155212j),(-0.11029496337244835-0.22663379142154844j),(0.508561506008868+0.3621929610701472j),(-0.2937399421939151-0.05760916355671798j),(-0.1296022686714023-0.2928060577633533j)
68,(-0.14768315670064255+0j),(0.0730201881826826-0.2056413019554651j),(0.049259335561862544+0.10748256633206586j),(1.1619953693236038-0.04054098008223311j),(-0.021256224127354728-0.11844707037397803j),(0.012977382402549208-0.10839705568115676j)
69,(-0.26564755897840187+0j),(-0.1123481655920049+0.03822617803734793j),(0.320180140967969-0.41613980904141346j),(0.17771472557562634-0.6073434305565688j),(-0.006453252597826101-0.39519652131529215j),(0.07498310068322467+0.11966586367315779j)
70,(-0.35758890084950895+0j),(0.16576575304222424-0.1378964451661367j),(-0.24692805844161853+0.07271305408358161j),(0.14944673282243257+0.8261777346755595j),(-0.022543970712402356+0.06273208942563013j),(-0.08515491983202045+0.08676792768290054j)
71,(0.3054078179099094+0j),(0.10396122495758674-0.16473326060606885j),(-0.04235738375724654+0.17600735607181855j),(0.4201857861963994+0.2774352504431774j),(-0.14911017348393588+0.11333470524119545j),(0.16717957599958305+0.22929888656852634j)
72,(-0.22376558597645732+0j),(-0.08965551838299214+0.06893267483061455j),(0.16353920681443945+0.21672406464521024j),(-0.19765087302978523-1.0187142221039833j),(0.25580179511239365+0.07309287747853632j),(-0.17898917318181085+0.093028117842334j)
73,(0.21803955316044854+0j),(-0.14015305458322366+0.1108083265119384j),(-0.165126691575751-0.2830288304422057j),(-0.21609960252266616+0.15220363038744866j),(0.14715003534427953-0.5698061242113054j),(0.12115952535300813+0.023878160720041838j)
74,(0.39861244772830684+0j),(0.08208383814006906+0.02457769884757849j),(0.022395053875163835+0.2144482468844302j),(-0.4874370576842453-0.49977953961377075j),(-0.03202549118754018-0.020259205333713143j),(-0.13171086221000006+0.11570182080693606j)
75,(-0.28940661047439925+0j),(0.2348888212470158-0.27802946407479545j),(-0.09246085460187076+0.3296241305523251j),(-0.020619417651040542-0.021419293601393025j),(-0.17482493247020575+0.5435376177046377j),(0.1740909214567812+0.1851558089181064j)
76,(-0.16662269871919552+0j),(0.03759490189854345-0.04325707424675916j),(-0.14306550169040283-0.16195533545892213j),(0.4866170232642173-0.25825112650963533j),(-0.20269829742936424+0.3340693264212162j),(-0.25934581932898243-0.021809583479964464j)
77,(-0.14497751064737524+0j),(-0.16386134049597548+0.10538003537675164j),(0.07341198180962323-0.2181539775229185j),(0.5525520515690316-0.49836691695359625j),(0.1699703589294598-0.19875258975304144j),(0.3287975125307309-0.05596848032398334j)
78,(0.11853776677383743+0j),(-0.053448532614316265+0.26101013764214787j),(-0.06277347266545312+0.1846513608527537j),(0.3065515316815045+0.33979957875608097j),(0.02305059580327604-0.1505572956656531j),(-0.013692006446474697-0.10298355187107028j)
79,(0.18375171581871774+0j),(0.1888640976227215-0.12468074460168177j),(-0.5066653004966003-0.2802165771462814j),(-0.1690829457735024+0.4376775051243976j),(-0.20208218849164644-0.03859143603213045j),(0.03399885636450399-0.03590786346864264j)
80,(-0.2152823555914885+0j),(-0.21627949197409452+0.10946754488288504j),(-0.23907949045091703-0.20100104546494224j),(-0.31474145969004064+0.48205002283018056j),(-0.29354571680028074-0.5639822540796451j),(-0.3490321685715132-0.17560435127049287j)
81,(0.1354119275338268+0j),(-0.10009976649855928+0.07115943215962595j),(-0.08369667219288124+0.5424542342469721j),(0.5545400117923923+0.23857974194820963j),(-0.33080536166324215+0.031629378378624506j),(0.019347705415078117-0.08178891555135626j)
82,(0.07440318236296999+0j),(-0.082421919087779+0.12808245791173278j),(0.2787808026309334-0.15657031490743825j),(-0.2397578499052807-0.4810361483457459j),(0.2606320099160793+0.0932008134454202j),(-0.2939155165865737+0.11920324217668915j)
83,(0.24777584067720304+0j),(0.139440979762901-0.1342645767302068j),(0.2640543471119165-0.2784142928126266j),(0.7086046152139687-0.4036267361778527j),(-0.24580023519839161+0.5360176760571793j),(0.08666032469403617-0.08318975959757484j)
84,(-0.375830035332979+0j),(-0.08983444490536906-0.3277669393931312j),(-0.40853079398420156+0.2275408418666779j),(0.09286513539224922-0.6288500941743951j),(0.15597906026188824-0.6054442576696907j),(-0.019506179151173475-0.0819430623930735j)
85,(-0.03024596477914776+0j),(-0.0467335344426294-0.08117667380222204j),(-0.5487231533446708-0.05756992297541713j),(-0.8339258085029112-0.6882962053247417j),(0.2774894267056318+0.03218047135011512j),(-0.08080910536618618+0.17001780408992365j)
86,(-0.3982180499285921+0j),(-0.1271823637894762+0.14943309782553324j),(-0.5244462575001525-0.09282121157190026j),(0.3214594150619258-0.02261409519970392j),(-0.2532867824446066-0.4294491364512625j),(0.02732188238358168-0.17452469731780326j)
87,(-0.25537924849495164+0j),(-0.07197626151627032-0.2353015337681128j),(-0.07231359732386128-0.24781124886457062j),(0.3598775375183789+0.79034067894264j),(-0.15992578520014816-0.12564140919059105j),(-0.1552686088616036+0.019974380781115825j)
88,(-0.22743508086955808+0j),(0.1816193418162933+0.006717527955801125j),(0.1971013700792574+0.2104485657855676j),(0.3793738469637317-0.5005468496581114j),(0.07637492139983204-0.32283112819540666j),(0.17026725488194078+0.08310691055686424j)
89,(0.2784585854478494+0j),(0.10555927393037765+0.0922673441708273j),(0.24119357068622804+0.08344598420990712j),(-0.279280532008117-0.22436015782424476j),(-0.1446287830105893-0.12372241117525355j),(-0.14371145004448616-0.08501607097165301j)
90,(-0.35944967062345934+0j),(-0.27553134156683007+0.14175540356385113j),(0.11087791411476625+0.6544735158074985j),(-0.5127464071693306-0.15911382050526582j),(0.12459483070711541+0.08188435951687356j),(0.0383778769656708-0.05995591163615599j)
91,(-0.17901754534637238+0j),(0.09708878590725442+0.07926815897253497j),(-0.514743180498458+0.30200102376346133j),(0.1680009212049205+0.21358214425906202j),(-0.362529710941105+0.08539225217446382j),(0.09855614320401646+0.1741114662031767j)
92,(0.0018849090362472246+0j),(-0.11044717725755597-0.08252184823387441j),(0.08323135076211678-0.038156330417037566j),(-0.5129121526059294-0.5702087836442117j),(0.35789482590200045-0.20470138082129796j),(-0.07243426412831122+0.06446975927214205j)
93,(0.19722970836987141+0j),(-0.039949889753719436+0.060931942970608464j),(0.09921385040625338-0.3287553891518369j),(-0.7578761993114312-0.0032421373667945314j),(0.22754951408365248-0.4703042925501474j),(0.08328078022587058+0.030514017926406165j)
94,(0.03767318214226542+0j),(-0.10335400810474847+0.0006723340219098733j),(0.05525510601728092-0.08345648280155092j),(-0.1608989963540332-0.913836229611964j),(-0.48142954353601625+0.006733328585128928j),(-0.0005470002196011278-0.12338384356269153j)
95,(-0.26825181729687664+0j),(-0.04625949725221673+0.022423830854393978j),(0.026143760274036594-0.12514537245424145j),(0.3908914717535793-0.6218246043515562j),(0.4254223047635778+0.2280436120095035j),(-0.36491044112023835-0.21545463724106184j)
96,(0.2518922050607222+0j),(-0.011683670933863521+0.06331893320749216j),(0.1373259285447263+0.22077684410523332j),(0.09743670232193571+0.7244989145719902j),(0.14902888280878424-0.09733222398568495j),(-0.016882948913867213-0.13488291470188424j)
97,(0.27155899974999964+0j),(0.042125396390958796+0.16139072989220848j),(0.05610351017212345-0.30862156789209694j),(0.5387123089347402+0.12336587071979288j),(-0.02240960000217517+0.2754534361572162j),(0.005770852001428017+0.036825003971106135j)
98,(0.19389491737094366+0j),(-0.18811191997444032-0.014739780818987608j),(0.05745766146329947+0.21941043336590518j),(0.18819650705537444+0.2819759121014602j),(0.7258912601281007-0.045567077771318396j),(-0.13408459136465914+0.013179281815915364j)
99,(-0.3798699486251724+0j),(-0.1462459809774111-0.011488868247431921j),(-0.28180958866937683-0.16623280372118873j),(-0.16634272026223149-0.7197149309601407j),(0.01569829256603633+0.6000311623613356j),(0.043586616367182744+0.05564143125107473j)
100,(0.31368181435352716+0j),(-0.03699699477757997+0.018967968805441597j),(0.060479019399678785-0.351104500088586j),(0.8460172975697708-0.7066504750857059j),(-0.2659661485342922+0.12809282924951929j),(-0.15089561615926794+0.05994698328355669j)
101,(-0.14537620472155663+0j),(-0.042325397472523896+0.15561005805608266j),(0.4758581484462374-0.10397861949787977j),(-0.8121327182878781-0.16275135278623856j),(-0.11399732812955919-0.09550245468579632j),(-0.07652042069562341-0.037465785164305994j)
102,(0.2381092341978161+0j),(-0.23612864419012447+0.048251395404452224j),(0.06139367276400007-0.6916005284062683j),(0.11513413882262755-0.1786472771502547j),(0.10098833681211562-0.02295239361201691j),(-0.17830347112028747+0.08963772967928015j)
103,(0.05639230786775706+0j),(-0.0703073394437265-0.036752149646694196j),(-0.20422085900260606-0.010876258162028616j),(-0.3463414773613409-0.5362035523169684j),(0.20804295961140903+0.37917536053922485j),(0.15368004971190952+0.04021177740142096j)
104,(-0.0051429664385056195+0j),(0.1149627421449214+0.21164238787797313j),(-0.20728745485878391-0.1010731888873275j),(0.11062484023088809-0.5764576253053586j),(0.2886619708809737-0.020962338520045393j),(-0.1350710378110514-0.22604565633835472j)
105,(0.026156971783496658+0j),(-0.08567196326139322+0.009572038852948717j),(-0.033934875574752055-0.3730858618628528j),(-0.2690071001279801+0.20582714547292727j),(0.4821856052583829+0.19467335110026596j),(0.18973471153757354-0.03342038798104901j)
106,(0.40543635779391785+0j),(-0.031508684525938094-0.34322492654941295j),(-0.5994171128714514+0.17984981773984204j),(-0.5175071266242159+0.5995198841995865j),(0.10187711157869539-0.2793667275150808j),(-0.07900355039385422-0.08788629587473688j)
107,(0.16723938027659552+0j),(0.14481105761418978+0.07788110821606574j),(0.12323600683777147-0.11121398440899237j),(-0.1594349603560912+0.002960253609049439j),(-0.07962677935515806-0.4759222778269083j),(0.12899721719631807+0.004038168698657196j)
108,(-0.0518564298751637+0j),(-0.03465199091812535+0.058277058101700696j),(0.3421785875167481-0.12520585286474167j),(-0.40923505935482424+0.2404125344676113j),(0.0076455985646135954-0.23148229432906017j),(0.15623953457703427+0.007166971006835304j)
109,(-0.3477112892719799+0j),(0.05983185606672571+0.03063139363252519j),(0.18749037571916904+0.05420011046796052j),(-1.0076677480394+0.32101846595810957j),(0.03556113579293847+0.18660388781793757j),(-0.15032381191552707-0.005986380659220143j)
110,(0.13295684379039446+0j),(0.03535864717026677-0.09016241598232921j),(-0.19098572940895303+0.1494284325772377j),(0.2555435657900924-0.05116110814169317j),(-0.16570303419887253-0.20402767384187914j),(-0.012204601881023666-0.08851288793819616j)
111,(-0.3260580146174054+0j),(0.4104004364425491+0.3541218005474709j),(-0.272514781367229+0.29716495130244963j),(0.28166351206106865-0.336462214989003j),(-0.20370248416629025-0.10385085380012304j),(0.08015943205321388-0.2824495455739583j)
112,(0.2980137737127626+0j),(-0.052079249602957386+0.07846309017429703j),(0.2007534450492634-0.014230300877048262j),(-0.5634343916770983+0.47441042312710313j),(0.025822626322978715+0.09600746862953002j),(-0.06797745430073653-0.10240645553983388j)
113,(-0.053781659021229083+0j),(-0.024168521177901234-0.20479581949029757j),(0.5500722122974573-0.08958201153019016j),(0.7579653437797921-0.3345565073837317j),(-0.21688558857237075+0.33123343029985775j),(0.06674448359634957-0.24096565795471425j)
114,(-0.2007178049064721+0j),(-0.025093473449678327-0.10037140636939587j),(0.07304094601816166+0.3765495537737801j),(0.4071251041336878-0.6966739826715749j),(0.15600907852497425-0.06790168025910169j),(0.11826554179051782-0.0390293884608264j)
115,(0.1992602628599593+0j),(0.0516897245709008-0.02136347616328342j),(-0.3237975026052217-0.06369052083975849j),(-0.3623267871056471-0.9022302577014941j),(-0.22949157770629905+0.3843358056449549j),(0.025859231665539294+0.0073648243044560635j)
116,(0.267153320592154+0j),(0.09181113732521277-0.03086999699399279j),(0.024252252860578326-0.2245198008304913j),(-0.19930765871619122-0.31954223479423527j),(-0.21167614276420987-0.017432938290096678j),(-0.03707387649404942-0.03636873973568067j)
