,amplitude,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3
174,(-0.014431720158392891+0j),(-0.036932632612510854+0.12344269257081533j),(-0.14523792186933054+0.023510523027480024j),(-0.10454375767939032-0.12605430200001577j),(0.5576549591341761+0.8876313019735931j),(0.18786451024642767-0.011172381760766834j),(-0.1694960912706647-0.18409305605322096j),(-0.055737123703323906+0.018822566477348035j)
175,(-0.21925744629800767+0j),(-0.0743211092750631+0.062092424069406j),(-0.042352784882964054-0.004867628897424335j),(-0.6143745709686157+0.2018488810025233j),(0.12662492058176736+0.2325019389982485j),(-0.551245396707037-0.15392192741732938j),(0.1838588776579428+0.06152399201510501j),(0.04371008165004463+0.04454860008659253j)
176,(-0.007309478692699933+0j),(0.13266721933678174+0.11939766560563811j),(0.009442226699979545-0.10257138019933207j),(0.09708182141481507-0.12240349946913102j),(0.4688387406127932+0.9566996260571088j),(-0.0904706490818859-0.14346169499317948j),(-0.07183792271073833+0.09193354579847018j),(0.043765611506946564-0.08290979006051483j)
177,(-0.06874638752063401+0j),(-0.10314397384607027+0.07334998420446906j),(0.08994659773743069+0.008617357380081646j),(-0.08645746310236332-0.34711086436456745j),(0.1312060399784175-0.2085510047094647j),(0.2106086872660681-0.2618937893345875j),(-0.16041883539688787-0.02364120674859064j),(0.03925502590636992+0.10927134398780021j)
178,(0.19222353400121234+0j),(0.11944445243824407-0.12923673247067402j),(-0.17626169547385462+0.4234737865602193j),(-0.12057680487219972-0.059307854653309726j),(-0.6910648929511096+0.38344005521531876j),(-0.2580661185274855+0.3057473772554687j),(-0.05598796445289396-0.022417487165039197j),(0.04225663616289657-0.020046940914625486j)
179,(-0.252587382795101+0j),(0.07101754512832131+0.0815853406348565j),(0.006418445304971161+0.003267201951860532j),(0.06683070877933228+0.07670290006861406j),(0.05169895101252653-0.5958305078822768j),(0.07078764114256647+0.4720284298978323j),(-0.023913685372444482+0.042717261703711415j),(-0.08330926836501754-0.040524301277883416j)
180,(0.12876911412655234+0j),(-0.10348674619892502+0.032144816930126385j),(0.19584467882541662+0.1932875453490271j),(0.31794058153960864+0.01989139790607497j),(-0.7609107558442765+0.4343519519894977j),(-0.2847718798866794+0.11772552734752931j),(-0.09965470343190247-0.030640852814109727j),(0.031389397149887185-0.05228027385925275j)
181,(-0.14780547649012843+0j),(-0.053146904057070864-0.03792536909986168j),(-0.2413246528422946+0.03410990936308988j),(0.27076289960529504-0.10859114832059058j),(-0.00025904436298171407-0.6080499159100432j),(-0.2789369639760476+0.18903761838759287j),(0.14395466206438048-0.10559204580097109j),(0.04226718633328039-0.0625796892226664j)
182,(0.6046043043936798+0j),(0.0257856021585577+0.1137257811120751j),(0.05296778337007817-0.012824844199612665j),(0.17487071532907156+0.09246997435147711j),(0.0074753309812989055-0.7463602816199841j),(-0.42897231715843837-0.03345343333696062j),(-0.09486827669900484+0.1681222147617086j),(-0.19556204915208697-0.04856291269456788j)
183,(-0.16869166333217434+0j),(0.022356389893603404+0.11315013322674279j),(-0.20782130837203905-0.08122959211651933j),(0.02244505159081485-0.2884952662572181j),(-0.3475973902138685-0.6954686497809814j),(-0.08562163457652627+0.47270881755630384j),(0.20284026341238856+0.09527591966921058j),(-0.05121869769936602-0.06460475409863585j)
184,(-0.33475866902892487+0j),(0.13671041355855368-0.01208895674148018j),(-0.33860837442033415-0.002800349474923962j),(-0.3368204444569589+0.2929226835401911j),(0.10766489917063686-0.32692111089194364j),(-0.2520329637380375+0.16088520855260097j),(-0.13510510139179938+0.04341794173186295j),(-0.020056287902408286-0.1793745504555676j)
185,(-0.28071148306512794+0j),(0.039722140181579345-0.033871385146522j),(-0.10646644452705853+0.07341178482012777j),(-0.03732086784581084-0.11815136436964283j),(1.0014611696389144+0.12997831601679255j),(0.022739558424854818+0.05859874776162095j),(-0.15112795513311147+0.15568699529013535j),(0.06232664532393657+0.08564452001551871j)
186,(0.260534781760222+0j),(-0.06966512169480905+0.053577127527158826j),(0.014822411894024952+0.0400473348527363j),(0.023451078241449055-0.19123812034679066j),(-0.10197728135495376+0.1473054756251616j),(-0.5992461610078803+0.6356128576519389j),(0.05340893817054263+0.06375464356242298j),(0.04997963867663343+0.07097242539759652j)
187,(-0.011942742031813072+0j),(0.007457720948156624+0.020258532241341238j),(-0.17846142707615167-0.057169780404358994j),(0.1136435862673367+0.21854807442611332j),(-0.40021484657025236-0.812450624387115j),(0.140158906724012-0.16339706152601974j),(-0.01805460171860873+0.018936488366974223j),(-0.0017846731230430207+0.036056454706738184j)
188,(-0.28975679725654413+0j),(-0.16407040093358255+0.026445048723010862j),(-0.15079955037665854-0.14773461896873236j),(-0.14365985250542795+0.30027820988592346j),(-0.49085360954418805-0.3966347263922139j),(0.13626995978649908+0.19432801631930235j),(0.08794593026987552-0.130927089921349j),(-0.14103687342060953+0.011016454369758844j)
189,(0.019987027653470935+0j),(0.10061449743134707-0.09769601060306901j),(-0.03731318455586248+0.060617742932250675j),(0.12182416136649925-0.018858429570386442j),(0.12965186177825275+0.7858651956589666j),(0.05443957100150711-0.14010745872232513j),(-0.15955678710453186-0.30382329175832445j),(-0.09586699447341333-0.14446576731721122j)
190,(-0.06616877405040467+0j),(-0.07690107243315346-0.13436245517333148j),(0.24261556367491782-0.03492249297394614j),(-0.08086139594759945-0.034113853360648344j),(0.14080061050553455+0.5362117686159987j),(-0.19005811186028146-0.10303970344583835j),(0.17536845304794646+0.04915778019547983j),(0.03645949738692666+0.047532256506438095j)
191,(0.2881977134739976+0j),(0.0367438565846572+0.11334944090218788j),(-0.14649959403372317-0.021301664258659994j),(-0.05215338467990576+0.07613413033592711j),(-0.8250796499967039+0.1677135649560066j),(-0.38353373026046894+0.09592689290116518j),(-0.03825698706834302-0.18889140321960954j),(0.20108584329024048-0.07540248631103386j)
192,(-0.10367625381135862+0j),(-0.05400713936687661-0.00573775104385401j),(-0.18103387828051798-0.1130091701517247j),(0.5081680360751268-0.0653468504712751j),(-0.08146289222732785+0.674718717618595j),(0.1148805824953621+0.17751842358550174j),(-0.13126802134510984+0.06952561327305878j),(0.0120931598417439+0.08989931759107293j)
193,(0.18905541974966697+0j),(0.19011638099994516+0.07413692558988105j),(-0.06786995584332217+0.31295455357042845j),(-0.2963206416637582-0.08631065890670528j),(0.07928530418107496-0.7658897189691553j),(-0.09837115536978744+0.4982824539656208j),(-0.33748780593201466-0.1690665359468425j),(0.039124304371565916-0.12098616410645598j)
194,(0.1829679546488714+0j),(-0.04596996825475657-0.02625497594413312j),(-0.03826538981497932-0.05161522107669003j),(-0.04143714245099143-0.11217770895175604j),(-0.3891883229636425-0.7360183817428014j),(-0.00795874538200196+0.6176211062843022j),(-0.11944792074604028-0.004049581033058951j),(-0.05513227210133066-0.0754876817356762j)
195,(-0.03896424178438333+0j),(0.014187907906278982-0.03050575145285061j),(0.14286463292068458+0.15546935928829236j),(-0.2798566241614028-0.28912690504208644j),(-0.25584428817429383-0.1651166649066775j),(0.06800306805438062-0.19878303473638603j),(-0.05344482028460968-0.12687084900793008j),(0.14798949202746928-0.04495317633872483j)
196,(-0.43631832727208075+0j),(-0.09837240711417627-0.13759389921444368j),(0.14708734854999345-0.08230165751630475j),(-0.22040361730447433+0.03864976902777563j),(0.293241628859937-0.772146896834729j),(0.2153883692124855+0.12360757199857186j),(0.07892376669563103-0.06957964256405895j),(-0.0098058340822137+0.07420303659139572j)
197,(0.022714951100209768+0j),(0.07980772553073419-0.0647994385287675j),(0.10948603351958464-0.006275150115519157j),(0.3931717760439999+0.1705539861396717j),(-0.5628665096953219+0.1730204740385768j),(0.0679280129080963+0.4229604814980086j),(0.04708162159423264-0.027960105625504925j),(0.19181773691014734-0.07261996390474268j)
198,(-0.3072236627972925+0j),(0.07924703645524532-0.08282790913199689j),(-0.16416833067052822+0.08057659273778248j),(-0.41517428694815495-0.0521644399012751j),(0.7281835452029704+0.07953806051616011j),(0.29347019859950096+0.25153513921876985j),(-0.171500280064442-0.06485224720476893j),(-0.09380671902655277-0.09143794526417327j)
199,(0.06589136491716258+0j),(-0.01039598035277684+0.04119809105817901j),(0.0018207201218685975+0.01031935485836663j),(0.05329618293959801+0.11704315071671319j),(0.7633958371863862+0.16463021787033383j),(-0.268533876687451+0.009661136157966647j),(-0.18304222969079048-0.1397163442834679j),(0.016372397880472102+0.03299914403891539j)
200,(-0.42747104077573933+0j),(-0.0010572605192643893+0.16802263444503948j),(-0.12005287174806248-0.08881925868918485j),(-0.018566992448520142+0.007017064805589002j),(-0.3514106687204023-0.6981818718968937j),(0.1637501887568679+0.1665751774060929j),(-0.006263139391891716-0.049449031893377376j),(-0.015307851868251003+0.09720229975952485j)
201,(0.20075393004502037+0j),(0.05983744319744899+0.02715079407594436j),(0.06846826676678379+0.0745966966707069j),(0.06366290754926675+0.12194990976985709j),(-0.10402106871379033+1.030897571398754j),(0.15076470326451635+0.028954945773408902j),(0.0493057864339479-0.4571048109391719j),(-0.017700949692478582-0.08243048582326133j)
202,(-0.4545910734533153+0j),(-0.024543529174255556-0.0344697796513329j),(-0.05527876118009792-0.12456072393382073j),(-0.08019021312644212+0.029710814014557628j),(-0.16396661135223184+0.839818008841658j),(-0.31035963198259636-0.17924310208267497j),(0.17447304428622507+0.02608164105483235j),(0.047163401499133464+0.061993228612828855j)
203,(0.31898139005370363+0j),(-0.005451744447717254-0.01490006032916008j),(0.03701902726364095+0.0872231230773346j),(0.26910476947900314+0.3111528626806026j),(-0.005235442048918321+0.09968401160181306j),(-0.10607623611459771+0.17356584046912327j),(0.15387618296099714+0.15000252547396623j),(-0.04945893438931587+0.12481611429854644j)
204,(-0.154121566492405+0j),(0.08024454761975879+0.11419507810083891j),(0.14961402306324023+0.056981802372645336j),(-0.06810552160609375-0.23030888905026364j),(0.45296913292018587-0.5242266832886284j),(-0.14366578940231853+0.06902375047658527j),(-0.12535326132722224+0.10410919608268046j),(-0.011601503554057972+0.17725943257165844j)
205,(-0.0826301285340057+0j),(0.042386824336832385-0.03685632739606697j),(0.23963603380410503+0.30345228136078267j),(0.08202023865718994+0.040938212185692935j),(-0.6156499985004491+0.08875942278515372j),(0.2708391424952917-0.13339656269586928j),(-0.09942678102238109-0.013491257463956678j),(0.02974897194908828+0.04731238174691535j)
206,(0.27729035847019473+0j),(-0.26957734644305015+0.13375492719266402j),(-0.14498161436859805-0.07248162372108241j),(-0.03045597439703448-0.013502701793170174j),(0.05494364692409093-0.4627772210205704j),(0.2686744284874213-0.4089438555221566j),(0.28442448512662216+0.0019387095627092094j),(0.027403592517248648-0.033071571108411885j)
207,(0.39045065523839023+0j),(0.09900326560592376-0.15443911812340083j),(0.1434835902568729+0.22472890243365978j),(-0.3504004021525491-0.1575012593289639j),(-0.5525889737250471-0.813197732112322j),(-0.026345493638929518+0.1347711943996583j),(-0.08681461715160674-0.09809449471462649j),(0.14574784877784672-0.060638249378386855j)
208,(0.22639986053179842+0j),(0.035434755715361685+0.13181929635433945j),(-0.028020371751491375+0.07592345674501048j),(0.1060994935318163-0.022483616035166867j),(-0.7106637451485743-0.6711345875651623j),(0.7298546302003354-0.2403122584606589j),(0.10606586234782299+0.04242952388875059j),(-0.012951451725936106-0.04198659732806309j)
209,(-0.11369879100056482+0j),(0.05591476142636227-0.15235316169685964j),(-0.14197417380599067-0.38762512315590125j),(-0.21260846783364584+0.16996381774678157j),(-0.9692461512993031-0.5933978331968868j),(-0.12163647863086292+0.10449019280945204j),(0.11338662928963435-0.11775777233084819j),(-0.17478965791026377+0.10980771655084831j)
210,(0.1600129711652488+0j),(0.14615816509760665-0.009037863444676539j),(-0.029228557984918385+0.0024177905652548112j),(-0.21317508245783956+0.2634324104158501j),(-0.059269741117683225-0.7401462511840889j),(0.06959094579989206-0.20557776792005122j),(0.06766594841779648+0.07013062409098747j),(0.10507844963276952+0.003551457395197499j)
211,(-0.0979078694412488+0j),(0.16700458395204446-0.13108590482331112j),(-0.15222378208687715+0.15346743128193657j),(0.3155906308628869+0.3200203156937116j),(0.36074794499048385+0.5804971132667812j),(0.029084173694744392+0.04370970761472136j),(-0.08401224199881856-0.02616660081886303j),(-0.09767773942966423-0.09813447139559785j)
212,(-0.5693882156961577+0j),(0.09788501939816155+0.1237028908991375j),(-0.103672932672444-0.17251309121791322j),(0.11423854297149877+0.15113948818389308j),(1.2446957557798264-0.4919991856387328j),(-0.04446385221050936-0.028278189472101964j),(0.0033370505638030228-0.0731915566436006j),(-0.16606760224769868+0.0965869193800699j)
213,(-0.208223987287356+0j),(-0.08043333694884378+0.10266041168309169j),(-0.19230648328625768+0.1625220006068308j),(0.32541782013166365-0.24704416915186844j),(0.09213419729391682-0.38037497509033136j),(0.021692529505232733+0.08602799211748954j),(0.15107556415503587-0.1109262162919209j),(-0.01612117449801445+0.010066201589057097j)
214,(0.06409478267332924+0j),(-0.1333992591291565+0.17470535198080567j),(0.17052820549667186-0.1808705898934568j),(0.4764980165636719+0.0687217380607199j),(0.4998976447362197+0.07840769959733854j),(-0.20306581187853823-0.16520398177483692j),(-0.07168498611925225+0.17225997223304676j),(-0.046421000387264925+0.041394265725773836j)
215,(0.07622944201064055+0j),(-0.22302514373368437+0.027979738498932823j),(-0.1029135188958652+0.020476238767047836j),(-0.17557696002901585-0.21707056172355554j),(0.3794389216304761+0.10147313881178414j),(-0.007811597645921792-0.056815199651968115j),(0.0885256028879228+0.03746333336231434j),(-0.016040265588121883+0.06354445688873546j)
216,(0.06201245567669223+0j),(0.09733654376173284-0.038951498726683624j),(0.16844541956275239-0.03816029256100807j),(0.04340144288318317-0.24825459520644072j),(0.7928118158610796+0.36482948681261246j),(0.0007066617419968779-0.1322609772513881j),(0.11707190159951243-0.06307559060969088j),(-0.02001614763585763+0.07964881658893615j)
217,(0.002821460584943758+0j),(0.06580341041194726-0.09053820296854136j),(-0.17108866184536914+0.13930662819163953j),(-0.002732406492047701-0.01864394849439241j),(0.32883884744181857+0.14600717951123815j),(-0.09318477240727645-0.4749759769556511j),(0.04992974400354999-0.11482288699313452j),(0.028978399422946964+0.1098872705444442j)
218,(-0.2558568293130192+0j),(-0.03664323607989918-0.0363202056274096j),(-0.04101827896487225-0.04701682010944605j),(0.05065254694668653-0.06497821939165876j),(0.2451039902182097-0.23174700495753411j),(0.17437437219874657-0.23602592343740536j),(0.12110667026970731+0.29620635579449095j),(0.13087981968392104+0.028607402792217334j)
219,(0.47072844003765857+0j),(-0.03231663185016275-0.0735209993330233j),(0.05293993724217663+0.08332483239392847j),(-0.3653550814434304+0.0951905467739809j),(0.6128591266444211+0.25470028231021474j),(0.24021478304846122+0.17911033636593163j),(-0.022379726593595523-0.14692497664123808j),(-0.05295391532953969+0.09814801207683067j)
220,(-0.5624857398062406+0j),(-0.14867686392736795+0.083866502045275j),(0.0270649815243844-0.08008328334830715j),(-0.34878074859059005+0.01504693373109287j),(0.2608169484162023+0.13787229972633508j),(0.00769848835107877+0.18269028048289496j),(0.12219582456924898+0.03662903433672287j),(-0.05546955409607402+0.09284691701793255j)
221,(0.15221594171462138+0j),(0.11048134376076817-0.1393374856636581j),(0.1566202215989932-0.15367776268096472j),(0.19251613094480366+0.2119318611651354j),(0.2240272275401685-0.816927678999154j),(0.08583656349659038-0.28928299811634184j),(-0.11702243198173523-0.07623351974639905j),(0.08313392432291941-0.019161810596314235j)
222,(-0.1810181736006507+0j),(-0.026450882692580432+0.034276162070767634j),(0.012869247658486105+0.01586296845775101j),(-0.3805138144017245+0.026993205087973336j),(0.689064541153527-0.6469243873447781j),(-0.17669952465458486-0.20996876906431597j),(0.02853246132618701-0.1422364032378101j),(-0.02849031243561834+0.030436392439078863j)
223,(0.45293530942265325+0j),(-0.10520763442639493+0.24104234032237704j),(0.16015951203886158+0.11625368207760796j),(0.09580581540557061+0.2235599149915502j),(0.7138241402804523-0.005196638734194275j),(-0.4944006607013289+0.33440277187213757j),(-0.2365853280102319+0.1118338131392742j),(-0.0020587833554200977-0.1469218521719997j)
224,(0.07048843704319577+0j),(0.14157752550906463+0.016025528517086392j),(0.11707774999374568+0.18949406394703788j),(0.14504835653293063-0.24248958016674668j),(0.9032315404416513-0.1932102135725184j),(-0.026720051158261343+0.013052974343961271j),(0.11194583600937774+0.05693778443196215j),(-0.029873818469909507-0.028122930671887824j)
225,(0.09216535224340865+0j),(0.042396955697757775+0.09405308184664582j),(0.0413985442860184+0.09518219875467533j),(-0.012308328665124556-0.0016070976974816437j),(0.8640959284619134-0.21398776229010047j),(-0.15554737324587375+0.13757361052287914j),(-0.038395785046589886-0.06384989305704569j),(0.038473518872002156+0.029024582049780742j)
226,(-0.10500985745413781+0j),(-0.017905739738858853+0.03768668401724562j),(-0.12605377250032726-0.04091161309995816j),(-0.0057794128210461254+0.30742677599511564j),(0.9177893198568781+0.04777764775257115j),(0.08844167467364505+0.06200842724668715j),(0.0717503392393416-0.03621624912381369j),(-0.08529806086224925+0.04478434641458781j)
227,(-0.09665180965429959+0j),(0.14087434010753352+0.01970075357002286j),(-0.05575817902980524-0.06348493071957997j),(-0.037182713956206925+0.28080460325014295j),(0.7327309893743809-0.16909403584002186j),(0.07058251266019801+0.2719817488699789j),(-0.012878470808581436-0.18565449712566587j),(-0.06156456944368048+0.0999023972501196j)
228,(-0.2461077975446593+0j),(0.13221078917835832-0.03391635882593484j),(-0.005099679284936862+0.18205688535328174j),(0.16600628774014875+0.06696793877075352j),(-0.9721747759094976+0.14713203116682794j),(0.14093665710004016-0.1298337443089871j),(-0.10294468266847256-0.002107235482961045j),(0.01357622050819057-0.06785383317879053j)
229,(-0.4091843396366902+0j),(-0.13279155526710495+0.08203409234020334j),(-0.1143409721472775-0.0011016145090741204j),(-0.08720866785427032+0.21817158540999484j),(0.1642800480900357+0.09629664031879892j),(-0.2646285016647925-0.4288337398478507j),(-0.0693744946977372-0.060220282967347175j),(-0.09231819495872523-0.012841290745187573j)
230,(-0.13775190983653252+0j),(-0.09064699821634632-0.18597087067031542j),(-0.08032859365534864-0.16422137253371621j),(-0.5153265326543162+0.1455462032586965j),(0.6400417271534973+0.30217327070093414j),(-0.32966899957808965+0.3989118659112262j),(-0.030678131728067506+0.4068700660575304j),(-0.15021129231873323-0.016234692061561008j)
231,(0.2158331958060523+0j),(0.0036975539738441435+0.14697453763068966j),(-0.023948550657020746-0.10837986779366825j),(-0.09820284689442285-0.19588859463413177j),(0.5840137843507078-0.22327385617261106j),(-0.08646829599451983-0.4553306727403167j),(-0.011234156202151915-0.08519849172449322j),(0.06324756645749569+0.08183332540131913j)
232,(-0.03510444870235104+0j),(-0.09894513736748697-0.07861906624188227j),(-0.1867709909394943-0.15710924938130932j),(0.11300133307599497-0.36795080857767654j),(0.06400969371293848+0.8852316593124202j),(-0.46315547484132374+0.10731735628948408j),(-0.03179830621372737-0.14495925435671775j),(-0.012179800555707276+0.041775250006374456j)
233,(-0.03510444870235104+0j),(-0.022024141244757905+0.12305843992238105j),(-0.14245652076616408-0.03016106712035463j),(0.5522107424979351-0.5953041526546236j),(-0.27550050688606775+0.5234022247149713j),(-0.4964446302590318+0.10577541977231168j),(-0.1390845176429197-0.17337866830063314j),(0.23912081304687377-0.031348100316726746j)
234,(0.03273145261939553+0j),(0.031508538563290854+0.1447080977124835j),(0.06677355101359558+0.023802715992819988j),(0.4615505672827631-0.5089095712501661j),(0.23515183653315458-0.2814902791574027j),(-0.3428151761249051-0.13304043194954773j),(0.23076577430316136-0.04494286924205814j),(0.0652790718637649-0.06777136170424475j)
235,(-0.25118064636554516+0j),(-0.030407750482951412-0.13108987300893066j),(-0.050604706406184745-0.1595760083475663j),(-0.05087659438490513+0.21684599613273728j),(-0.09897855980399889+0.6656034513970395j),(0.3313849416658143+0.2787653918816704j),(-0.1971317089013389-0.13342592707696682j),(0.09916820650751118-0.07294267066235725j)
236,(0.19144026327544594+0j),(0.012179897366488408+0.10034304892460139j),(-0.012000514084290093+0.018255643356871944j),(-0.21260930735039238+0.3468943427889193j),(0.6112383395385391-0.3308607691449249j),(-0.13995754602952518-0.16029788195040237j),(-0.10760263069293002-0.16806885215098288j),(-0.005810420691270569+0.08194992353057617j)
237,(0.15095209292098116+0j),(0.06271196489870202+0.09036495777907716j),(-0.02425647228264519+0.26438340237629554j),(-0.01673212380305314+0.11726763319462266j),(-0.3451880844101364-0.3570622118662493j),(-0.1451949254126222+0.1308213835570066j),(-0.1682279602436394-0.22025087833395648j),(-0.12442974146018801-0.09369818330553001j)
238,(-0.18421616634394733+0j),(-0.0734385915698117-0.13958139397262895j),(-0.06452402596525719+0.10426045734771956j),(0.6150217577930611-0.020689350577570507j),(-0.3160396799049321+0.14216043494092306j),(0.32226633793767373+0.006481510184256661j),(0.009819284206970771-0.01375064632503259j),(-0.012436609233630477+0.13079678762505262j)
239,(-0.23795430617357533+0j),(-0.12582267544422082-0.031399246022965004j),(0.010951996840990734+0.15121343686749517j),(0.06923342352836306+0.02023468793201927j),(-0.616678533728965+0.18359004716524913j),(0.0398139663028924-0.248026026999069j),(0.1273709831561054-0.043233048645771946j),(0.11337649625259864-0.12801175106030527j)
240,(-0.11991164644354227+0j),(0.04319303216086288+0.03538641301654723j),(0.30166458174591226-0.3430875142876651j),(0.2255366185360224-0.28394448138911105j),(0.6982361741688605+0.28874251545636875j),(-0.1442233322777081-0.4486703554159527j),(0.2490351013835365-0.19652545736162497j),(0.04159348585096512+0.13811611062318185j)
241,(0.021447761973428736+0j),(-0.014159212032094873+0.12102923452899134j),(-0.07366353550526572-0.14055905924038792j),(0.08409758378921557+0.10081641889131439j),(0.5681837160000223+0.34535141638016265j),(-0.03540149854717127+0.015195447391524647j),(-0.12469308193610326-0.08589938790393702j),(0.07007456457415442+0.14254813375084002j)
242,(-0.36505036651013345+0j),(-0.10632431066097833-0.1837791475996086j),(-0.14581409936752765-0.06845389274719632j),(0.2655760667001223-0.04936252436130638j),(0.46679918619880945+0.32610049835248855j),(0.007275682362024874-0.33999118085631036j),(-0.036595981804570014-0.06884826865732416j),(-0.16629810263103373-0.03690911001059317j)
243,(0.13634082244539142+0j),(0.006804907954765703-0.0950723541452006j),(0.20131226777995026-0.10550744281663259j),(0.28611452973913226-0.18957871462545883j),(-0.2642383524044578+0.3979801688557593j),(0.2456292438744599+0.2855912867367844j),(-0.06332798447156066+0.15012335716777328j),(-0.1451271116289431-0.02464157804741988j)
244,(0.1989660889387498+0j),(0.039939945285220824-0.10413615677697538j),(0.10343208646804115-0.07223352390985807j),(0.45101601144624154+0.17295877000386867j),(-0.25477481605007524-0.2882901788934383j),(-0.09056310331493365+0.4669390534886815j),(0.06452512078141862-0.09261114179854749j),(-0.03451337836501756-0.12544780266544248j)
245,(0.23499293352389017+0j),(0.044161832308804744+0.16597336674584498j),(0.07620465331408835+0.28514845218665297j),(0.20822322204077184-0.0011800864288105672j),(-0.6433211932099314-0.3559398421851739j),(-0.1734677990429523-0.05036959979719672j),(0.0314187431037448-0.2398846125861979j),(-0.06960154165542964-0.06249389962288912j)
246,(0.22628582589303414+0j),(0.09054556493892085+0.10866458640368096j),(0.10674982853981582+0.2199262087136016j),(-0.4401043556965646-0.39139737241453165j),(-0.37869464675496567+0.19800095053254835j),(0.38591300900646897-0.4939322309486955j),(-0.027666310147508772+0.21733198919841995j),(-0.10262978347119292-0.06464710421710429j)
247,(0.44990181843619337+0j),(0.03841371772723781-0.15459669531348372j),(0.1577726418670603+0.0729592406615303j),(-0.017531760799441486+0.06929948991726978j),(-0.6226463839380669+0.38983314823552234j),(0.26588011249781845+0.23294473695045945j),(0.05411405749846393+0.255122639508317j),(-0.12284607621464841+0.0730362440329077j)
248,(0.08818447869975471+0j),(0.037092978652631205+0.0786764487687436j),(-0.12958674303206316+0.09643708728385954j),(-0.05561906735862085+0.14824970517045138j),(0.9780534661570578+0.12542691142046858j),(0.24194878279666482-0.3910975725721757j),(-0.06872452817493288+0.06043049130655635j),(-0.06473760480756802-0.24201282749617467j)
249,(0.08327184211828764+0j),(0.11056371553230701+0.13060892402923213j),(0.021411920250278035-0.0921957955402636j),(0.17670398682340807+0.3925750194051818j),(0.08530596019197412-0.33573737998532693j),(-0.2724040235277966-0.5134371416810238j),(-0.15057538832125922-0.03430395031141044j),(-0.063293729728332-0.0971187335791968j)
250,(-0.057620869659010865+0j),(0.11506943959370577+0.021918042414459465j),(-0.2637656393864454+0.11366328055749125j),(0.29813478430028234+0.5333401355201046j),(-0.017882152102274063-0.2180518231205061j),(-0.18762429482257376+0.0927075043537107j),(-0.14156026314394754-0.053407610691171545j),(0.06619821508353546-0.21353383891968022j)
251,(0.38898045567174+0j),(0.08468823351566783-0.2553216728988021j),(0.24474130876418773-0.03420096758543405j),(-0.1702821998969704+0.3022906769827726j),(0.15572774509795845+0.279247642477136j),(-0.40332516520197303+0.02260394487645636j),(0.13654855479355696-0.09618041348015977j),(-0.01610912874010735+0.10476906755989804j)
252,(-0.1814984795465359+0j),(-0.05689057742649972+0.09521280998753354j),(-0.23530774605171112+0.2794898946526695j),(0.19515545985773108-0.5925790989688953j),(-0.27223820186521097-0.6421519356869968j),(0.39889765305388836-0.05865662014792333j),(-0.12745712090302574+0.4711134617038785j),(-0.1627453857941265-0.011353457842511988j)
253,(0.43895255862098304+0j),(0.03752397140484618+0.002225387411739687j),(-0.11016548540204688+0.0017465315028798584j),(0.048565689250669036-0.1701621626924622j),(0.5014850789390721-0.2687156261778896j),(0.2566187318694629-0.10648769461768026j),(-0.14785059614870247+0.01871143579726385j),(-0.15817787190794935+0.02990088930676602j)
254,(0.1439104886403851+0j),(0.0842499199790795+0.03515377466144792j),(0.1641442896690351+0.08790809804380674j),(-0.3489420609496406-0.3308476464513859j),(0.38373746499452327-0.18844169600861913j),(-0.19761882172878303+0.21329108639227393j),(-0.03859557805899446-0.02347118530394246j),(0.11108751603990565+0.08079384453112629j)
255,(-0.12165521935397357+0j),(0.1098297173789298-0.16612170073115545j),(0.0656478778719354+0.0797701080200241j),(-0.10236197079352793+0.32502931250724504j),(0.016111228354878108-0.8158067952289948j),(-0.0331839463880867-0.2516264459964795j),(-0.002489923054548435+0.029190554419605084j),(-0.058875329837125026-0.01570386621287983j)
256,(-0.22575401256611335+0j),(-0.07732124188496897+0.054395861224175376j),(-0.000877770957449231+0.043677633526617514j),(0.0010168465508852975-0.33551701037407633j),(-0.634000228572889-0.2904484866241305j),(-0.059348840107185455-0.13540319215556998j),(-0.15716107756653383+0.02139383680691309j),(0.10775585801534449-0.09358007721591523j)
257,(0.11421103366892321+0j),(0.062965833358198-0.04212375463341762j),(0.08806630600476131+0.17228621430789462j),(-0.039029898489304146+0.1099193867538488j),(-0.15822039148779177-0.013859282770289416j),(-0.017244259767965675+0.14932851932887686j),(-0.16219310635708045-0.0828970968935921j),(0.1976560791761142+0.1463589331213671j)
258,(-0.4189319964054658+0j),(0.014971175385190084+0.015943889678254233j),(-0.3259924511728558-0.08521855775893228j),(-0.5140907200039491+0.4185383092685927j),(0.27611519638405657-0.3774785124889152j),(-0.1725982216864817-0.2873488402371543j),(-0.04057927311921908+0.07786285436342319j),(-0.0580107624066457-0.020233173859360652j)
259,(-0.3783021828765548+0j),(0.1293896922380162+0.015238849663631024j),(-0.1576805793773299-0.13556355077283j),(0.23800197696581463-0.3640020817291717j),(-0.4482810241288916-0.039130312256550726j),(0.3380784500869516-0.16283828852749463j),(0.0747373191026617+0.17289489352489956j),(-0.010211967553355905+0.07721492615520852j)
260,(0.12651164097943607+0j),(-0.1639129535641106+0.15888253474592579j),(-0.007312183615450713-0.14333117379438784j),(0.09770833271231684+0.10541063777064956j),(0.5620911786800183+0.7494671930581607j),(-0.1610363929028653-0.14360206913962634j),(0.040348569380122296-0.033004836559011215j),(0.021479277655330784+0.12753878506128735j)
