,amplitude,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4
10,(-0.2282026661514045+0j),(0.005397886816748124+0.08630364330366998j),(0.03847463386090397-0.03696208084231378j),(0.08856254848001294-0.031115160473651163j),(-0.727024539229268-0.2856787509317607j),(-0.15774222795691087-0.17158100985391828j),(-0.03536831211225487+0.4350800084194104j),(-0.10445208098072267-0.004663123321014567j),(-0.06904682899733147-0.08186271962875409j),(0.02610261205820301+0.022893838711364564j)
11,(-0.2917992790972963+0j),(0.01217855028360793+0.05949286411094412j),(0.08996550409828295-0.08341430595078632j),(0.11862750656157882+0.03839364493558797j),(-0.5502357509623661-0.3036422759030988j),(-0.1662572070912977-0.2370831077554935j),(-0.10736605684623143+0.5394906949572777j),(0.0426596689896002+0.07193069519590498j),(-0.10856439761745396+0.046829339553570715j),(-0.03306776264069545+0.09651116088706357j)
12,(-0.07553085398218412+0j),(-0.012249613055129876+0.07135571378454923j),(0.034136450256778514-0.09924527416239484j),(0.20050901451478295-0.1549743329393407j),(-0.3672382105361036-0.20205655446687662j),(-0.07503666299360567-0.007689621749547409j),(-0.06328181611241683+0.556354713871005j),(0.05139452075335594-0.06548470453431873j),(-0.17173108642418944-0.09140883747747691j),(-0.11307085580161069-0.03942426320432202j)
13,(-0.19566822472935377+0j),(0.054478588201331384+0.055755337251739354j),(0.04351557851690024+0.001455676269572354j),(0.1321002415909225-0.1396152426396993j),(-0.24965666928222885-0.14472396513382044j),(0.00027030400306896074+0.02874193771328408j),(0.21083295251745243+0.558368624733507j),(0.04248029185298946-0.06495275806998195j),(-0.12701045214478165-0.15680187906962825j),(-0.06338278182052812-0.12960583991576632j)
14,(-0.2211705548056716+0j),(0.0555790209661462-0.040949858652902626j),(0.14926410243331958-0.17255122398493106j),(0.07657405637051311-0.1795430059657315j),(-0.17197218892338748-0.12553164558155505j),(0.26043209148703433-0.0021405718900770012j),(0.38635843635295675+0.7046198835233639j),(0.1688082264489154-0.1321288941823253j),(-0.28501941479207027+0.089358273846056j),(-0.052204486561920956+0.026435263660772583j)
15,(0.4130820335178345+0j),(-0.0018892556949063801+0.08265640418461094j),(0.004396801732201375-0.21095063979158218j),(0.04533299383728641-0.0695726347064179j),(-0.12646003698744482-0.01691995906510866j),(0.33878414803792206-0.10385908173621718j),(0.38716207566394634+0.6699995559424843j),(-0.03198446904073439-0.004411389613619102j),(-0.22081101570913775+0.09135893579320356j),(-0.03209517087007986+0.061136912808677044j)
16,(0.0014775020367893965+0j),(-0.01599785025594167+0.02996705842283643j),(-0.16672868726011453-0.13539434796977928j),(0.07968113107232291-0.12553043989120255j),(-0.21656654993037214-0.0522364719494315j),(0.3408475827687139-0.02128878227306122j),(0.3935857840581956+0.5220783464690177j),(0.11548450097721721+0.046387643034134105j),(-0.17895498933819812+0.2096163416337256j),(-0.01048498421297403+0.041984210199221446j)
17,(-0.39142655001013993+0j),(-0.05732759545644984-0.005643612113293318j),(-0.04017580645120676-0.07624131551151042j),(0.006950317962652606-0.04654415342767193j),(-0.28165420954044523-0.21573119518459266j),(0.32059228518903937-0.00024332584326960775j),(0.48349913255321575+0.5175875661473487j),(0.07970816251060933+0.03916895580225638j),(-0.037758293409538776+0.11557623393787242j),(0.02133028079143825-0.03090464253398103j)
18,(0.16785449276816117+0j),(-0.0003708373756901496+0.08660722231229642j),(0.027070916585146675-0.1133149107482272j),(0.0071782234354159785-0.10318354161833763j),(-0.043816476423941236-0.21045004605806522j),(0.25816714095144544-0.16453069140059487j),(0.6090081176290222+0.5540180645875831j),(-0.007994097429118538+0.02117104053161585j),(0.019306367605624528-0.028837731367930688j),(-0.03626197607920161-0.04076023939424783j)
19,(0.12753363894033204+0j),(-0.08121731302567027+0.12310926884411617j),(0.12799101163837392-0.1454997711163768j),(-0.025172702069049507-0.09317924262153536j),(-0.004253324183662825-0.20358541538041172j),(0.09962820003850656-0.3875869010967292j),(0.5191649983158384+0.5298084782589536j),(-0.14248805241505225+0.10487527446197746j),(0.07500935675384454-0.011476143538050496j),(-0.10289507039243681+0.05206883902394125j)
20,(0.18813823078013928+0j),(-0.07515443958715541+0.17887285153540353j),(0.19712495019882703-0.07714266908045898j),(0.04524964627693662+0.15501867180923162j),(0.04585110272251348-0.1040721998586272j),(-0.03789755199924985-0.32410064183838083j),(0.434108188431728+0.5941515031757989j),(-0.19298170645959925+0.21356983017332j),(-0.040619369515709346-0.0590436785979983j),(0.16316250961849488-0.025827602894816636j)
21,(0.22181493716580386+0j),(0.0902854841940697+0.12819581527977103j),(0.17448856646724267+0.08038048980384792j),(-0.027201779270089616+0.1420128118299368j),(0.1617014665309961-0.10435234814960971j),(-0.21948027929661468-0.3167854984514249j),(0.5375797517913339+0.6256059066721339j),(-0.015685325043457772+0.1769978483024275j),(0.009339813546794189-0.08559074524196483j),(0.1838163945147142+0.03560276903893698j)
22,(-0.02219829362493947+0j),(0.16433045852601572+0.08414401674478401j),(0.12441395998443909+0.14746642459712792j),(-0.21070764066468645+0.11535880855288552j),(-0.013597662962403306-0.005865581948323748j),(-0.16255382278006045-0.19111105790308663j),(0.5325119814613078+0.6458149772454795j),(0.14585070823719182+0.24602556458761507j),(0.06402851739872874+0.025937769717708087j),(-0.011137859094424357+0.08875660878529557j)
23,(0.01486510955678233+0j),(0.09811374811873173+0.036268402339223495j),(0.09913729273844146+0.0735852746790732j),(-0.3076609165938163+0.13173562737821626j),(0.008773894263440843+0.09399949927174639j),(-0.06647292147285769-0.3087623960985282j),(0.4418245827239233+0.6463099155299191j),(0.10951458502590067+0.0735741002142981j),(0.07668752860465845+0.03129096344938624j),(-0.04448395097292482+0.11506004920032115j)
24,(0.08624113989624771+0j),(-0.04305187887918641-0.04457801159799734j),(0.025436219792576292+0.1343587628174289j),(-0.2177463618343702+0.10464613197902607j),(-0.08497044339187275-0.1123949593585561j),(-0.07250150191623433-0.346003925513363j),(0.4429758017719415+0.4619373737021347j),(-0.05290613336429116-0.013674074898977803j),(-0.08576524269660754+0.08992402027895509j),(-0.056069639912904604+0.05106532948972821j)
25,(-0.12883341416446106+0j),(0.009476075794181454-0.10865815616634715j),(0.180628616381721-0.00018957842991296214j),(-0.07049961709553414+0.13028741453155504j),(-0.03613050063305505+0.0183873280366807j),(-0.05446370663630882-0.28159928001534396j),(0.3122590162586054+0.46726871637955125j),(-0.01583841696700089+0.0066493083080059415j),(-0.08315279471521825+0.01797388488089073j),(0.027566263207428537+0.027391882954310068j)
26,(0.1786964990880971+0j),(0.1644573817128281-0.0011910382336398073j),(0.007195275756959461+0.06059756754261375j),(0.030477269517371133+0.16955170323550747j),(-0.0027581636553293386+0.16735225293127431j),(-0.16226846648954418-0.08376937169300948j),(0.2606868711545139+0.29211504415874556j),(-0.150118937812603+0.1454515481940078j),(-0.03710725189485786-0.08091489025806223j),(0.004801776251269846-0.05507980789624367j)
27,(0.0602758750638787+0j),(0.011050819070098247+0.0007916562790955825j),(0.016390738202722396+0.17696941317598255j),(0.004599749743545406+0.08550925052676206j),(-0.05152556194784058+0.19630823331033276j),(-0.14761824317228164-0.12077008405005914j),(0.1206080448209419+0.38481596416804303j),(-0.0344100022900269+0.05838416703835124j),(-0.09638147423100571-0.02600021397630555j),(0.06432454857091259-0.07392873503333933j)
28,(0.29123399750815315+0j),(0.086476975929349-0.09103010284809454j),(0.016593927642835862+0.021716697892987354j),(0.10621629980001702-0.11014130687797982j),(-0.01263559299175131+0.06235938484831384j),(-0.14432658945364657-0.13414641748985623j),(-0.06432846958619774+0.3823403194778514j),(0.021790552235218735-0.043059736647130545j),(-0.06176972430925044-0.027713359476526048j),(-0.05900577398106399+0.10230045367378407j)
29,(-0.012045271466935903+0j),(0.08446194110095949-0.037556053980179624j),(0.20428494531019403-0.06239300222977759j),(0.12957989125875796-0.18477036839896552j),(0.13464019819319245+0.27399394954317313j),(0.020593126986313465-0.24480886221985476j),(-0.14792587736463847+0.2656023426800577j),(0.10474976745891643-0.15360796997045406j),(0.00999395910136355-0.01828789951738643j),(-0.1739326887899218+0.03278984617880036j)
30,(-0.09987665936724048+0j),(0.06822455171929244+0.05365892785166633j),(0.12177140504063225+0.052241802732001394j),(0.041808646098232385-0.20257465461729085j),(0.06407200178992667+0.22829102006103844j),(-0.03652397542501126-0.3245645252192213j),(0.008756530851773442+0.23988029922056942j),(0.25658871170802466-0.1758186666026043j),(-0.055467372857475314-0.05690402618862574j),(-0.27413099073558705-0.013845071183359793j)
31,(-0.09987665936724048+0j),(0.06822455171929244+0.05365892785166633j),(0.12177140504063225+0.052241802732001394j),(0.041808646098232385-0.20257465461729085j),(0.06407200178992667+0.22829102006103844j),(-0.03652397542501126-0.3245645252192213j),(0.008756530851773442+0.23988029922056942j),(0.25658871170802466-0.1758186666026043j),(-0.055467372857475314-0.05690402618862574j),(-0.27413099073558705-0.013845071183359793j)
32,(-0.3239614890614228+0j),(-0.029140847514006137+0.022624466167759344j),(-0.11163941676687819-0.0063070865674010185j),(-0.018256035479785063-0.32323083908407674j),(0.16814330132799032+0.23514197736858128j),(-0.022263257048774562-0.3039768421398781j),(0.08957538530451935+0.10671333760758274j),(0.44845084155754533-0.13656792859604083j),(-0.05309466103363251-0.07097572571126927j),(-0.07970119267108186+0.03470077372605308j)
33,(0.5415007287025303+0j),(-0.0012650254990201476-0.04911020437867465j),(-0.058615552730516024+0.04534052367777162j),(-0.04734271610901451-0.2996830506712616j),(0.37378496058483585+0.2794945072890493j),(0.12305784379572196-0.1673906974020983j),(0.09430342441826774-0.0395131029793912j),(0.26851431002436404+0.03936656013682577j),(-0.0026557162556657397-0.032617236606842376j),(0.04758881382706117-0.03577297648944834j)
34,(0.12287749400060152+0j),(0.007491139956907126-0.014273343165758595j),(-0.011002322862206535+0.037058190977990915j),(-0.2713647216938602-0.1738027824886871j),(0.47965971562265064+0.33407882348960627j),(0.22315603129087397-0.17733578232640712j),(0.08030507579364653-0.03332141124336896j),(0.28995709138432363-0.0494874594557737j),(0.05534705651149868-0.10446919370715481j),(0.00696994061758323-0.010637367880329804j)
35,(0.14943801104145493+0j),(-0.02880156705322262+0.08038274197326507j),(-0.05195808660001454-0.020869974438007425j),(-0.2898666864288277-0.13035337224854043j),(0.42292183368733843+0.3568769702443669j),(0.2817126388608986-0.2551242704323513j),(0.18019003660447386-0.07976695050290715j),(0.16863016909131695+0.005607087343976774j),(0.14292914028638018-0.16282547281236226j),(-0.06724468928279774-0.11367711456303511j)
36,(0.3962604348123743+0j),(-0.05554425244325685+0.014077150428486325j),(-0.12121285898855-0.008744351466625007j),(-0.21564717834087244-0.07473153061977199j),(0.41399387856316366+0.4943619124611692j),(0.2736701920569224-0.2607007807702029j),(0.15846529747399496-0.06479063010818077j),(0.1511225138551857+0.08431390170005593j),(0.07864764749110902-0.12976378453489432j),(-0.002559609007248796-0.0221488016649167j)
37,(0.0776304709988131+0j),(-0.019681279622357738+0.02683679771174171j),(-0.1676358279445591-0.10992392568569609j),(-0.21705915917054586-0.026433341061140744j),(0.4218843900495008+0.548892353497147j),(0.27646793686351223-0.29655562898679455j),(0.13514259031479964-0.1750379014533706j),(-0.04895676877834668+0.04508563097673737j),(0.05397374756983503-0.019867255614997067j),(0.04476163048316137-0.07361535905995373j)
38,(-0.14558385714163477+0j),(0.008243569630261691-0.0019093929179195834j),(-0.1474286410209047-0.1054163399828931j),(-0.24632300467664442-0.0797579051909948j),(0.45483335058472685+0.4248893100322412j),(0.21281357358009567-0.278645368910108j),(0.20644454032349943-0.07720376798423312j),(-0.05067741719170941+0.05053481533818044j),(0.11018715601487515-0.05470858634644726j),(0.06384230360066714-0.10894033071721446j)
39,(0.007833466599118821+0j),(0.03991374098129438-0.01622618190771112j),(-0.07540869645218085-0.005621387771391829j),(-0.06220605217783459-0.005609995703805479j),(0.4798820352510511+0.373828963883782j),(0.08625337856791376-0.2942161158043753j),(0.3484028414165168-0.07652731522501915j),(-0.07475245632994526-0.05566166410247425j),(0.09946712802924658-0.06296432188256519j),(0.02296260881358399-0.056194205589362216j)
40,(0.07672417503420115+0j),(0.12800296690938512+0.0025408263303377324j),(-0.1416240944138335+0.014181559901123096j),(-0.10707067782320447+0.04176152328649966j),(0.6559158490005266+0.2025705956293791j),(0.2224594499490466-0.40061269644513553j),(0.3343164105382417+0.05628800543452625j),(-0.08763325348990261-0.08115890227095014j),(-0.012890777635898854-0.0450351770115344j),(-0.03354081820699546-0.08157637514017241j)
41,(0.12364037613115647+0j),(0.12561857288354958+0.036998595485868896j),(-0.2460251723826994+0.1502370294856561j),(-0.07985424039700313+0.02723994659400059j),(0.5490339927855797+0.3532312246842714j),(0.2466489374735727-0.4558901590443904j),(0.4211442036927014+0.231603582056507j),(-0.21195103331390414+0.28840192399483205j),(-0.13518057523150145-0.00714452645582759j),(0.026283752080542677-0.1185089741767438j)
42,(0.12364037613115647+0j),(0.024080912124063145+0.030307458394290394j),(-0.19928166051232957+0.2017805268376225j),(-0.049889949518181445-0.05400837284053065j),(0.33945073181539115+0.3732748890298792j),(0.24536210510132175-0.5524268882189072j),(0.39204969041991045+0.21471626963428153j),(-0.24052544616765914+0.19813021702770903j),(-0.12356388688934578+0.01255978167210528j),(-0.10015736537192374-0.07223146326537333j)
43,(0.12265834858894775+0j),(0.040733917719877305+0.001401100040378099j),(-0.20617747612121518+0.1954178974301857j),(0.0013373046813657877-0.03523328200448051j),(0.3333039955624978+0.4020036678116477j),(0.300705106864603-0.5486955499321579j),(0.3645522371158491+0.21559695401469697j),(-0.18903490917168242+0.2708999385470899j),(-0.1297490225070867+0.09071285777246932j),(-0.17135807200420677-0.0612516190872829j)
44,(0.19000333725483434+0j),(0.04235668881748375+0.06788192088517765j),(-0.1664770806571202+0.060221259297011435j),(-0.02812237019484793-0.10392340830234104j),(0.30332118725007284+0.48563831265070856j),(0.18274558139825273-0.5437097843066802j),(0.3491241622593246+0.28520337081231106j),(-0.22669357581567295+0.14148745730473158j),(0.024239918689474494+0.06025407737423501j),(-0.04049932595505669-0.014154752389081676j)
45,(-0.2752453075771356+0j),(-0.019202767681629845+0.06604454671354693j),(-0.15084146212220614+0.07854748088552381j),(-0.14047625333054625+0.02098581113740999j),(0.36668319541599786+0.5355084845359213j),(0.3044308350861135-0.46097781331690446j),(0.3410623802756411+0.13816823138401874j),(-0.11437900115241226+0.09645105986955207j),(-0.04971708374122443+0.007169230404483282j),(-0.016507991769145743+0.09935472255428457j)
46,(-0.06793827785978301+0j),(-0.03214924081997178-0.06847456906416517j),(-0.01841564533696055+0.2575717732030403j),(-0.12005638125916208+0.14725307724078812j),(0.2162034620187802+0.39565952117903586j),(0.15505060666896714-0.5338992899817275j),(0.49001929906960173+0.053516864789919835j),(-0.006814740358269077+0.08710617040654331j),(-0.13567197059285532+0.0059154854660825075j),(-0.07084429062184802-0.0008705699909260791j)
47,(-0.34626300361452916+0j),(-0.09409190083279102-0.06419119393398177j),(-0.04504416400660212+0.18335686697809112j),(0.03566139949815274+0.20461989695880306j),(0.261400530858232+0.23325248898841222j),(0.1163330130843702-0.5546068475425541j),(0.5004286031116196+0.08640456354658019j),(0.02986359133843996+0.07456976335884702j),(-0.08854335695893262+0.07762390785054739j),(-0.0690456552931836+0.06013466556017475j)
48,(-0.3038371840148559+0j),(-0.15526462154730147+0.052062507056394994j),(-0.00046893933250666264+0.1311102370699991j),(-0.007180178693593702+0.2229686293080016j),(0.09860304377832316+0.11627601133702338j),(0.1857029989930054-0.6224491268972748j),(0.40141052188553866+0.18337415479702274j),(0.019319899119795113+0.053414448609921616j),(-0.010263371404307137-0.03038271679354112j),(-0.055774046778235144+0.04298910065877183j)
49,(-0.2704569162953299+0j),(0.03961287666628753+0.09086598259731249j),(-0.08488634940040751+0.029407309918970337j),(0.025200485959509446+0.03132298450477125j),(0.028749461759941364-0.02517801187621083j),(0.016442442402057406-0.8230369153832754j),(0.3599110888633419+0.2552433271746453j),(-0.039724420335719095+0.025920528396187505j),(-0.027382324130087246-0.0576818080242895j),(-0.05896526184916531-0.17725234140108528j)
50,(0.017813150048565346+0j),(-0.03980615428345642-0.004368419391541128j),(-0.01145778142757009-0.08691901240194401j),(-0.04870998868687977-0.007040334271092921j),(-0.03483662304732764-0.12593178663989107j),(-0.02099973238985023-0.6320773822858523j),(0.2983449296318762+0.23888538230819456j),(0.04920511963861478+0.03621322865685356j),(-0.006040262078431377-0.015497084530830898j),(-0.05397721842767987-0.0658295276007608j)
51,(-0.11642991174683434+0j),(0.06752234758235481+0.012207255430726587j),(0.03971513508462629+0.001318346621945344j),(-0.10411002300693775-0.030609667355423906j),(0.007828470449411176-0.32271745269827906j),(0.12549317632038942-0.49181693712532615j),(0.271854468091558-0.04175171640850671j),(0.00771720342548525-0.07493299876116272j),(0.09355541916403586+0.03290011120646718j),(0.09237644180648603-0.06829835978243261j)
52,(-0.27168416406315515+0j),(0.04229805370556304-0.027135508447944552j),(0.07861394783396355-0.16248917754263392j),(-0.13066862637517232-0.16829241936793443j),(0.23569494466950283-0.3017745886575495j),(0.1481284975315626-0.34004561965509905j),(0.22438913766153365+0.14726041594673447j),(-0.016969817833902515-0.21048383585004227j),(-0.1312439809195449-0.08719984524417132j),(-0.0350858199743738-0.010196962734543513j)
53,(0.18738711108484596+0j),(0.01019334813899632-0.11785654016511221j),(0.06567238197160925-0.13097282148249126j),(-0.10724067041371493+0.02645051417006309j),(0.23218473021980587-0.26842911719603746j),(-0.008890635300723166-0.3965427218500701j),(0.3814619891881292+0.2664048247481746j),(0.015900972669337647-0.1762618442379117j),(0.03172313584321674-0.031680971527383806j),(-0.10113430703734377+0.06292558488038191j)
54,(0.30870239911965847+0j),(-0.01304428280638904-0.018328005354859483j),(0.01837357912969613-0.10511262214263827j),(0.09014192386816863+0.33132963926529174j),(-0.07557346894221462+0.016126197521709323j),(-0.09968447009617587-0.5151982335627193j),(0.28595207333159556+0.3784001798628804j),(-0.08080499126747781-0.09700004688409541j),(0.03935938626748326+0.004351693895591225j),(-0.07384117163535824-0.049058255343414334j)
55,(0.009285884404926337+0j),(0.020441320250282075+0.01202641965118087j),(0.06431527730181145+0.0042650585905095765j),(0.3264847501175433-0.2079737707777758j),(0.009373191872958181-0.007999104813763064j),(-0.319188027564155-0.29687151281975777j),(0.27442999644565985+0.22561650702003355j),(0.08511913238535762+0.07627283271594065j),(0.13831999297465647-0.006135596546060992j),(0.08780709691157214+0.03984872746158052j)
56,(0.43181401176240375+0j),(-0.028779253702919238+0.052979643070745173j),(-0.14241706037129317+0.05162573685931199j),(0.346198421816235-0.17989796776566397j),(0.12444943160995812+0.02195018611287613j),(-0.3815259289212652-0.3699704338653092j),(0.39007490718390514+0.5113939283444522j),(0.10424602444038066+0.3058275385242771j),(-0.07857079535719272-0.010573558319236398j),(0.05060681561615288+0.07842498979025858j)
57,(0.00715827547960346+0j),(-0.11719219735352299-0.062279767846602455j),(-0.07475622604787435-0.16379754721359785j),(-0.025964586591484887+0.10983018364566671j),(0.2196265542426894-0.07124580087053198j),(-0.1861708046928372+0.04814593554805813j),(0.438876505938789+0.6330806132727815j),(-0.005384527672414929+0.04948522809632151j),(-0.016105992543536077-0.010906458522309266j),(-0.020229002555238122-0.058781375728285984j)
58,(0.061202878510967784+0j),(-0.0552895267675615-0.1305581795306972j),(0.10563838919317597-0.1345257010897583j),(-0.04388715568005079+0.1182211014125377j),(0.22471965875952143-0.1712836666202763j),(-0.21984205950867647+0.09385970922639342j),(0.48608971042550503+0.5752221261635823j),(0.022229191489726758+0.0709806138389061j),(-0.0027759304290430175-0.106977549460278j),(0.1623690675669862-0.07072910399909542j)
59,(0.00944533794755753+0j),(-0.06303665552702038+0.015861208376654008j),(-0.1100372160891238+0.0824100555750569j),(0.14602709393125665-0.01607005343243234j),(0.26122268883314886+0.17964160524170036j),(-0.3749825393594386-0.16520611312373132j),(0.5646829925482664+0.5303408193044347j),(0.04045772690833416-0.002771353237091115j),(0.13374801752017537-0.06750855699687933j),(-0.018940726170974406+0.02847997210467091j)
60,(0.20817610450759189+0j),(-0.05424566944877138+0.0338006409357929j),(-0.031496531768742994+0.11911377957198377j),(0.1412328564707133-0.027995177580102983j),(0.268020829092558+0.1871195467104985j),(-0.4409335842913029-0.16002924502254798j),(0.38627385232243294+0.4199786331191891j),(-0.00855535715748832-0.013169641500135987j),(0.1532778637175083-0.07386808685156769j),(0.05056193600134069+0.053528325678169494j)
61,(0.07562595719288878+0j),(-0.06674501942937369+0.010968737129160425j),(-0.08452827418295063+0.02924094610606026j),(-0.12118377721949646+0.014719274992180467j),(0.24316083178804307+0.47742325906493543j),(-0.4860789758207397+0.13100052732468032j),(0.01662379114429268+0.5506664415922929j),(0.026216573302329186+0.058535819349806846j),(0.1476706548011217-0.1766942189201642j),(-0.04965971396651791-0.05235490669265137j)
62,(0.2739610617225662+0j),(-0.042279721603605866-0.004234469299635446j),(0.014816963774120598+0.10167662333531771j),(0.009358071475202633+0.022235283858918996j),(0.178539154764477+0.5567038991103939j),(-0.3602124746652814+0.1438868336036245j),(-0.21030453813603597+0.4437936936992494j),(-0.007626685208025931+0.057027308165953416j),(-0.05496742075886059+0.02912483460809732j),(0.06636964138551818+0.027664456782244835j)
63,(0.07848775048713522+0j),(-0.05162476330707889+0.055560470440708096j),(-0.02182086662450688+0.06994489603252335j),(0.0021744410786334392+0.06199166264457673j),(0.34290432819530947+0.6633170370571794j),(-0.29730501843035195+0.08832836190411306j),(-0.1868665559412096+0.4920183513568029j),(-0.09274499162803936+0.05355290166635114j),(0.03858031603947625+0.027059840917218855j),(0.0003628863025936374-0.006285122458727799j)
64,(-0.5424831498137946+0j),(-0.058235592744853175+0.04265430973553961j),(-0.01949259466136914+0.017330291969516777j),(-0.07170770734047598+0.03326227907432226j),(0.24720994551957864+0.6562651428252103j),(-0.2558169899563923+0.16404474726874885j),(-0.21988519262024864+0.37305933549769726j),(-0.05644175442426008+0.06869798983365905j),(0.14292792311151312+0.011130835966227262j),(-0.02909646537398254-0.016689440883022846j)
65,(-0.21340546317648676+0j),(-0.0336090463149177+0.09211002219488094j),(-0.06940457835334687+0.06727071621009534j),(-0.14718280162011083+0.057674485172382856j),(0.30988802521678105+0.5886961548331014j),(-0.21102839225270387+0.10866767327426047j),(-0.19534168822888387+0.5446870233440255j),(-0.12358209544175283+0.03948776141569778j),(0.12707559782104508-0.022140867384710678j),(-0.06307678310392399-0.02328607139704713j)
66,(-0.10378465686216921+0j),(-0.04896730489677037+0.04989232250389999j),(0.06247235545280678-0.07061417977700629j),(0.09040887256190976-0.08466112034719152j),(0.30438289233654553+0.44260070225814835j),(-0.12487040880116848+0.011304390138646078j),(-0.08305929296587018+0.5601952438028907j),(0.20554492910847316-0.02971906862922198j),(0.10168953246954482-0.10759477824380732j),(-0.005506875845353993+0.1373051069440174j)
67,(-0.1439622699572683+0j),(0.03617241833134892+0.08699554637339452j),(0.051444716944226435+0.144191909572108j),(-0.030098029977147295-0.015474284097676521j),(0.22898408902506825+0.33890138752055976j),(-0.1831706192669103-0.07475921160276634j),(-0.23630027129759024+0.525547882917078j),(0.08074433675424171-0.01142409769435619j),(-0.05585211440338191-0.04609850103269405j),(-0.03163782123827677-0.1165911452080824j)
68,(0.2987267507719994+0j),(-0.005667620629405824-0.0515201650856466j),(-0.002645027353735129+0.1016621685106987j),(0.2794265126163603-0.14460452270538632j),(0.04048439097748855+0.36360981728052566j),(-0.27134561107616173-0.1707432272353981j),(-0.09935586746302746+0.5260339961914532j),(0.17731712290737112-0.011887842356735474j),(0.13249663390109157-0.07109542314319314j),(-0.03143290949541396+0.05171765074350491j)
