,amplitude,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4
22,(-0.08577411199458423+0j),(0.006933088392146458+0.09251317669542876j),(0.077984312446628-0.11432944440565095j),(0.10535282643042228+0.0026556323455201175j),(0.001542566337448828+0.6177793045170178j),(-0.3584140628040216-0.28148965680479876j),(0.29119697817605583+0.4541390055829682j),(0.13902292180086925-0.01123081073789575j),(-0.14469321923103642+0.04346810215994936j),(-0.14020025699554745-0.008114812733744627j)
23,(-0.03948439347287874+0j),(0.16023129429347366-0.04491210644332751j),(0.016490295026399114+0.025477013541373314j),(0.26550720872693934+0.021085827352905102j),(-0.286475930332949+0.01804836696681035j),(-0.3132746933419272-0.14264680685091422j),(-0.13661846451566576+0.22825811766796647j),(-0.02844255050653404+0.15770576574955836j),(0.106057750300245+0.00015403119840283475j),(-0.056159418316717176-0.09460808035758164j)
24,(0.06308957311718788+0j),(-0.0850995401873721-0.01050997820305539j),(0.11586274516864253+0.0461854836972792j),(-0.35412076873441134-0.1965528903372j),(-0.1396677632434587+0.3660435614598585j),(-0.17559574957486704+0.5360831195178913j),(0.3893118319048126-0.2423849108403853j),(-0.0697631537027394-0.1974447320566003j),(-0.11325843231305724-0.13671074749097445j),(0.02162784527608857+0.07866012822907825j)
25,(0.09046008484374424+0j),(0.01048309437194465+0.03869344790735693j),(0.0174082211924298-0.0011908186342802947j),(-0.11422247734682928-0.07607613658110536j),(0.06717330816864193-0.021610779710933545j),(-0.5030247515604208+0.1052188151542528j),(0.3445555859655347-0.027426687975262043j),(-0.18008475952377018-0.27585383929451124j),(-0.18001346060615903-0.013625626948295194j),(-0.08355335265175208-0.04751121433646345j)
26,(-0.3675323157557894+0j),(-0.009113241035418471+0.03083565604278261j),(-0.016288216322263717+0.1714647501936655j),(-0.04506582771647105+0.11286022265993279j),(0.0563625440151644+0.06325869695661801j),(0.42402311805830667+0.14916837530812907j),(-0.284904295668103-0.11580234680663143j),(-0.15956702276016094+0.2516085830060981j),(-0.005279564580497603+0.03021566133781637j),(0.034048125978330006+0.04615377591749871j)
27,(0.3492205837371876+0j),(0.03006752799018604-0.06676136725463966j),(-6.138260102532978e-05+0.1563305275744337j),(-0.1437511935856533-0.09316020531531297j),(0.1160258030654623-0.500084763467874j),(-0.4494492026602495+0.5081662656698107j),(0.05586129406226023-0.21802129977164092j),(-0.0017823259937576087-0.0494070844128747j),(0.06570185424277741-0.09585524816514798j),(0.11619277957592944-0.037468662432138235j)
28,(0.22979989414286955+0j),(-0.08588615677285741-0.0780383370882284j),(0.03642814926678852-0.04231814734336667j),(0.06407157711564332-0.11371187939338173j),(0.22394675364974898-0.5534627319082496j),(0.046834411729767544-0.5013462557726671j),(-0.1421215162202062+0.5043387187709824j),(0.42034031242526276+0.08265145954050501j),(0.06993171586750202-0.02780822929540709j),(-0.04067214616950119+0.03149829729983733j)
29,(0.28257163295664295+0j),(0.05153435534232648+0.011092050741302375j),(-0.10113095582358336-0.040439659821615244j),(0.24940861477602488+0.09451935104064091j),(0.3164546588209803-0.08085100972568404j),(-0.4877284065563787+0.15086293387191935j),(0.05064736693262338+0.11266881219153023j),(-0.26576416598906083+0.18301460563124888j),(-0.08854288080532094-0.05082155758386791j),(-0.046963390293881066-0.1220101285414549j)
30,(-0.48760275007626136+0j),(0.08827300522070855-0.20906828457318008j),(-0.09931399623244347-0.06123301812063897j),(0.06768347909434616+0.051259537879761j),(0.3137563652385337-0.2586038294692776j),(0.07794197016619947-0.00954328059982593j),(0.15768853273189803+0.11551312152927921j),(0.07878911143442399+0.005277687118176638j),(0.11431498914000261-0.06472775332774473j),(0.02928600880541896+0.10742512084018907j)
31,(-0.10493876256435851+0j),(0.09671583371792701+0.06565553547586248j),(0.07144022761394725-0.07652392692680068j),(0.07456812210565456+0.0407997791218347j),(-0.044159992515640484+0.1275444057122556j),(-0.23649999231370872-0.09721071514856533j),(-0.18136883136364684-0.3283956774416097j),(-0.183134824034719+0.16634479890414608j),(-0.018200321640796477+0.09950670521136622j),(0.04364931763254906-0.06216950577483502j)
32,(0.41904702927773724+0j),(-0.09370726345112929-0.07025497861845154j),(0.020482188351688503-0.06778696688407407j),(0.004171071967305519-0.12559087062592253j),(0.020545268784526054-0.1581062409550441j),(0.5263583906929197+0.29798965192004295j),(-0.18090473468652812+0.014892007439442884j),(-0.11828850672939797+0.13394816102735674j),(-0.19434108655350252+0.01628255069055292j),(0.06694379183631058-0.04156953412565549j)
33,(0.5360612030334952+0j),(-0.059051375767257525+0.1490270833668206j),(-0.1027405736998237-0.03663888536609822j),(0.08432345626841062-0.07831351551595132j),(0.0012098209683190433+0.026506295147341534j),(0.18354280699964987+1.098357978902623j),(-0.00835075541992744+0.0010818207083294201j),(0.07653875787456933-0.07057787048114611j),(0.0179336629213957-0.06907950547226265j),(-0.06878174561540168+0.08853663299013301j)
34,(0.44749216876601394+0j),(-0.046309684747653554+0.11634646390132006j),(-0.08931470306503685-0.020900686796063033j),(0.3042701733804468-0.044069202572576405j),(0.24444860123555814-0.12942053428072287j),(0.018646738469949575+0.5053025848663047j),(0.21865225048312234-0.09522659472228781j),(-0.1633002132363396-0.18905866715776098j),(0.07371519867015376+0.07078311587033642j),(-0.02196528860974198+0.01644803274495016j)
35,(-0.09385595275475048+0j),(0.1361118211133342-0.0781957897199364j),(-0.13382309868358738-0.1445712441992394j),(-0.21485467994283314+0.21675287485867156j),(-0.049429786876634865+0.4045092092577611j),(-0.7763455700414872+0.3972366625463759j),(0.09906826944567311+0.3937448702824755j),(-0.02181581670211604-0.26789728798936696j),(-0.06534575933026213-0.007396018576924346j),(-0.0487032407537401-0.008411164959570866j)
36,(-0.30987374345527025+0j),(0.11341928914757536+0.120634625449456j),(-0.030831363754054472+0.04053529486331693j),(0.005620498558482692+0.29720525156959665j),(-0.12998057710328842-0.001965934373575451j),(-0.8543414816448547+0.6600499180591293j),(-0.10895802372143043+0.055459865424304707j),(0.08272867992408145+0.06417968018482537j),(-0.013822481454542193+0.12512629735893854j),(0.08704061762379545-0.031189003767485228j)
37,(0.09992656382199899+0j),(0.062156323737696376+0.12577175801834153j),(0.08107175403740313-0.009736358308135136j),(-0.088705698187096+0.3093702448697577j),(-0.021160431500093675-0.4655391800436283j),(0.6876833643043303-0.427510896886286j),(0.22216010099616967-0.20125280123533584j),(-0.13513401011644816+0.007684518693013925j),(-0.017649868715094108-0.02599628149782726j),(-0.03231569997969984-0.0288649863137502j)
38,(0.09992656382199899+0j),(0.11214309818170759-0.005426029462704219j),(-0.008981554060880553-0.1497403169608709j),(-0.04178486321243034-0.20065429221228423j),(-0.07778740450560068+0.2519715852696469j),(0.6304686586708552-0.21068341088936285j),(0.20208799291629367+0.4728374290986208j),(-0.06452961602150355+0.04580675726535594j),(-0.10097321775307361-0.12944551766816545j),(-0.10421722339915182+0.062454460919714544j)
39,(0.24076744945046485+0j),(0.0518954189849786+0.08791352724175325j),(-0.14562052596531638+0.016466630541230112j),(0.08785777448730325-0.17987980782500018j),(0.439895522903981+0.4511503245761975j),(-0.1614577366293309-0.20544829169514492j),(-0.32298521156286525+0.2827564421634512j),(-0.0958637279709105+0.06931982871346413j),(-0.0628816770614927-0.20273067995228858j),(-0.013779360091568809-0.020595032924377355j)
40,(0.3877688139729524+0j),(0.006681404106687799-0.017580937893844257j),(0.036469607212919405-0.05988754126077597j),(-0.0785602216356908-0.05394266085611133j),(0.025511489378213986-0.15745328484028315j),(-0.20004687827354894-0.790149056657232j),(-0.07715335061079234+0.2902822257985045j),(0.057897832059527504+0.09118125021486335j),(0.023829609451649164+0.004032204123153471j),(-0.10920953963544305+0.05967280097708222j)
41,(-0.06960923655627853+0j),(-0.04409953641597073-0.031961339435617506j),(0.025062385073835035+0.07286045805851138j),(-0.06513156829117235-0.12208980667387301j),(0.21469926237459616-0.19594422580895324j),(-0.3454520105916913+0.11778980863589278j),(-0.6424397038987184-0.10220978510614162j),(0.020201204867047372+0.1028205006169219j),(-0.0056372965809775855-0.17428150349447355j),(-0.012614929728845727-0.09522607701609434j)
42,(0.0651801997093156+0j),(-0.013418838093756285-0.051147491982217956j),(0.11617018586810908-0.07594026533275733j),(-0.08035307275314177+0.0012496894632849555j),(-0.12702924346014277-0.3207659653691543j),(0.28461153187103105-0.6293711722691331j),(-0.28569080961862153-0.1210398651770461j),(0.1233292198870743+0.049627354998284134j),(0.05650195980587006-0.07693722822150822j),(0.010545377924091779-0.06545425374490699j)
43,(-0.15172222273482638+0j),(-0.013884008419202856+0.13406646437435024j),(0.016687382163249154+0.05447182298545682j),(-0.1931939267854166-0.020425908219952882j),(-0.0003347509405906986+0.18542003654506775j),(0.2816931310593208+0.825677050535721j),(0.1128854534364054+0.08864849067235848j),(-0.007364477009490815-0.09213169978014922j),(0.023146383367763528-0.2146724109886182j),(-0.08139057920816112+0.04685472279854235j)
44,(-0.15772812159054747+0j),(-0.07492242229218017+0.10214844473819117j),(0.18637312346173152-0.0371191511926822j),(-0.3010717423333572-0.1276947357848802j),(-0.329878419445235+0.07411966659899179j),(0.4948909978956625-0.1912101269548997j),(-0.1463789201551005-0.10931652931892163j),(-0.1413625491415675-0.10250582020368879j),(-0.006447041688247186-0.004053310743713762j),(0.03669897911428603-0.12440362793446408j)
45,(0.0729347728825101+0j),(-0.07009784278189597+0.013039595325152722j),(0.012668326420480916-0.04299447022463924j),(-0.25178396174563616+0.10789598752297029j),(-0.4277810956696563-0.07555807367293074j),(0.6002823380418482-0.08099110962952313j),(0.06957476591067206+0.06550854874156306j),(-0.07452178308209972+0.01990689807690145j),(-0.13300868183854903-0.08113255358333984j),(-0.0001800048152065739+0.040658925178935074j)
46,(0.41054913284899897+0j),(0.002798529589950584+0.015460597982223634j),(0.046608302927635556+0.0613424610406314j),(-0.09793892715439267+0.11693060961497141j),(-0.2500146719295459-0.4834561387905439j),(-0.8837683829890997+0.10119993072824991j),(0.040153335760475584-0.06907875094721053j),(0.17457509975412697-0.02627715812833362j),(0.03740064225408863+0.06769951072921433j),(0.022550793383776337+0.06851431662683227j)
47,(-0.5590218620032513+0j),(-0.07124000879260264+0.09779361678869633j),(-0.019110360174941457-0.08233469392520318j),(-0.06350562255370042-0.13473421560027396j),(-0.19690883445477786+0.1710839396514395j),(0.25862688622831986-0.6600330790978582j),(0.1564467768949844-0.2667685434503676j),(-0.15040101397879208-0.0685960409357571j),(-0.0646003718755621+0.08460311198606915j),(-0.04041383884833718+0.22326016218269784j)
48,(0.4660477263249812+0j),(-0.02957343693479866+0.025586370641904384j),(0.001601431092574719-0.04513989959045523j),(0.00735042773113187+0.10163801134451067j),(-0.1763191037991822+0.32702012420705073j),(0.0002550096181709316+0.07000960352677206j),(0.09764366403922803+0.5409132375978801j),(-0.032041149051470416-0.028047598427337322j),(0.042507351096436864-0.21006395801524272j),(0.10895462179453855+0.05622408570202095j)
49,(-0.4462866776593923+0j),(0.07068523561771889+0.049554489605261966j),(-0.0067735545680218286-0.18291450299456066j),(-0.03814236144641955-0.17183566757202634j),(0.10855116064865998+0.24171979050989956j),(-0.4595353496262849+0.1815499967113314j),(-0.12229475186383626-0.0575743170622367j),(-0.05062300484743572+0.15766842115964166j),(-0.03127587453830609+0.014583393703980405j),(0.023550308166523412+0.0737564936004927j)
50,(0.124422474088069+0j),(0.07496405720713778-0.009766959671581567j),(-0.12296140732626092-0.06614093307219947j),(-0.04243943496622744-0.04585188945263745j),(-0.25832768130853834-0.3669260944240308j),(0.28315275259632366+0.027179097688923494j),(0.12025215035972729-0.2581889176331302j),(0.06043833832063405+0.277485776237014j),(-0.18504663726674217-0.06736892441940266j),(0.09233770198546086-0.09614077270786975j)
51,(-0.48001739866111603+0j),(0.10811479997798334-0.14509065985972283j),(-0.02890013798374772-0.15149372860675497j),(-0.050613107374468606-0.040541157719630336j),(-0.2446540892340541-0.10491759322006097j),(-0.2377551235826144+0.6719592792107382j),(-0.12944389832894698+0.11371586162346838j),(0.06648457097461356-0.06451982783546995j),(0.06556536010331807+0.030524704226816014j),(-0.04402071147270586+0.06969118740904265j)
52,(-0.2863364961950016+0j),(0.07018896891375233-0.05812812746552267j),(0.08931260628553023+0.05396705968587782j),(0.209653508578974-0.03325479987203833j),(0.1926026789948191+0.07193425483603706j),(-0.4556535870338428+0.9696838530656443j),(0.3452733357319331+0.15226513667366562j),(0.10413531709778992-0.044407442874472076j),(0.07445566490143683+0.05371816837173829j),(-0.06289766827662781-0.1656334301849819j)
53,(0.022090629932944583+0j),(-0.11434112888120392+0.0392489870990656j),(-0.1605846132691771-0.1348754932606178j),(0.135948044931466+0.03360934385780574j),(0.28153599887028946+0.30884180339684153j),(0.3089616111482981-0.24787445622738943j),(0.02624179357696979+0.26498319825813843j),(0.00174687806521108-0.02439532231106022j),(-0.03186800092257212+0.019744764643490193j),(0.00963131828628469-0.08827786524688222j)
54,(0.11344930347058227+0j),(0.0802027374578275-0.01744966080931383j),(-0.025607785909812192-0.09833946117229603j),(-0.050166783676490204+0.1071515655965888j),(0.3121161633597121-0.08405299613519315j),(-0.609282153269088-0.16306197737319372j),(-0.2780644125884435-0.1412380277271449j),(0.1366830884845367-0.21120410415128493j),(-0.07297176754973503+0.12958793924447118j),(-0.06080186023414021-0.06511621926696792j)
55,(0.11344930347058227+0j),(0.14784536207864107+0.0881504590225677j),(-0.138720301875505+0.18721289729562238j),(-0.2452554908510485-0.3829592870187662j),(0.6089752502031959+0.15643226058818824j),(-0.012600240214048444-0.4412045889674953j),(-0.5599667535808044+0.05497637964694426j),(0.06011935765506504-0.07718470637914525j),(0.053929854485633914+0.03404889026934049j),(0.047910237986442394+0.03439634368051702j)
56,(0.11344930347058227+0j),(0.06484336767734547+0.08963130241452034j),(-0.2065272676433378+0.14477386610828397j),(-0.26332759701443803-0.3751373922111281j),(0.6005383749734875+0.09342641666677007j),(-0.013751409433197206-0.08585013123745153j),(-0.4751789340432645+0.05757000388525529j),(0.06867065880097294-0.040981225421912904j),(0.07375688080871275+0.021786909624728228j),(0.03150434039725928+0.0009115815659581916j)
57,(0.47733067696383424+0j),(0.07037833343566306+0.08828472736049604j),(-0.1662544065599345+0.13791875655653835j),(-0.27406521484465174-0.3905208741406981j),(0.4625420737973489+0.10187886646382689j),(-0.05857314716555894-0.08404817889924204j),(-0.4515832091703681+0.07698951926431082j),(0.046667804650302167-0.021356979780046817j),(0.1182959397315338+0.01909880702174743j),(-0.020237879621496677+0.04453407047759293j)
58,(0.47733067696383424+0j),(0.03106412902485381+0.12682628193427456j),(-0.1843384675633393+0.11440420629753772j),(-0.32584201188435485-0.35965836546164615j),(0.39613044110379103-0.04705295942097172j),(0.213447274566898-0.13448464944781474j),(-0.4961136477104406+0.15159762144098374j),(-0.006467754895783051-0.04204691378991759j),(0.13057998388235+0.1079832828975352j),(0.01586498457185745+0.004113151179959241j)
59,(0.4682641297714627+0j),(0.015576768088637833+0.1279386382237136j),(-0.19409215746742398+0.10634123725437372j),(-0.36440834298717084-0.3458354560748326j),(0.4329730096389319-0.054951716727086555j),(0.25612486140706053-0.10213697275399825j),(-0.452251780767803+0.14411376636030276j),(0.0325113183322813-0.06914307544685509j),(0.1438564583077655+0.07414457954406892j),(-0.010360446153578135+0.00982727431422941j)
60,(0.5991338265195154+0j),(0.12108871240727684+0.08235923661617718j),(-0.1789411344114409+0.14266574890973246j),(-0.27497577474953444-0.5591248761550275j),(0.4178215789295693-0.22764756893344423j),(0.21910498531321781+0.06130887539214973j),(-0.5149981097199033+0.11899837438012359j),(-0.022541339900501167-0.013329049307345155j),(0.12614476653910073-0.005731438178729228j),(0.03951429211111803+0.018368685647904757j)
61,(0.7410447606248+0j),(-0.060305919384808636+0.10613615660029727j),(-0.12380287257810406+0.2126754499067756j),(-0.13329818586004813-0.5708983363468011j),(0.3651709396356098-0.13116067327568162j),(0.3240863974554057+0.0798975977656658j),(-0.17995439907387048+0.21743467498866195j),(0.047704243307349126-0.07081435713974227j),(0.17875574660532162+0.008573156001395651j),(0.09490827817604656+0.038286292622993205j)
62,(-0.6960824693322647+0j),(-0.11889041729403425-0.08346917563944878j),(0.03967043833905208+0.253094563069895j),(0.1468840482771368+0.01707360346642292j),(-0.31098375318785726-0.4610707907991214j),(0.4217646466964101-0.008509711148245308j),(0.03068110286375001+0.29375149233154774j),(0.1733592641177928+0.03982707046310086j),(-0.01185013619802875-0.0006794466307067405j),(-0.05112403996784509-0.002568394654615961j)
63,(-0.4538614063133416+0j),(0.01762545156494277+0.09171796509407225j),(0.09893850081436979-0.061600341613250044j),(0.03990879683416128-0.12179440653800766j),(-0.10993792304816143-0.41847138004819656j),(0.12479549080218867-0.6130959620197407j),(0.06838181701003354+0.0904177642547303j),(0.094295323662108-0.1165364829142021j),(0.045860099122637756-0.20189412752109803j),(-0.011653071636010637+0.004569617681869441j)
64,(-0.012398871763492858+0j),(0.020342507487125953+0.09401171241357671j),(-0.09745456655431463+0.05671931534253414j),(-0.0741844508305605-0.08135260905607399j),(0.034706411921490946-0.3263560755696764j),(-1.0778064343998064-0.3225078054421412j),(0.2491983293160692-0.11036381578419727j),(0.20551301102596514+0.2175365518708362j),(-0.07478340649093745+0.06424322317222492j),(0.009410697273752624+0.12672483851860258j)
65,(-0.4592718745209461+0j),(-0.005697602351048908-0.04128715735377675j),(0.20773269658684737+0.026026369436525004j),(-0.11185045197361079-0.03818705999668978j),(-0.18995456598345326+0.10106116136457323j),(-0.23841120718898104-0.6644709014850493j),(0.46774571199368176+0.1043755340560204j),(0.1021653940633053+0.11652329848351017j),(0.027372565521477255-0.01078533644041014j),(-0.07156990271362611-0.0369304577768047j)
66,(-0.103299068615126+0j),(-0.14513908288499963-0.016955003565030075j),(-0.10272983879814608+0.23248728436388863j),(-0.1643864650869669+0.1265462312429445j),(0.33577349843035864+0.09950767678142067j),(-0.3999495887925152+0.0032508978739432606j),(-0.15919099680506124-0.41305886013634j),(0.05520126960059808+0.03711463132571745j),(0.05593003632557236-0.12868103250878782j),(-0.004789404232612593+0.021714077766431316j)
67,(-0.13328936996339114+0j),(-0.0396331247848281+0.06665909898950409j),(-0.0009533631606632245+0.04300898760755372j),(0.08871842765439031-0.004611843719895432j),(0.3144037523591362+0.07356332548436817j),(-0.7808052432585041-0.22026822169969335j),(-0.10043941935153726+0.040851052507536886j),(0.039100200435055854+0.16209495058927054j),(-0.08037777958964368+0.05382726684823084j),(-0.1355053220851401-0.07698741573929221j)
68,(0.2516027984367075+0j),(0.033297981612036565+0.04581504142568299j),(0.1368603593638512-0.01675385516667452j),(-0.1308864265376523-0.1604046842917968j),(-0.006975496337319479-0.04090504418647621j),(0.5616951800647394-0.6275014382805144j),(0.2268640026039447+0.1359040178844053j),(-0.22570433553178249-0.0072337469873856725j),(0.12691460195403512-0.0006948455222499731j),(0.15286306951551626+0.02273659152430289j)
