,amplitude,c_-2,c_-1,c_0,c_1,c_2
10,(-0.0739435923710843+0j),(0.026037871878903072+0.17492903351369415j),(0.2414563480507795-0.16380004259436765j),(0.09368058195045574-0.20456045598940653j),(-0.020674160269488144-0.649590056802732j),(0.009868469093644286+0.15739936711235678j)
11,(0.1779076536640971+0j),(-0.05627812088278415+0.06381628423975372j),(-0.19143850335052873+0.004437201985036748j),(0.4279328079797539-0.4770770567304251j),(0.05769316672056879-0.3156522423872017j),(-0.09490823335975743+0.1770545486485454j)
12,(0.022370703589689248+0j),(0.1198125897590761-0.07465804878921782j),(-0.17646796625574918-0.10941577561554622j),(0.5172320347940362-0.3008723727370488j),(0.2230412958047407-0.07660188034085043j),(-0.12220776062073863+0.01812145344387428j)
13,(-0.5136592649069416+0j),(-0.20304578477088683-0.20260600408962756j),(-0.34762485233143126-0.030274748340994292j),(0.13741563784400113-0.45653857382447294j),(0.382518557053021-0.11005505305241749j),(-0.008166370529351992-0.08755674361282728j)
14,(0.3022620807592831+0j),(0.0386715673620657-0.1501237285565486j),(-0.5004795911959897+0.07539452870719698j),(-0.06884795091684381-0.3438890175773567j),(0.3796428414453847-0.24672111075278552j),(0.020273630597322487-0.20956469461412675j)
15,(0.020562487120772042+0j),(-0.04983497033289413-0.11436706803770182j),(-0.3359614278668214+0.23956653172180367j),(0.128834894059701-0.8450116028967171j),(0.31666038593648466-0.08205387636412745j),(0.10495079267528767-0.25782344458254064j)
16,(0.26109510587118073+0j),(-0.10637862880056473+0.02651106894996632j),(-0.29584071797009753+0.3548286187110643j),(-0.44211621919725835-0.640770444053685j),(0.34191414228643024-0.05338781685396951j),(0.0975889863480138+0.013959856285783438j)
17,(-0.31294522069276154+0j),(0.07166701330617602+0.11535513505108456j),(0.19099605462117725+0.42582773487163544j),(-0.3147267130663386-0.42149820978408636j),(0.024691497069694007-0.05449913044596859j),(-0.01997210362895225-0.09864071456078838j)
18,(0.20368040791659936+0j),(0.19776900004480008+0.01026057549137023j),(0.25221327283747613+0.3918254997156879j),(-0.13198751838748196-0.5975978277237923j),(0.03349479594890223+0.23093369812742934j),(-0.12355037492414017-0.03222516410338826j)
19,(-0.07095244291614206+0j),(-0.0981355292682898+0.08205295001069929j),(-0.16818461333911722+0.6544966569258219j),(0.08891969876959649-0.2526737935946116j),(-0.18462920010225348-0.11979239438286289j),(0.04986397571611724-0.14291540192485525j)
20,(0.3484912354013695+0j),(-0.045243005796875284-0.07497784438400903j),(-0.02045627757541711+0.2520535399149393j),(0.0648574139350285-0.33088857868926796j),(0.08913767826628237+0.24215977362065993j),(0.04976510595886247-0.0029863954707508855j)
21,(0.006206709659799053+0j),(-0.01047720337532465+0.041212322244402744j),(-0.1356290310461418-0.031148062596362887j),(-0.42517818267989416-0.4523458687293347j),(-0.018370209042821495+0.03369141258997898j),(-0.03456545457529498+0.3173123913608033j)
22,(-0.49141907898711773+0j),(-0.09903935317768406+0.06398992543560371j),(0.15623781680488466+0.1827536234195484j),(-0.18772019468550552-0.07554808707506477j),(-0.3334700925679352+0.2511801190190461j),(-0.14869739235429646+0.006899293228290249j)
23,(0.030215304002767507+0j),(-0.013654087999365683+0.04158881526882929j),(-0.0409630345999443+0.30425858970260233j),(-0.06485786664602067-0.29389371159367195j),(-0.2015538401167506+0.5669239524323343j),(-0.08477924914236787-0.006090843503900906j)
24,(0.061626053971941604+0j),(-0.15314376999230941+0.058097660224032455j),(-0.451417138859744+0.15276601073273188j),(-0.8754251300418168-0.5514339078617333j),(-0.05285620693707942+0.31640903157706746j),(0.11148850033378094-0.19492227405954815j)
25,(0.02721844902508669+0j),(0.17377100232293957-0.14671434990328164j),(-0.1671449346658248-0.15826806444596536j),(-0.7792014237324476-0.7287341394726692j),(0.1001974508365002+0.2750985815138137j),(0.26394786564417394-0.025440956054193997j)
26,(0.3541376505293361+0j),(0.11633248021465702+0.09645295184621705j),(-0.3034824532451553-0.1367411953318034j),(-0.5456797625033715-0.5340845749578759j),(0.02356705424316172-0.04177647030504048j),(0.24769200863031143-0.1949186048552457j)
27,(-0.21776722605420826+0j),(-0.008319828311469268+0.007385677636683699j),(0.06279048751583538-0.05443403345882444j),(-0.6001374249738514-0.49270228402879895j),(0.023580023476189378+0.21225777311667338j),(0.1788594409589362+0.04422228569237063j)
28,(0.1487465383648836+0j),(0.03316322718308783-0.020698255627546257j),(-0.13278239125870933+0.052636545288331865j),(-0.2156837785483499-0.45296591716979095j),(0.19978177284435789+0.0805991278699611j),(-0.1979490009559557+0.09985319684543426j)
29,(-0.26402580769159606+0j),(-0.061568600292235966+0.03496554751079642j),(-0.03572414687198272-0.21217333541882477j),(-0.5533635908610173-0.47964122128960324j),(0.12411986978987047+0.11494118907180954j),(-0.02719956693833512+0.05789352235493598j)
30,(-0.07979378816025837+0j),(0.024936488792309336+0.07356179242034883j),(0.23096829179979328-0.19217334093245744j),(-0.815885972301881-0.7458711961452587j),(-0.04923879702996689-0.1044368888029941j),(0.02228833672671514+0.05709315041321604j)
31,(0.33652815536183955+0j),(-0.02407616228310655-0.10312040259302165j),(-0.113984329141742-0.12015901430586898j),(-0.7186053470879858-0.8707282623619199j),(-0.07576211439599881+0.09623312515306676j),(0.050728691555432734-0.057210062801600306j)
32,(-0.3586734668849938+0j),(0.007732564983536479-0.1263703987674857j),(-0.060059766591342996+0.17554479429005754j),(-0.666735075576848-0.774267227406337j),(-0.23597288166240238-0.3770155641478224j),(0.03039674084157412+0.06193671573758298j)
33,(0.4418048171369895+0j),(0.06392798054740864+0.17034557785750087j),(0.25362645976741494+0.1937292360450748j),(-0.5983155866436263-0.8902151305812206j),(-0.412917933664527-0.21068947107970581j),(-0.013921475555182219+0.014795764151716698j)
34,(0.19382449274044736+0j),(-0.0022581858095044663+0.07065221779918582j),(-0.07016466059740603+0.08689051601138081j),(0.06529299702203012-0.7345794770312852j),(-0.13375184804449555+0.302224988640723j),(0.01235624960100229+0.10763497509993733j)
35,(0.24685954366941432+0j),(0.04081974092289362+0.005442752040676263j),(-0.27535094447822517-0.0880884153829995j),(-0.7501834738568455-0.4102630987881888j),(-0.33512024396025253-0.09154723410824242j),(-0.12598346064715826+0.13328481452927993j)
36,(-0.017910265193581628+0j),(0.058226921671702965+0.07829251922197891j),(0.3901363018071621-0.04936164078205086j),(-1.1999136455939667+0.023689745515961147j),(-0.320846455490216+0.16389926374638777j),(-0.1497039965286375-0.054998156780553774j)
37,(0.13923209916592894+0j),(0.18980646738726967-0.11487760984641641j),(0.22017973344544142+0.06551084112185203j),(-0.5981946801199663-0.008766928128379741j),(-0.5523719636082418+0.03157408608576068j),(-0.18976038447418248+0.1713371980075935j)
38,(0.1852877951346932+0j),(-0.05975430587723063-0.04720407697660388j),(0.17081733074685235+0.044849104860368305j),(-0.5864549453122607-0.0172170780136277j),(-0.6797757269112743+0.041327365277897654j),(0.08150254198334207+0.07141255124106996j)
39,(0.17716732003758504+0j),(-0.2173194171239505+0.03069849082350737j),(0.13348544348279626-0.1715168885143889j),(-0.5628978034114425-0.12806234518907184j),(-0.25830413034716326+0.03839557728497651j),(-0.08966161392213064-0.34491249846936234j)
40,(0.34907117036269103+0j),(-0.30626067730140144+0.051599474793171625j),(0.22637731259533567+0.39790159226104777j),(-0.6163777330283375+0.03786906600152494j),(-0.1159013225758844+0.4297839847276707j),(-0.08514600518249012+0.007382819846801383j)
41,(-0.15903038557524318+0j),(0.02489173335342817-0.054668654619032j),(0.27029358977282913+0.5494400427841468j),(-0.40200128408052815-0.20154799877794577j),(-0.3406114609136561+0.25795418216058086j),(-0.08043674738641513-0.18202072112084206j)
42,(0.11032279522924957+0j),(-0.03577085355797786-0.16436687577240489j),(0.2917887541866041-0.04646082439945043j),(-0.20306708620824843-0.3172568417979349j),(-0.288113554767653+0.012735910076277196j),(-0.025433289712502388+0.03477894428225754j)
43,(0.42296587956252013+0j),(-0.011973847696533674-0.06839168295313283j),(0.2057406400638113+0.1159127675026759j),(-0.6575069512950578-0.38776442745307016j),(-0.2656274567815159+0.368680504452938j),(0.0552079120893444-0.14489310823365217j)
44,(0.31010121755781145+0j),(-0.16225776080944557-0.005547091240126374j),(0.2603349523243713-0.07655119613831282j),(-0.38872244919252835-0.27911202991264406j),(-0.09092606011742245+0.020414050211466805j),(-0.07723733739411673+0.2546157026376027j)
45,(-0.24043447133758883+0j),(-0.13410159250798914-0.020838851646358153j),(0.2822207919380339-0.07940918938898957j),(-0.7225886856926762+0.269010163189307j),(0.11814369750420675-0.22024469790205203j),(0.1264902188821908+0.011400560392620529j)
46,(-0.14170744706338373+0j),(0.033787846851272854-0.06977866713369868j),(-0.18813358552871415-0.09833088681058562j),(-0.5731556543881873+0.7715394044134847j),(0.32814243862699605-0.06184923408192847j),(0.08790175112057448-0.12430103875821204j)
47,(-0.40082572325312504+0j),(0.09260057166513888+0.025168072266761224j),(-0.023344930065297156+0.05933581746874968j),(-0.4921248012403109+0.8514152173642517j),(0.3363946090188087-0.13226283282322757j),(-0.047151296156365805-0.02317834370900463j)
48,(-0.07778144036684836+0j),(0.042461538643005975+0.17016192915109418j),(0.03330637047501232-0.02398594709772127j),(-0.38847848881488095+0.8460355640093712j),(0.13179928815816908-0.04211907934172843j),(-0.09955762926313927-0.09705389747211272j)
49,(-0.12074575857631253+0j),(0.09734619167429276+0.13480759189885944j),(-0.00573226927174382+0.08559854344017347j),(-0.9321994645948711+0.7502264060884939j),(-0.3284232266189353+0.02170505410249561j),(-0.03254158334752151+0.03825451141928918j)
50,(0.08447670121643952+0j),(0.03778725885661018+0.3167087815382296j),(-0.2620816993054831-0.013520806395346283j),(-1.1029958939411022+0.5845705922929911j),(0.1758620235660789+0.20878288132043288j),(0.03675183981792357-0.053637304889902426j)
51,(0.16002610599401018+0j),(0.3290274277440902+0.0630750441955684j),(-0.24828629383102413+0.04979561183443724j),(-0.8402001741568379+0.7511101168114626j),(0.13362612786771708-0.10684802707527227j),(0.05992871509536883+0.04239040707387136j)
52,(-0.021619504141559998+0j),(-0.18420709240427846+0.021394318921852028j),(0.07307288799710954+0.2355361558337612j),(-0.7540504724779097+0.689438923856893j),(-0.03724953495004568+0.10407078547475923j),(-0.03215377582702644-0.12014457014980474j)
53,(0.4375707183458165+0j),(-0.16792538408342683+0.026119919289335998j),(-0.03467199943311532+0.16006356064059235j),(-0.6889252995403721+0.5259010024023465j),(-0.37688324849244825-0.48559220370763845j),(0.054815575696650846+0.002029321297983236j)
54,(-0.31896529850689037+0j),(-0.06177805060277847-0.01454220897097358j),(0.2831680947000388+0.2851817453695781j),(-0.412847671909588+0.5498507650435814j),(-0.023436996048901426-0.26919340067781855j),(-0.16136351678184796-0.0791943218112104j)
55,(0.06279621719896927+0j),(0.09105799164965543-0.0206790790257418j),(0.552447138547657+0.3442846964714497j),(-0.19507464426385884+0.20978775976831499j),(0.25810244715492886-0.07664076764298047j),(-0.06973536648231188-0.11129964131739718j)
56,(-0.21123601353771243+0j),(0.053715296656392214+0.188635566526151j),(0.05314232204654051+0.2639508360201428j),(-0.22184442990687792-0.0054154051357242355j),(0.4864326089216505+0.10693677275716612j),(-0.0616397575235166+0.07187270229220075j)
57,(0.0014211058458521442+0j),(-0.06424429804015397+0.05539650088192176j),(0.025146828479693573-0.020846695899621515j),(-0.10980701376011984+0.19106132079517313j),(0.6844110181451228-0.5281648069675673j),(0.005442740824182946-0.13702463980484542j)
58,(-0.05506349254024294+0j),(-0.1751817215972769-0.15058745908755292j),(0.07352137574874396+0.22340989453474722j),(-0.4501208545956075-0.2644737057890997j),(0.5985622140871654-0.2848229083596477j),(0.1321210710111043-0.00513012198843639j)
59,(-0.18196304402988484+0j),(-0.051934076088274744-0.03954136402215254j),(0.3743644300119958+0.20003662872917422j),(-0.011896401395403336+0.1584502262644107j),(0.6536622913511576-0.4052984138523231j),(-0.04586984806344155+0.06881711970354365j)
60,(-0.09229330963680099+0j),(0.06367283948122564+0.020853540939162626j),(0.4550110071523854+0.2077871265557653j),(-0.1364471355816607+0.6533559804374548j),(0.5679279311705069-0.027894120522238885j),(-0.11287361076642127+0.025065652142532573j)
61,(-0.19781060352846477+0j),(-0.006069513430298389+0.186961473122983j),(0.16636068756636135-0.04216561732673031j),(-0.17874978168137026+0.5410992074935472j),(0.2807978327003052+0.09673122554157298j),(-0.08508620338263795+0.04299220132279477j)
62,(0.012294813583726832+0j),(-0.0699749655935534-0.09473918531593632j),(-0.08867025723406147-0.0603062204353392j),(-0.48579150447403185+0.5688286409436285j),(0.018553962752911105+0.2276549160071036j),(-0.23084653381782932-0.05579612684959957j)
63,(0.15152057751981363+0j),(-0.1748536420538291-0.06129646743363591j),(-0.022510031383598462-0.28390385098888726j),(-0.7838575055028549+0.45515398350341685j),(0.019582833466865734+0.10604151624544532j),(-0.06737554791678238-0.1987119795879338j)
64,(-0.15460145534574893+0j),(0.0019124809368081426-0.20603863635825104j),(-0.20588572699031152-0.20458824036669687j),(-0.14566203790034+0.36038599765418444j),(0.37371600672423255+0.12772206428997362j),(-0.05434099150838132-0.00924970692253365j)
65,(-0.3632150745830518+0j),(0.05144719523310712+0.07534867739766485j),(0.37296911761359636-0.16495253863451587j),(0.1438811057955697+0.1792064325325532j),(0.39034419316398095+0.2767990653296181j),(-0.005728412547986373-0.10378205469039373j)
66,(-0.2793322520398347+0j),(0.03486186353629384-0.09910720120299805j),(0.4560826603607021-0.08528721066271436j),(0.0050176460069993115+0.3743058843093282j),(0.31586520838494336+0.029328571357469857j),(0.03973495343568394-0.012630748769751898j)
67,(-0.16724774663811187+0j),(0.23107519080106298+0.04900268893268098j),(0.23334549461508935-0.061576828329806446j),(0.15180223971419543-0.2604078903482751j),(-0.2595526175878461-0.06004250573872022j),(0.003301340302498866+0.15383437039252867j)
68,(-0.05634201679076381+0j),(0.11509654360044932-0.04483774178379087j),(-0.25486680896725133+0.2961769074343514j),(-0.16959519094395398-0.9239788120321639j),(-0.27219449111315663-0.058931522978680484j),(0.025661289702202356+0.202795822172331j)
69,(-0.2653582189257474+0j),(0.021197731364301448-0.11158097255926813j),(-0.12622219593828732+0.3690104482044424j),(0.30035895943569146-0.46160133910958734j),(-0.14349698009133227+0.09940828051750274j),(0.18197014754704138+0.11133513916084818j)
70,(-0.2653582189257474+0j),(-0.01342228178696609-0.10588450128634147j),(-0.40880691138234476+0.37626855444383045j),(0.015344670351587165-0.726727498094453j),(0.04797444418973726+0.20820963393193168j),(0.1244450628916614+0.04762633575650302j)
71,(-0.005769581138573857+0j),(-0.20077717820245555-0.15425148497161775j),(0.03954133253780137-0.05034740681896803j),(-0.20019697676900186-0.2539854706489345j),(0.3932120315218399+0.10396894174633771j),(-0.11815008449559782-0.10573375258922071j)
72,(0.27311982681699454+0j),(0.14328945684975714-0.04359270710282202j),(0.3501305039646858-0.02597581383347984j),(-0.2781947042280166-0.4223040870021384j),(0.13812897225017218+0.005458005407736083j),(0.1510581938608411-0.03717524715743761j)
73,(-0.30775845784361405+0j),(-0.024969207116598863-0.07274356295818105j),(0.35266377010790084-0.05728456500867643j),(-0.10037566709521503-0.9070905079743418j),(0.028312551465509997-0.10266712258543671j),(0.06842266327973527-0.08799872371532139j)
74,(-0.34092640359631815+0j),(0.08590050282754562-0.10263675522437776j),(0.13214885695294723-0.14933392335895587j),(-0.124174066727498-0.8591071474522376j),(-0.04060275082829634+0.1718270830767945j),(0.15066840228694675-0.12736217206255301j)
75,(-0.10513375480895334+0j),(-0.023587841624967965-0.005532297939289103j),(-0.014604702770505185-0.20011171153179136j),(-0.10792358782862449-0.6048526170171532j),(-0.07013508325074064+0.23669450391689717j),(-0.09559935324832249-0.08183950782833593j)
76,(0.09989131716096418+0j),(-0.21264961160590012-0.1035723922072286j),(0.05242462779678067+0.2515706817704041j),(0.23587441920193883-0.4718282067872317j),(0.2056185693683412+0.08507323149421164j),(0.02632361409951975-0.16376728065750562j)
77,(0.32509703136918017+0j),(-0.1311760761091386-0.018764333737728567j),(0.14309713835283155+0.3070165321619402j),(-0.022871517202083195-0.7663165654468992j),(0.07834959601238461-0.29764424024894187j),(-0.21362544609876702+0.015465868295159054j)
78,(-0.06667601534240808+0j),(0.07169914710191785-0.04669986561186579j),(-0.24220651996489667+0.08627529673922521j),(0.18337782915474168-1.0478039014138982j),(-0.007632625810708241-0.31159700903994614j),(-0.07051926601166317+0.2899869347960873j)
79,(-0.11128373388621271+0j),(0.09461991361654704-0.376377718402734j),(0.025222170770626856+0.28145269040467513j),(0.1871599883591268-0.4345141482934035j),(-0.24978341679027624-0.17432999713604788j),(0.05712766326983177-0.08943033334320794j)
80,(0.3231089493715977+0j),(-0.005133877212517679-0.058342504941498674j),(0.2733769348064049-0.10508861835637653j),(0.8085751275345677-0.47102580632588j),(-0.3127158050042613-0.2980591563615017j),(-0.0010790449682704165+0.0298175303382618j)
81,(-0.2769299566823892+0j),(-0.08268452577813398+0.1065209407798898j),(0.19889570672031442+0.3115749274321833j),(0.3465240933199154+0.25347442317484187j),(-0.0447057465357409-0.08452433688813434j),(0.017631831130839392-0.31496578869182223j)
82,(-0.15195351094048662+0j),(-0.14045725497771194-0.07729330831583954j),(0.004500058266287743+0.369119371469311j),(0.6689168768672459+0.5867896146676658j),(-0.1350672470197736+0.0683287556910373j),(0.09089965276788362+0.08675170648827145j)
83,(-0.21970281290484145+0j),(-0.05432310202159763+0.02297789355469175j),(0.1370098360741081+0.313735356354685j),(0.7574989381436726+0.6963363151403554j),(0.11619991233590818-0.13638053003229625j),(-0.10761744794475117-0.06799628076707862j)
84,(0.008624012388602664+0j),(-0.006455948156470388+0.009850743476928459j),(-0.21775830457635723+0.14928312562183402j),(-0.008163062295967194+0.6201018341084773j),(-0.0011715161577931371-0.13019543350690632j),(0.22466910836734316+0.13438113681300795j)
85,(-0.24281908298006186+0j),(0.07659957917388076+0.012208819709244471j),(-0.022823145912187703-0.3496579821606066j),(0.39171027523063456+0.21062517079743398j),(0.28945637845991484+0.019751775927615303j),(-0.17869677869097295-0.2930344101995261j)
86,(-0.3141743227059544+0j),(-0.13384192391667918+0.06618779784979276j),(-0.033016296543671386-0.29922040140779876j),(0.3140677196236027+0.5736901076991654j),(0.3564583215362769+0.1937513364106131j),(0.2538822254859776-0.003912402823796528j)
87,(-0.14623868635276543+0j),(-0.052245356672457874+0.21374047453820744j),(-0.037616978158312414-0.2213646039576446j),(-0.02097341367936495+0.8054059128678973j),(0.402668552990187+0.07553812493565978j),(0.005360212110221321-0.23140555395502585j)
88,(-0.04067651648851567+0j),(-0.16366401669190334-0.04809452143297506j),(0.11465031121685981-0.01880979295023197j),(0.12354358952903916+0.6531427472631092j),(0.23676312053947365+0.14982570064739223j),(0.0191493653159598+0.23402585822462577j)
89,(0.43841630878577303+0j),(-0.07896034332639401+0.12399016942174117j),(-0.08870144135154194-0.02284399070500223j),(-0.11434528605462166+0.8114151364284811j),(0.3923085945492555+0.041873613337968324j),(0.0584212456619464+0.15747982762927462j)
90,(0.2134981880540235+0j),(-0.041701849517429175-0.08319709234558777j),(-0.011846358137335335+0.18401128997178126j),(0.47073017348130675+0.6732938207663994j),(0.16603514397263325+0.09762191741366513j),(-0.2611018466506343+0.24614228531286042j)
91,(-0.11050855056340868+0j),(0.10448224015985616+0.052793144189182975j),(0.006245769298483195+0.1051534536254099j),(0.23813948261012147+0.0354832307208366j),(0.20326751862416836-0.09296603828974839j),(-0.08402308170388939+0.13637208818547122j)
92,(0.19619889124844794+0j),(0.09545982764876788+0.10989918359971375j),(0.18444198647438648+0.0039693154290637855j),(0.6252129320142975+0.7428868786265851j),(-0.04225394804707434-0.11915248535848877j),(0.09381855252665522-0.12272674949787217j)
93,(0.20398734708503408+0j),(-0.16531275209518498+0.1125069641740078j),(0.0804077476133743+0.24468877901543337j),(0.5479832816157234-0.14170783801368075j),(-0.19123268752409797+0.13906526851374942j),(0.11068484483165875-0.15085530420617993j)
94,(0.05897867176687227+0j),(-0.268077214500414-0.1241322723650834j),(0.16324766597762216-0.18487286808955175j),(0.5357463002180047-0.11544894308103791j),(-0.6588391860659202-0.10367136868569943j),(0.09759438418071546-0.23845545520487352j)
95,(-0.12335463143975178+0j),(-0.02408772757543856-0.01367474894300234j),(-0.05742580807045859+0.35839785823176074j),(0.25958694885126693-0.1275981275172019j),(-0.24241330612756995-0.46365809934047125j),(0.0195811802257611+0.05448015649981797j)
96,(-0.004768860590267668+0j),(-0.10706985681727835-0.0923642440721882j),(0.27920544947089443+0.00942931640201664j),(-0.31738843584197657+0.20276582273107546j),(-0.11614946026950801-0.25614891125477646j),(0.11526428634831683+0.02325944805554645j)
97,(-0.10442824098547014+0j),(-0.08648051776512927+0.076715361696302j),(0.37208372361790165+0.08628566342268947j),(-0.17293766241244143+0.460828158600886j),(0.07444821616436564-0.351220959141582j),(-0.15578064244680778-0.19469543198465028j)
98,(-0.1939527280536983+0j),(-0.11079225437563191+0.18939818882702986j),(0.43599448528390566-0.06341169705937766j),(-0.06642672315363948+0.06298290812165114j),(0.056054530447415096-0.48005700537096246j),(-0.07522342212392893-0.19853092655337723j)
99,(-0.6569051337260043+0j),(-0.10013599195063436+0.011963568159708109j),(0.4158144177381205-0.24658538019581638j),(0.3729384148229986+0.46424762904581157j),(0.08853938296503369-0.2864625937190385j),(0.06021955441671175-0.08997031716301697j)
100,(-0.10066823143620174+0j),(0.14613867432707683-0.21876191451541302j),(-0.3930207485193754-0.046542903757037984j),(0.12821305281044212+0.761356262123463j),(-0.2702344561416092+0.1384968616654153j),(-0.044730815717719974+0.011181630770520007j)
101,(-0.057058518039654546+0j),(-0.053842128766986935-0.15176371479184012j),(-0.294895391090243+0.04957480033777653j),(0.1179570229952471+0.7015576042435827j),(-0.5340182914052408-0.022382425487872337j),(-0.04955278385684066-0.0021249078883780054j)
102,(0.3266820060030732+0j),(-0.03921809403423383+0.13420376702992703j),(-0.1687092833325661+0.010561175730842299j),(0.20056868981990694+0.5280427454477953j),(-0.09760938126822777-0.20411802777845475j),(-0.06523153396906538+0.034747656711138705j)
103,(0.5139110444233146+0j),(-0.027986506240877868+0.10648897153692499j),(-0.4851130064776085+0.39825354644122246j),(-0.031371535656837285+0.625561233644825j),(-0.30424327701309617+0.17349054664954605j),(0.0803371560628092+0.07581066694409574j)
104,(0.3523526033925968+0j),(0.009169906417186843-0.08841345960123925j),(-0.33846832591800374+0.4159807501461981j),(0.1838885082829803-0.08385069172396403j),(-0.32234800612893105+0.08675327672582502j),(-0.21114579775275183-0.25879370229506515j)
105,(-0.010886824145513896+0j),(-0.04504751196985814-0.07029122756442899j),(0.1739606870442268+0.5107006686580892j),(-0.32871456222694534-0.8224650848226674j),(-0.045751834508573085-0.2598331150656845j),(0.0038837658258644436+0.05888392575638362j)
106,(0.1277782179298275+0j),(0.10620722728060808+0.02554101479591953j),(0.4561473836483978+0.12429135295958066j),(-0.19298271048619975-0.8714122048752517j),(-0.10867307334496827+0.052314522050086465j),(0.1567926540239222+0.08348507748341966j)
107,(-0.24235470397141692+0j),(-0.16835050373714228+0.10663101458274972j),(-0.009895174204136+0.37171733985557753j),(-0.8012677383707786-0.8177344056598348j),(0.14459994024776796-0.2683920346358546j),(-0.23112724789782546+0.005746893869872531j)
108,(0.18510311970900895+0j),(0.26987070977158895+0.2871969296069541j),(-0.1162523319843425+0.37777980050445203j),(0.17383936519827092-0.4412626596492982j),(0.05428528643951331-0.31612808895635597j),(-0.022686753562988576-0.1109220772858733j)
109,(-0.03477631300441225+0j),(0.036114260107096174+0.025773295622549777j),(0.11281825385866795+0.1903876369955607j),(-0.20776458964576533-0.6967727356833291j),(0.16011002504971256-0.09873890615890746j),(0.24860191708437596-0.17173384944197467j)
110,(-0.11684334509663755+0j),(-0.10536723334937988+0.03758723910139477j),(0.3114048454896138+0.04282599051049718j),(-0.8674390612085794-0.4021261550681919j),(0.32244351855866377+0.11462045076866612j),(0.0013684539594385065-0.06189926061682519j)
111,(0.08848775129864045+0j),(-0.32796049019132706+0.18290122497675884j),(0.01027002935784696-0.13251225935981936j),(-0.7140373901491994+0.062053129394671j),(0.24955530829999356+0.186293723900585j),(-0.032632627133252115-0.02965826187208903j)
112,(0.1131583102189554+0j),(0.05970921590931347+0.1997214555355643j),(-0.35484335640043074-0.11373475154885089j),(-0.6479337874964732+0.07983629996028005j),(0.17751893237269878+0.2074881567846244j),(-0.27239842808059284+0.1715262280106798j)
113,(-0.03952267782595001+0j),(0.04508503622983075+0.37376013628680593j),(0.0637232908439361-0.028640594339270575j),(-0.9356554439900318-0.3455310842262659j),(0.30353148242345124+0.19396914297172724j),(-0.049020724606145455+0.12177766071862837j)
114,(0.09360645959762001+0j),(0.020607097119330446+0.37524219508324774j),(0.18352270185107508+0.4596712500010869j),(-1.0529082559261833-0.10976543680302606j),(0.20347302837705702+0.15711758066506018j),(-0.07414679898865487+0.06327404259528333j)
115,(-0.17892854282630727+0j),(0.0278519737029769+0.2070519633486574j),(0.2966389970321287+0.15045360451856765j),(-1.1051437185735393-0.09977965519614496j),(0.008436170143246446+0.09157767302352925j),(0.04606108683072803+0.09258971346871935j)
116,(-0.210123421548592+0j),(-0.06312740233807614+0.2089044437825738j),(0.02390704764593902-0.08191409183243921j),(-0.9467561135962538-0.39950531757218144j),(-0.014616943069871028+0.10740090770691568j),(-0.10500373040810829-0.09317192230543468j)
